"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717598732046914E9,"2024-06-05 16:45:32.047 UTC+02:00"
"PAUSE",1.437166172084399E2,1.717598875763296E9,"2024-06-05 16:47:55.763 UTC+02:00"
