"event","experiment time","system time","system time text"
"START",0.000000000E0,1717597126.921,"2024-06-05 16:18:46.921 UTC+02:00"
"PAUSE",1.680007825E2,1717597294.922,"2024-06-05 16:21:34.922 UTC+02:00"
