"event","experiment time","system time","system time text"
"START",0.000000000E0,1717600331.426,"2024-06-05 17:12:11.426 UTC+02:00"
"PAUSE",1.116900109E2,1717600443.116,"2024-06-05 17:14:03.116 UTC+02:00"
