"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717593516072342E9,"2024-06-05 15:18:36.072 UTC+02:00"
"PAUSE",1.816165343333851E2,1.717593697685528E9,"2024-06-05 15:21:37.686 UTC+02:00"
