sensor,language,tone,participant,script,time_2,autocorrelation_mean,autocorrelation_median,autocorrelation_std,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,ch,bus,subject2,t3,20.0,-2.3518010092528733e-08,-2.364249876e-08,7.320320936701905e-09,-3.747586502e-08,-1.046712758e-08,0.0
autocorrelations,ch,bus,subject2,t4,2.0,5.193797397412372e-08,5.258125045e-08,1.3078818053446769e-08,2.860328969e-08,7.781633281e-08,0.0
autocorrelations,ch,bus,subject2,t4,4.0,2.302907197804124e-08,2.334522526e-08,5.882747047262043e-09,1.028695085e-08,3.593590555e-08,0.0
autocorrelations,ch,bus,subject2,t4,6.0,3.1172554785095874e-09,3.306394105e-09,7.195317724372393e-09,-1.126911155e-08,1.780693464e-08,0.0
autocorrelations,ch,bus,subject2,t4,8.0,-1.3179443171463916e-08,-1.316623852e-08,4.707017178727849e-09,-2.407721972e-08,-3.017531552e-09,0.0
autocorrelations,ch,bus,subject2,t4,10.0,-2.2572161477938146e-08,-2.242187371e-08,3.569037310900488e-09,-2.86211195e-08,-1.529737632e-08,0.0
autocorrelations,ch,bus,subject2,t4,12.0,-2.787878826659793e-08,-2.747203782e-08,5.085507681140672e-09,-3.821352064e-08,-1.819158087e-08,0.0
autocorrelations,ch,bus,subject2,t4,14.0,-2.8732295429690722e-08,-2.875401477e-08,5.179655535011053e-09,-3.873587189e-08,-1.793673104e-08,0.0
autocorrelations,ch,bus,subject2,t4,16.0,-2.12760651328866e-08,-2.135319877e-08,3.3994757941443742e-09,-2.674951429e-08,-1.580643573e-08,0.0
autocorrelations,ch,bus,subject2,t4,18.0,-1.55163462501e-08,-1.635866531e-08,6.5482582597080925e-09,-2.676741639e-08,-2.982019327e-10,0.0
autocorrelations,ch,bus,subject2,t4,20.0,1.7303765977168962e-09,1.754987584e-09,4.280272673956701e-09,-7.815107908e-09,1.044848623e-08,0.0
autocorrelations,ch,casual,subject1,t1,2.0,3.856573271493814e-08,-1.422869326e-08,1.2132153502263938e-07,-8.991741304e-08,2.757851811e-07,0.0
autocorrelations,ch,casual,subject1,t1,4.0,-1.0876150165746392e-08,1.062872889e-08,6.987604569905465e-08,-1.191319653e-07,7.089922146e-08,0.0
autocorrelations,ch,casual,subject1,t1,6.0,-2.2402038438536085e-08,-1.524793899e-08,4.5883976095944826e-08,-1.133415125e-07,3.501871087e-08,0.0
autocorrelations,ch,casual,subject1,t1,8.0,-1.0366907361783504e-08,-1.035853669e-08,7.643306790601087e-08,-1.082818957e-07,8.721964268e-08,0.0
autocorrelations,ch,casual,subject1,t1,10.0,-7.033956778095876e-09,-1.269568751e-08,4.2082228161147184e-08,-6.1460249e-08,6.801416826e-08,0.0
autocorrelations,ch,casual,subject1,t1,12.0,-9.964781903059794e-09,-1.23798023e-08,7.07035931882787e-08,-9.856500917e-08,8.1186779e-08,0.0
autocorrelations,ch,casual,subject1,t1,14.0,-7.817142357558763e-09,-1.189665098e-09,2.882267957923224e-08,-8.277112822e-08,2.268252111e-08,0.0
autocorrelations,ch,casual,subject1,t1,16.0,4.9965765120052574e-08,5.772853527e-08,3.7248652546100815e-08,-1.631656359e-08,9.452843787e-08,0.0
autocorrelations,ch,casual,subject1,t1,18.0,7.298782320956701e-09,-5.331909822e-10,4.170472479368608e-08,-4.383311266e-08,8.556336476e-08,0.0
autocorrelations,ch,casual,subject1,t1,20.0,-2.108263415231034e-08,-3.077656637e-08,7.214737453945077e-08,-1.076238204e-07,8.613523381e-08,0.0
autocorrelations,ch,casual,subject1,t2,2.0,-2.217662586057733e-07,-4.976460793e-07,1.508501397817102e-06,-2.045723912e-06,2.537497009e-06,0.0
autocorrelations,ch,casual,subject1,t2,4.0,-1.7761964646494832e-08,1.337093118e-07,1.453189804335803e-06,-1.959656172e-06,1.855301585e-06,0.0
autocorrelations,ch,casual,subject1,t2,6.0,2.1000159249938146e-07,3.710877559e-07,1.1815571540784427e-06,-1.902536318e-06,1.726810344e-06,0.0
autocorrelations,ch,casual,subject1,t2,8.0,3.418543905892784e-07,5.660361237e-07,1.2758433078835487e-06,-1.909658966e-06,1.918451028e-06,0.0
autocorrelations,ch,casual,subject1,t2,10.0,-2.0712343159175223e-08,-1.921932666e-07,1.2631628644646363e-06,-1.653699005e-06,1.672786456e-06,0.0
autocorrelations,ch,casual,subject1,t2,12.0,-2.4039132914124746e-07,-3.46998573e-07,9.81056288410105e-07,-1.52748797e-06,1.434638962e-06,0.0
autocorrelations,ch,casual,subject1,t2,14.0,-3.590245653863093e-07,-5.104860542e-07,1.0368944982269228e-06,-1.692096955e-06,1.435905771e-06,0.0
autocorrelations,ch,casual,subject1,t2,16.0,6.1675206083093275e-09,3.519955736e-09,1.252900428862911e-06,-1.633843098e-06,1.651338001e-06,0.0
autocorrelations,ch,casual,subject1,t2,18.0,3.151970622945773e-07,4.188376988e-07,1.0104724765649274e-06,-1.397956666e-06,1.622520703e-06,0.0
autocorrelations,ch,casual,subject1,t2,20.0,4.370164033326437e-07,6.454967108e-07,9.968435442639415e-07,-1.391214737e-06,1.648307705e-06,0.0
autocorrelations,ch,casual,subject1,t3,2.0,4.272756354390721e-05,3.955712086e-05,2.351737512891493e-05,8.611356583e-06,7.883520603e-05,0.0
autocorrelations,ch,casual,subject1,t3,4.0,-3.926216764456083e-05,-4.562058983e-05,2.693292160258251e-05,-6.916515903e-05,8.009674945e-06,0.0
autocorrelations,ch,casual,subject1,t3,6.0,-4.521796417546391e-05,-4.524784735e-05,1.0591150101842369e-05,-6.498174828e-05,-1.933983323e-05,0.0
autocorrelations,ch,casual,subject1,t3,8.0,3.369705117906701e-05,4.570964265e-05,2.243696966079841e-05,-1.804359558e-05,5.281004089e-05,0.0
autocorrelations,ch,casual,subject1,t3,10.0,4.849924842773197e-05,5.332676172e-05,1.3168020203479331e-05,1.173830428e-05,6.017452743e-05,0.0
autocorrelations,ch,casual,subject1,t3,12.0,-2.609646158547938e-05,-2.82381778e-05,1.563977005674534e-05,-5.3686577e-05,1.032606808e-05,0.0
autocorrelations,ch,casual,subject1,t3,14.0,-5.033689199092783e-05,-5.769687601e-05,1.8219376764047715e-05,-6.928792662e-05,-1.247490954e-05,0.0
autocorrelations,ch,casual,subject1,t3,16.0,1.955595679116474e-05,1.353773558e-05,2.289286982801033e-05,-1.179734103e-05,6.279355112e-05,0.0
autocorrelations,ch,casual,subject1,t3,18.0,5.026181664505154e-05,4.983303077e-05,1.2924995100287e-05,3.145836472e-05,6.725214727e-05,0.0
autocorrelations,ch,casual,subject1,t3,20.0,-9.440356950303448e-06,-7.596670916e-06,2.889233040429724e-05,-5.425666734e-05,3.11607938e-05,0.0
autocorrelations,ch,casual,subject1,t4,2.0,-1.7439096945072166e-08,-7.251581552e-08,2.2557293845398797e-07,-2.806397155e-07,3.985546452e-07,0.0
autocorrelations,ch,casual,subject1,t4,4.0,6.465666102814428e-09,7.832597154e-08,2.276378963423589e-07,-3.325826572e-07,2.782936022e-07,0.0
autocorrelations,ch,casual,subject1,t4,6.0,5.2287918170567016e-08,7.521236909e-08,1.773605302936003e-07,-2.96349027e-07,2.769280414e-07,0.0
autocorrelations,ch,casual,subject1,t4,8.0,6.7629369210103095e-09,1.968053077e-08,2.2629824468581573e-07,-2.901244974e-07,2.951432911e-07,0.0
autocorrelations,ch,casual,subject1,t4,10.0,-6.126873510905154e-08,-8.944745023e-08,1.7373235381883217e-07,-2.814192555e-07,2.734927138e-07,0.0
autocorrelations,ch,casual,subject1,t4,12.0,-3.69404131570897e-08,-9.07054818e-08,2.1036468184834294e-07,-2.889075315e-07,2.926717393e-07,0.0
autocorrelations,ch,casual,subject1,t4,14.0,3.926826189214433e-08,8.280233975e-08,1.974960112198877e-07,-2.856578688e-07,2.780427281e-07,0.0
autocorrelations,ch,casual,subject1,t4,16.0,7.305559971492784e-08,1.029381344e-07,1.828070098973529e-07,-2.761582738e-07,3.020408555e-07,0.0
autocorrelations,ch,casual,subject1,t4,18.0,-2.526040776235051e-08,-6.43376186e-08,2.190738300728537e-07,-2.993744908e-07,2.731822851e-07,0.0
autocorrelations,ch,casual,subject1,t4,20.0,-1.1066161505454025e-07,-1.338844803e-07,1.4996509917134806e-07,-2.972106863e-07,1.904944791e-07,0.0
autocorrelations,ch,casual,subject2,t1,2.0,-2.8803430170979385e-08,-7.56812674e-08,2.329359399443275e-07,-3.044713406e-07,4.241287631e-07,0.0
autocorrelations,ch,casual,subject2,t1,4.0,-6.131249722247436e-09,3.656006301e-08,2.359909505769605e-07,-3.282718638e-07,2.909040366e-07,0.0
autocorrelations,ch,casual,subject2,t1,6.0,4.415735673751548e-08,6.496724038e-08,1.78535283296227e-07,-2.732314582e-07,2.768290005e-07,0.0
autocorrelations,ch,casual,subject2,t1,8.0,4.169783148470104e-08,9.090593295e-08,2.051609711897097e-07,-2.889817028e-07,2.896861684e-07,0.0
autocorrelations,ch,casual,subject2,t1,10.0,-1.635708042408247e-08,-6.730914478e-08,2.0129949576960945e-07,-2.674735072e-07,2.773050641e-07,0.0
autocorrelations,ch,casual,subject2,t1,12.0,-5.546591456563917e-08,-7.41033745e-08,1.6024910595455968e-07,-2.649709851e-07,2.318196784e-07,0.0
autocorrelations,ch,casual,subject2,t1,14.0,-2.8813693097422683e-08,-7.770729706e-08,1.8910392633481864e-07,-2.626652896e-07,2.492899111e-07,0.0
autocorrelations,ch,casual,subject2,t1,16.0,3.380637066287114e-08,6.789893933e-08,1.78578895130581e-07,-2.532658946e-07,2.544250312e-07,0.0
autocorrelations,ch,casual,subject2,t1,18.0,5.40533878914433e-08,7.209439152e-08,1.548471901275357e-07,-2.407994229e-07,2.513037119e-07,0.0
autocorrelations,ch,casual,subject2,t1,20.0,-1.1510134216597705e-08,-3.256823534e-08,1.7924669178665557e-07,-2.349142725e-07,2.284404683e-07,0.0
autocorrelations,ch,casual,subject2,t2,2.0,-1.7449358456958762e-07,-4.527412641e-07,1.3076415905534722e-06,-1.727060776e-06,2.241341087e-06,0.0
autocorrelations,ch,casual,subject2,t2,4.0,-8.580683586938144e-08,-1.812675842e-07,9.454786510611797e-07,-1.350003879e-06,1.203531677e-06,0.0
autocorrelations,ch,casual,subject2,t2,6.0,2.8934240348e-07,5.222223148e-07,1.1439632735464407e-06,-1.684395459e-06,1.689582519e-06,0.0
autocorrelations,ch,casual,subject2,t2,8.0,9.11571959856701e-08,2.235607352e-07,9.17179590826166e-07,-1.667320223e-06,1.245034841e-06,0.0
autocorrelations,ch,casual,subject2,t2,10.0,1.800590819848144e-07,3.253762681e-07,8.640586721171585e-07,-1.066292594e-06,1.308356642e-06,0.0
autocorrelations,ch,casual,subject2,t2,12.0,-2.140278555587629e-07,-4.190551923e-07,1.014869258673307e-06,-1.478526617e-06,1.300964703e-06,0.0
autocorrelations,ch,casual,subject2,t2,14.0,-2.639995161391751e-08,-1.032091273e-07,7.37410480907375e-07,-1.009058438e-06,1.197139254e-06,0.0
autocorrelations,ch,casual,subject2,t2,16.0,-3.1444496048020616e-07,-4.504471014e-07,9.176100080483172e-07,-1.478584924e-06,1.221314668e-06,0.0
autocorrelations,ch,casual,subject2,t2,18.0,1.2374533230886597e-07,2.611148821e-07,9.415115489347048e-07,-1.143467234e-06,1.353131162e-06,0.0
autocorrelations,ch,casual,subject2,t2,20.0,2.437943652994483e-07,3.561992217e-07,7.212374788550979e-07,-1.209642301e-06,1.138770967e-06,0.0
autocorrelations,ch,casual,subject2,t3,2.0,4.358882181858764e-08,4.648203067e-08,1.758272290547642e-07,-2.501097083e-07,4.07549281e-07,0.0
autocorrelations,ch,casual,subject2,t3,4.0,-1.9723429899432988e-08,-2.109828231e-08,1.6553445345188324e-07,-3.059930017e-07,2.451152889e-07,0.0
autocorrelations,ch,casual,subject2,t3,6.0,-2.9015892573453612e-08,-2.004854057e-08,1.620378167206627e-07,-3.142836345e-07,2.302340301e-07,0.0
autocorrelations,ch,casual,subject2,t3,8.0,-1.1355857580608248e-08,-1.373374327e-08,1.549283085573478e-07,-2.551682303e-07,2.399956862e-07,0.0
autocorrelations,ch,casual,subject2,t3,10.0,9.640088760505156e-09,1.027099433e-08,1.4763348561072356e-07,-2.148288467e-07,2.492888003e-07,0.0
autocorrelations,ch,casual,subject2,t3,12.0,1.2121587489051543e-08,1.800520913e-08,1.436737622563153e-07,-2.230889479e-07,2.415229155e-07,0.0
autocorrelations,ch,casual,subject2,t3,14.0,-1.0119497913814432e-08,-2.298485545e-08,1.3778200782992548e-07,-2.239982361e-07,1.993572893e-07,0.0
autocorrelations,ch,casual,subject2,t3,16.0,1.4906983737216494e-09,-1.232076571e-09,1.349825849413946e-07,-2.239924991e-07,2.287328243e-07,0.0
autocorrelations,ch,casual,subject2,t3,18.0,1.902166165518557e-08,2.889222454e-08,1.247699865324566e-07,-1.738432872e-07,2.16151102e-07,0.0
autocorrelations,ch,casual,subject2,t3,20.0,1.1067329578126436e-08,5.921514755e-09,1.2166947852752989e-07,-2.097495879e-07,2.161908229e-07,0.0
autocorrelations,ch,casual,subject2,t4,2.0,4.045400186216498e-09,-9.248653527e-09,3.644761291598666e-07,-6.189598959e-07,7.355818525e-07,0.0
autocorrelations,ch,casual,subject2,t4,4.0,-3.2571784181340204e-09,-4.853930359e-09,3.620507514547254e-07,-6.387922615e-07,6.051574981e-07,0.0
autocorrelations,ch,casual,subject2,t4,6.0,2.9185009062092785e-08,2.939308309e-08,3.553569605407416e-07,-6.092274037e-07,6.20176039e-07,0.0
autocorrelations,ch,casual,subject2,t4,8.0,-2.759875761134028e-09,1.419883538e-08,3.606305854284995e-07,-6.442859335e-07,6.157746984e-07,0.0
autocorrelations,ch,casual,subject2,t4,10.0,-2.809224836460824e-08,-1.826448168e-08,3.532555366298591e-07,-6.174082329e-07,6.109680752e-07,0.0
autocorrelations,ch,casual,subject2,t4,12.0,-3.121695436315464e-08,-4.00678365e-08,3.553776314205509e-07,-6.238969698e-07,6.111701144e-07,0.0
autocorrelations,ch,casual,subject2,t4,14.0,1.0861857890824737e-08,2.631779573e-08,3.609091073786877e-07,-6.237499706e-07,6.277049755e-07,0.0
autocorrelations,ch,casual,subject2,t4,16.0,4.7897750736567016e-08,5.492127367e-08,3.592911316918552e-07,-5.899638267e-07,6.439265088e-07,0.0
autocorrelations,ch,casual,subject2,t4,18.0,1.994338666206183e-09,-1.442703761e-08,3.6074604221629546e-07,-6.243145534e-07,6.139730547e-07,0.0
autocorrelations,ch,casual,subject2,t4,20.0,-3.913975993257472e-08,-3.240046131e-08,3.5112397555196537e-07,-6.242264354e-07,5.7048714e-07,0.0
autocorrelations,en,bus,subject1,t1,2.0,3.308519586441237e-08,3.329537e-08,1.954294238080913e-08,3.457020297e-09,7.323843117e-08,0.0
autocorrelations,en,bus,subject1,t1,4.0,-5.8206059957446394e-09,-7.761622308e-09,3.7056209765275563e-09,-9.63869337e-09,3.032194612e-09,0.0
autocorrelations,en,bus,subject1,t1,6.0,-1.2282683168237113e-08,-1.209825992e-08,1.3970917477472e-09,-1.484594282e-08,-9.768979346e-09,0.0
autocorrelations,en,bus,subject1,t1,8.0,-1.415488641969072e-08,-1.380320288e-08,7.87907174412319e-10,-1.567342176e-08,-1.279355331e-08,0.0
autocorrelations,en,bus,subject1,t1,10.0,-9.5203142955567e-09,-9.546909249e-09,1.096242658343278e-09,-1.253791169e-08,-7.319721152e-09,0.0
autocorrelations,en,bus,subject1,t1,12.0,-7.612761507824742e-09,-8.162884053e-09,1.681396144119455e-09,-9.277047363e-09,-2.12687675e-09,0.0
autocorrelations,en,bus,subject1,t1,14.0,8.907028586644948e-09,1.122567544e-08,5.190837074535752e-09,-2.092053436e-09,1.404077088e-08,0.0
autocorrelations,en,bus,subject1,t1,16.0,6.92365291784536e-09,6.756247373e-09,2.873749305387858e-09,2.996777881e-09,1.307286718e-08,0.0
autocorrelations,en,bus,subject1,t1,18.0,1.1132420961340209e-08,1.090477397e-08,2.3299383382861752e-09,7.832239786e-09,1.659688906e-08,0.0
autocorrelations,en,bus,subject1,t1,20.0,1.0608161510881609e-08,1.400484714e-08,6.638383441098365e-09,-4.445907505e-09,1.694095235e-08,0.0
autocorrelations,en,bus,subject1,t2,2.0,1.9216552330571448e-07,2.044454916e-07,1.258497911190782e-07,-9.227102166e-09,4.065659596e-07,0.0
autocorrelations,en,bus,subject1,t2,4.0,-6.407441400979382e-08,-7.242438976e-08,1.7899303971276386e-08,-7.865477088e-08,-1.051465761e-08,0.0
autocorrelations,en,bus,subject1,t2,6.0,-5.270725722061856e-08,-4.630480913e-08,1.6817368358783204e-08,-9.407638314e-08,-3.58530623e-08,0.0
