time_5,language,tone,participant,script,sensor,sound_intensity_max,sound_intensity_min,sound_intensity_mean,sound_intensity_median,sound_intensity_std,sound_intensity_missing
145,ch,bus,subject2,t3,sound_intensity,49.17342684245546,21.46128035678238,37.04764660720452,38.48127510567875,7.710043144093192,0.0
150,ch,bus,subject2,t3,sound_intensity,50.28445175134152,20.453229787866576,35.23130290699603,35.47159121327417,7.683503143521435,0.0
155,ch,bus,subject2,t3,sound_intensity,48.76593065967374,17.708520116421443,34.18582897303306,35.78868328666029,8.55681312497533,0.0
160,ch,bus,subject2,t3,sound_intensity,52.71950747049626,21.03803720955957,34.173297103807094,34.06028944963615,7.703099414939336,0.0
165,ch,bus,subject2,t3,sound_intensity,47.49527618618067,20.644579892269185,36.41014487685187,37.09354775834396,7.859253211810491,0.0
170,ch,bus,subject2,t3,sound_intensity,51.53555734203561,22.430380486862944,36.42187061907168,37.664128471124,7.646836221093736,0.0
175,ch,bus,subject2,t3,sound_intensity,48.49302685308548,22.227164711475837,34.16082120250225,34.881274962474585,6.462027868377224,0.0
180,ch,bus,subject2,t3,sound_intensity,48.36823962993776,18.19543935541869,29.98062887278494,28.34996684613763,7.797833969867349,0.0
0,ch,bus,subject2,t2,sound_intensity,52.9210537161741,19.084850188786497,34.16422959929521,33.32707185037192,10.148426956083213,0.0
5,ch,bus,subject2,t2,sound_intensity,51.04343688511416,21.39879086401237,35.772694533051414,35.46542663478131,8.347384926363578,0.0
10,ch,bus,subject2,t2,sound_intensity,55.23063281224036,22.355284469075485,38.38190258384316,38.433573784379554,7.6700661794106,0.0
15,ch,bus,subject2,t2,sound_intensity,53.89375204412581,20.043213737826427,38.239966618139775,39.34548947666147,8.311440841093194,0.0
20,ch,bus,subject2,t2,sound_intensity,54.1946007278607,18.97627091290441,35.64821127240436,35.52668216112193,9.829813682611592,0.0
25,ch,bus,subject2,t2,sound_intensity,52.61181951597865,18.325089127062363,36.25064310139836,35.9802407233419,8.632139531058055,0.0
30,ch,bus,subject2,t2,sound_intensity,49.13692020990908,21.5836249209525,36.83192924096607,37.54424789277258,7.8323023217277035,0.0
35,ch,bus,subject2,t2,sound_intensity,52.24610746978336,19.59041392321093,35.9392064831741,37.93999800984471,9.597428585753653,0.0
40,ch,bus,subject2,t2,sound_intensity,51.98860443081457,19.395192526186182,35.0998529322154,35.156089492344805,9.05975219571248,0.0
45,ch,bus,subject2,t2,sound_intensity,49.85534248378013,20.170333392987803,36.67671726886423,38.62608363964942,8.530986290327526,0.0
50,ch,bus,subject2,t2,sound_intensity,52.2238607364996,19.77723605288848,36.998067163432644,36.39087871083738,8.019207177956886,0.0
55,ch,bus,subject2,t2,sound_intensity,53.34624620454137,19.138138523837167,36.05625478067882,37.55951041004132,8.720848235981164,0.0
60,ch,bus,subject2,t2,sound_intensity,50.35621825975923,20.644579892269185,36.38489064906111,35.89279221235967,8.089024576403697,0.0
65,ch,bus,subject2,t2,sound_intensity,54.68130128866293,15.185139398778876,33.291691603198316,33.376588910261425,9.1773062953406,0.0
70,ch,bus,subject2,t2,sound_intensity,52.33097687864703,18.97627091290441,34.70844698821061,34.74070503215044,9.64408812051669,0.0
75,ch,bus,subject2,t2,sound_intensity,51.34183484835111,17.16003343634799,36.62238716129933,38.01129187579704,9.266240485354995,0.0
80,ch,bus,subject2,t2,sound_intensity,53.41523550767957,16.989700043360187,36.560948912171774,37.18667735316211,9.24277740219969,0.0
85,ch,bus,subject2,t2,sound_intensity,51.63420800361941,23.856062735983123,37.58771261527969,38.33975371279906,8.285935631541916,0.0
90,ch,bus,subject2,t2,sound_intensity,49.89796758657381,19.68482948553935,36.12665091821719,37.99271608349873,9.458501347822262,0.0
95,ch,bus,subject2,t2,sound_intensity,50.42547949812416,18.573324964312683,36.640037720341674,36.656747809938935,8.360015268804853,0.0
100,ch,bus,subject2,t2,sound_intensity,51.02800608390914,19.59041392321093,37.420776968576305,38.36197480778925,9.059322211444906,0.0
105,ch,bus,subject2,t2,sound_intensity,50.08855563996213,25.877109650189112,37.46648709854214,39.37818684698356,6.434536334233833,0.0
110,ch,bus,subject2,t2,sound_intensity,50.83986094471964,20.60697840353612,37.01353956604497,36.05412798153051,8.293464682834014,0.0
115,ch,bus,subject2,t2,sound_intensity,52.20748592290548,19.138138523837167,35.07008436452793,36.0788374435699,10.254962735817095,0.0
120,ch,bus,subject2,t2,sound_intensity,51.85031920432769,21.95899652409233,36.64878174428865,35.70426178358973,9.026203377029251,0.0
125,ch,bus,subject2,t2,sound_intensity,54.54687876089932,21.303337684950066,39.14273691055779,41.29915357504422,8.349707069497489,0.0
130,ch,bus,subject2,t2,sound_intensity,52.627476376981846,20.863598306747484,38.73837875975653,42.19112780306168,8.76176067270125,0.0
135,ch,bus,subject2,t2,sound_intensity,49.895877376594406,21.73186268412274,34.98858414185905,35.14946005308004,8.410767633704078,0.0
140,ch,bus,subject2,t2,sound_intensity,55.85466369659953,20.718820073061256,36.60768427153608,36.31240780235509,9.904450778418072,0.0
145,ch,bus,subject2,t2,sound_intensity,50.838106733014754,21.903316981702915,36.91827625197739,38.25555932290357,8.111237462529504,0.0
150,ch,bus,subject2,t2,sound_intensity,52.917417040187686,22.764618041732444,37.87095014733278,38.905327919277454,8.328241517991012,0.0
155,ch,bus,subject2,t2,sound_intensity,51.57592747203928,18.06179973983887,35.975790796324105,36.06381365110605,9.284111865370992,0.0
160,ch,bus,subject2,t2,sound_intensity,51.41205119884428,19.294189257142925,35.01850029754835,34.97620649781288,9.304660027028785,0.0
165,ch,bus,subject2,t2,sound_intensity,51.46884290087691,18.388490907372557,37.776848643995955,39.89583289311005,8.233522515872009,0.0
170,ch,bus,subject2,t2,sound_intensity,50.43421228022157,19.68482948553935,36.84544451877452,36.588695922019625,8.269714206836314,0.0
175,ch,bus,subject2,t2,sound_intensity,51.32025824973512,22.32996110392154,37.158188245274296,37.29812507160936,8.325437780411045,0.0
180,ch,bus,subject2,t2,sound_intensity,42.455620166559626,18.19543935541869,24.159363601464683,22.478623389989902,6.771853491805165,0.0
0,ch,casual,subject2,t4,sound_intensity,53.07718476633863,20.96910013008056,34.852968039964935,35.78069597348836,8.365935665165747,0.0
5,ch,casual,subject2,t4,sound_intensity,50.451077344964624,24.563660331290432,37.98159568910141,39.61942883141387,7.116107682084932,0.0
10,ch,casual,subject2,t4,sound_intensity,51.64165414296824,23.856062735983123,37.81372974091832,38.77140889784821,7.598383381137206,0.0
15,ch,casual,subject2,t4,sound_intensity,49.2253862448558,22.92256071356476,35.677514437536416,36.20448384711709,7.328649200638184,0.0
20,ch,casual,subject2,t4,sound_intensity,47.091087670970666,22.71841606536499,37.308030294704025,38.74945436085532,6.682338113342841,0.0
25,ch,casual,subject2,t4,sound_intensity,49.48735632322837,22.479732663618066,37.97150817802899,39.02492421158604,6.828922289620379,0.0
30,ch,casual,subject2,t4,sound_intensity,51.780700224443066,23.80211241711606,38.84246003393953,39.59851954799605,6.522127576423558,0.0
35,ch,casual,subject2,t4,sound_intensity,51.98431635107325,19.242792860618817,37.18110289186951,37.82615932031604,7.523187849932832,0.0
40,ch,casual,subject2,t4,sound_intensity,45.15463188373269,23.117538610557546,35.78738631369959,36.66330744301968,5.7892092471065375,0.0
