time_5,language,tone,participant,script,sensor,sound_intensity_max,sound_intensity_min,sound_intensity_mean,sound_intensity_median,sound_intensity_std,sound_intensity_missing
160,en,bus,subject2,t3,sound_intensity,49.34230722137856,18.86490725172482,36.51333900243518,39.942291408176985,8.914818411623465,0.0
165,en,bus,subject2,t3,sound_intensity,52.79995277915758,18.63322860120456,34.08538670990742,33.36259552014193,8.562634506376376,0.0
170,en,bus,subject2,t3,sound_intensity,56.3062006120026,22.20108088040055,37.35965865173937,37.34239604435455,8.722662138254302,0.0
175,en,bus,subject2,t3,sound_intensity,51.464443350199936,19.59041392321093,36.32957790550895,35.67849450573107,8.392512419898058,0.0
180,en,bus,subject2,t3,sound_intensity,50.59006467304422,21.95899652409233,35.76956687091668,35.1215053692203,7.80696558633694,0.0
185,en,bus,subject2,t3,sound_intensity,50.88128998120516,18.19543935541869,35.0693517049838,33.29804522164069,10.19670993637249,0.0
190,en,bus,subject2,t3,sound_intensity,51.51467915557517,19.294189257142925,36.54194563195277,37.26808682524964,9.750232571437977,0.0
195,en,bus,subject2,t3,sound_intensity,49.99113134346072,19.49390006644913,37.22905357562584,41.28851423346784,8.890564875180823,0.0
200,en,bus,subject2,t3,sound_intensity,48.76743065391399,20.293837776852097,33.377640500705944,31.931245983544617,8.506389330121358,0.0
205,en,bus,subject2,t3,sound_intensity,51.008115092188085,18.573324964312683,38.40253783096839,41.31650738089541,8.575383232756545,0.0
210,en,bus,subject2,t3,sound_intensity,50.8941758067176,18.19543935541869,38.05179701626007,40.468072135537405,9.063506575935813,0.0
215,en,bus,subject2,t3,sound_intensity,51.26696239798052,22.25309281725863,37.27560404748397,37.88380515319564,8.669898239252175,0.0
220,en,bus,subject2,t3,sound_intensity,52.75845542163778,19.912260756924947,36.25816162377139,36.79609571779756,9.16725457176582,0.0
225,en,bus,subject2,t3,sound_intensity,51.68762575622357,21.903316981702915,35.68378534437715,36.74769314015426,8.484565935320214,0.0
230,en,bus,subject2,t3,sound_intensity,48.63667779005753,17.403626894942438,36.70981210975071,38.08683509128969,8.4257155774843,0.0
235,en,bus,subject2,t3,sound_intensity,50.769133845918034,17.634279935629372,33.23038653084875,32.530817754215505,8.623854819704997,0.0
0,en,bus,subject2,t2,sound_intensity,53.89261795866194,21.00370545117563,33.89973312440252,32.36285277448029,9.5039428466076,0.0
5,en,bus,subject2,t2,sound_intensity,47.94090516694468,20.60697840353612,35.03913169719494,33.57934847000454,8.452145652775966,0.0
10,en,bus,subject2,t2,sound_intensity,48.00806401821652,21.367205671564065,34.6540860491931,33.74014740291911,8.17613614402143,0.0
15,en,bus,subject2,t2,sound_intensity,47.21695227537098,21.17271295655765,33.47190876897281,33.25310371711061,7.745530101206199,0.0
20,en,bus,subject2,t2,sound_intensity,49.90294446128439,20.293837776852097,34.558485458197886,35.23616419054371,7.866431559750645,0.0
25,en,bus,subject2,t2,sound_intensity,47.24497057623932,17.481880270062003,32.68284140885483,32.16429830876251,8.75411330781386,0.0
30,en,bus,subject2,t2,sound_intensity,46.90125169018167,18.750612633917,33.213358437625885,32.15901813204032,8.246157326960436,0.0
35,en,bus,subject2,t2,sound_intensity,47.84873942585328,19.86771734266245,33.60851086137709,33.69030221809153,8.093503739320221,0.0
40,en,bus,subject2,t2,sound_intensity,46.67191363468173,21.613680022349747,33.854405175462716,33.90581878550435,7.35995173643059,0.0
45,en,bus,subject2,t2,sound_intensity,49.14237347767741,18.97627091290441,33.054413771492946,32.789821168654434,8.31964147694571,0.0
50,en,bus,subject2,t2,sound_intensity,47.35167584450715,18.388490907372557,33.730218610346114,34.26836453803508,7.7407755313803674,0.0
55,en,bus,subject2,t2,sound_intensity,47.727909606658216,17.558748556724915,30.90731130176107,29.99568751934272,9.45230665585795,0.0
60,en,bus,subject2,t2,sound_intensity,44.50772410377385,17.781512503836435,33.51165548011884,34.008832155483624,7.936589025899974,0.0
65,en,bus,subject2,t2,sound_intensity,47.56240423439786,19.77723605288848,35.701705099368105,38.662873390841945,7.8953746054924006,0.0
70,en,bus,subject2,t2,sound_intensity,46.59193358577049,21.875207208364632,35.10537794924349,34.7911704778059,6.387467189753244,0.0
75,en,bus,subject2,t2,sound_intensity,46.34739178561254,15.7978359661681,33.34820574637833,34.31035113888329,8.594458480855387,0.0
80,en,bus,subject2,t2,sound_intensity,45.483525598943366,16.901960800285135,31.87886151337566,32.49931756634195,8.821492418205125,0.0
85,en,bus,subject2,t2,sound_intensity,46.18131808061986,17.323937598229687,32.832438830786685,33.159703454569176,8.238762462749994,0.0
90,en,bus,subject2,t2,sound_intensity,47.19844843105403,17.558748556724915,34.35362381400994,36.406801532776655,8.56548433373125,0.0
95,en,bus,subject2,t2,sound_intensity,47.50932454119066,18.19543935541869,33.39960460977637,34.13299764081252,8.633878368556047,0.0
100,en,bus,subject2,t2,sound_intensity,46.32183873943583,18.45098040014257,32.003735579288765,32.588766293721314,9.056358357385582,0.0
105,en,bus,subject2,t2,sound_intensity,50.810663299525054,20.41392685158225,34.17126697130977,32.28400358703005,8.4209659821172,0.0
110,en,bus,subject2,t2,sound_intensity,49.41024193064269,18.920946026904804,34.38442656749312,35.18513939877887,8.233042702033602,0.0
115,en,bus,subject2,t2,sound_intensity,46.657779265784896,21.303337684950066,35.72036577476239,36.71728088239559,6.314550097968889,0.0
120,en,bus,subject2,t2,sound_intensity,47.33951206997193,19.73127853599699,31.47340745636641,30.199466816788423,8.143332382911805,0.0
125,en,bus,subject2,t2,sound_intensity,47.66895954017541,17.993405494535818,34.30149490438969,35.690225860295634,9.092145852784908,0.0
130,en,bus,subject2,t2,sound_intensity,49.024380561986646,19.49390006644913,34.66096475573612,35.56784782307025,8.804594577310802,0.0
135,en,bus,subject2,t2,sound_intensity,50.1040597262518,17.075701760979364,36.064482153945065,40.488688957399305,9.891013732197493,0.0
140,en,bus,subject2,t2,sound_intensity,46.05067897568564,16.62757831681574,34.32583994906675,35.38070787043172,8.71022685785449,0.0
145,en,bus,subject2,t2,sound_intensity,46.637480263583946,16.532125137753436,32.25501203733711,33.178544893314694,8.2496765806931,0.0
150,en,bus,subject2,t2,sound_intensity,45.44365744223857,20.492180226701816,34.2124126637442,33.392526340326995,7.782443107607113,0.0
155,en,bus,subject2,t2,sound_intensity,47.70609033211284,18.45098040014257,33.36276369262079,34.394905903896834,8.933503855482329,0.0
160,en,bus,subject2,t2,sound_intensity,47.52517079194831,16.232492903979004,34.779552876212335,36.80154141734373,8.699019267029847,0.0
165,en,bus,subject2,t2,sound_intensity,47.92230550364408,18.69231719730976,31.19911107119764,31.18925752825777,8.983203374518054,0.0
170,en,bus,subject2,t2,sound_intensity,46.17388305361493,19.084850188786497,33.857167968253584,34.44825199509748,7.591617656360618,0.0
175,en,bus,subject2,t2,sound_intensity,46.32386422501182,18.573324964312683,36.1209159012586,39.99913132416572,7.789931711502363,0.0
180,en,bus,subject2,t2,sound_intensity,47.984089198895255,19.68482948553935,33.430326939651465,34.21110129793434,7.982909403907922,0.0
185,en,bus,subject2,t2,sound_intensity,45.33835584236057,19.49390006644913,33.51450097573618,32.337573629655104,7.653767960277836,0.0
190,en,bus,subject2,t2,sound_intensity,45.05136406405284,17.16003343634799,32.22092998883194,33.67355921026019,7.514971523277039,0.0
195,en,bus,subject2,t2,sound_intensity,48.21847472659522,18.69231719730976,33.28796302759246,33.9950066131461,7.655896380822587,0.0
200,en,bus,subject2,t2,sound_intensity,48.413532125642085,15.910646070264994,32.78736433220575,33.224260524059524,8.512406972645934,0.0
205,en,bus,subject2,t2,sound_intensity,45.218308323360425,19.084850188786497,34.03484516899502,35.174598265402324,7.151645848050205,0.0
210,en,bus,subject2,t2,sound_intensity,46.53038761229756,18.86490725172482,31.768509505049394,32.027606873932,7.2480014829588635,0.0
215,en,bus,subject2,t2,sound_intensity,46.08419051317285,16.434526764861875,31.938764529344528,31.571544399062816,9.237697930448071,0.0
220,en,bus,subject2,t2,sound_intensity,49.37161684681271,14.62397997898956,33.073373528084666,33.04705898212765,7.625150824834311,0.0
225,en,bus,subject2,t2,sound_intensity,47.466030656007504,16.434526764861875,30.609036155619243,29.73589623427257,8.534053103937955,0.0
230,en,bus,subject2,t2,sound_intensity,46.05703595118828,15.563025007672874,33.391605230619824,35.26210003841664,8.925137282223952,0.0
235,en,bus,subject2,t2,sound_intensity,46.68795786678891,20.5307844348342,33.39769210000422,32.16957207361097,8.199365017981817,0.0
240,en,bus,subject2,t2,sound_intensity,48.568496787251725,19.084850188786497,33.19910805383566,33.14499227973152,9.374147693163476,0.0
245,en,bus,subject2,t2,sound_intensity,44.9533615931354,18.388490907372557,34.09815849620601,34.83301952358167,7.031303238505566,0.0
250,en,bus,subject2,t2,sound_intensity,45.52935766136109,16.720978579357176,32.084269791402455,30.93771781498729,7.481922319939942,0.0
255,en,bus,subject2,t2,sound_intensity,44.781478706432736,19.73127853599699,30.587409498522934,30.90610707828407,8.335112036469779,0.0
0,en,bus,subject2,t4,sound_intensity,50.87802706232963,18.63322860120456,33.721791203925385,31.385161082231534,10.828339145592128,0.0
5,en,bus,subject2,t4,sound_intensity,51.1491441736008,17.403626894942438,30.39594995134736,25.06505032404872,10.642077857341867,0.0
10,en,bus,subject2,t4,sound_intensity,48.72057160685515,20.89905111439398,35.75352091474986,35.77491799837225,8.163621664729218,0.0
15,en,bus,subject2,t4,sound_intensity,51.35161285233816,21.5836249209525,35.92192452036662,35.368108659915414,7.846758018573613,0.0
20,en,bus,subject2,t4,sound_intensity,52.22898472609422,21.64352855784437,34.79029709271697,32.25567713439471,8.615066404915007,0.0
25,en,bus,subject2,t4,sound_intensity,50.16163880586152,19.138138523837167,36.24703006371595,35.99773939146388,8.939782254479393,0.0
30,en,bus,subject2,t4,sound_intensity,45.566883688352334,20.718820073061256,34.33026663096952,33.66422957225973,7.052111546732833,0.0
35,en,bus,subject2,t4,sound_intensity,48.44408826457672,18.750612633917,36.438124983591955,39.53566414257007,8.29336810731278,0.0
40,en,bus,subject2,t4,sound_intensity,52.123208031419765,18.63322860120456,32.95995291927666,31.53509989300837,9.030737029651467,0.0
45,en,bus,subject2,t4,sound_intensity,46.73371152066327,20.21189299069938,35.28163175475549,36.57438322702963,8.387369123937289,0.0
50,en,bus,subject2,t4,sound_intensity,49.71906416914163,21.67317334748176,33.61212914163779,32.22976449893392,7.851814771570961,0.0
55,en,bus,subject2,t4,sound_intensity,48.86981144532203,21.931245983544617,37.35646924418672,40.8543329741699,8.206038340844184,0.0
60,en,bus,subject2,t4,sound_intensity,48.01945382567944,22.09515014542631,38.21328150771917,41.392807327185245,7.78256812162187,0.0
65,en,bus,subject2,t4,sound_intensity,47.07152712193672,20.0,34.007514776986454,33.51216345339342,7.72949977191066,0.0
70,en,bus,subject2,t4,sound_intensity,50.814697284619385,20.21189299069938,32.51780533589458,30.23663918197793,8.795343182131848,0.0
75,en,bus,subject2,t4,sound_intensity,49.2670763555723,19.294189257142925,33.829128320195984,32.98634783124435,8.537224921558037,0.0
80,en,bus,subject2,t4,sound_intensity,48.29940271419533,16.901960800285135,35.91184902170327,37.02947246181556,8.431616052298088,0.0
85,en,bus,subject2,t4,sound_intensity,50.00702987794189,20.170333392987803,35.33936476642562,35.051499783199056,8.879425120185228,0.0
90,en,bus,subject2,t4,sound_intensity,49.1711672867347,18.97627091290441,33.04092096559957,31.445742076096167,8.727804617258105,0.0
95,en,bus,subject2,t4,sound_intensity,50.01361548159507,16.720978579357176,34.62063866838664,35.25044807036845,8.993273671617422,0.0
100,en,bus,subject2,t4,sound_intensity,46.32568635470016,20.41392685158225,32.37941901944963,30.038911662369102,8.398630124299752,0.0
105,en,bus,subject2,t4,sound_intensity,46.00428325732131,19.444826721501688,32.97234099379975,32.07365037469072,7.569069659262969,0.0
110,en,bus,subject2,t4,sound_intensity,49.36744902547847,18.388490907372557,33.464984020272,33.39053735709139,8.846098729724051,0.0
115,en,bus,subject2,t4,sound_intensity,48.15219008426202,19.822712330395685,34.23473402435072,35.649026725292046,8.065171886868042,0.0
120,en,bus,subject2,t4,sound_intensity,44.45495226828909,17.781512503836435,32.768934611558,32.12720154417842,7.681064513118353,0.0
125,en,bus,subject2,t4,sound_intensity,47.26131988995189,17.24275869600789,32.88200006528607,32.88696260590256,9.533911920502302,0.0
130,en,bus,subject2,t4,sound_intensity,44.79416937274596,20.569048513364727,34.37971727496016,34.31363764158987,8.01423177598887,0.0
135,en,bus,subject2,t4,sound_intensity,47.44332106989367,20.718820073061256,35.03471593740108,33.510228525841235,8.058672829722699,0.0
140,en,bus,subject2,t4,sound_intensity,52.35763205462942,21.67317334748176,36.916972027314586,36.08312042697328,8.667931312628204,0.0
145,en,bus,subject2,t4,sound_intensity,46.79009755085636,21.613680022349747,32.78356744463835,33.51603072419129,7.831525829508927,0.0
150,en,bus,subject2,t4,sound_intensity,46.1240235746753,19.444826721501688,33.377424418231335,32.56236533205923,8.585263555442495,0.0
155,en,bus,subject2,t4,sound_intensity,48.40501298290966,21.33538908370217,34.65259585409026,34.96652939250918,7.439715367019206,0.0
160,en,bus,subject2,t4,sound_intensity,47.91430976964509,21.73186268412274,34.05827326162366,33.43802333161655,7.716201174441572,0.0
165,en,bus,subject2,t4,sound_intensity,47.539199468404746,24.014005407815443,35.58399029249715,33.226327116922235,6.9139616586261585,0.0
170,en,bus,subject2,t4,sound_intensity,48.44657317778533,21.95899652409233,35.216074771858594,36.38089721984506,7.30485582466952,0.0
175,en,bus,subject2,t4,sound_intensity,47.01749263004912,17.853298350107668,34.47396764303614,35.829719291048065,8.876900832384331,0.0
180,en,bus,subject2,t4,sound_intensity,49.16322324217382,22.380461031287957,33.724531231112046,32.920344359947364,7.954463161384252,0.0
185,en,bus,subject2,t4,sound_intensity,48.62650075207894,21.367205671564065,36.92560515010909,36.886867242841234,7.349886288085776,0.0
190,en,bus,subject2,t4,sound_intensity,48.140410569198906,18.920946026904804,32.295090765536486,31.082266563749283,8.050245527604783,0.0
195,en,bus,subject2,t4,sound_intensity,49.31823866341279,21.33538908370217,35.967542460375746,35.6062387454993,7.724791740916329,0.0
200,en,bus,subject2,t4,sound_intensity,49.84860219827674,19.9563519459755,34.92617391102278,32.67875419318897,8.47413615726007,0.0
205,en,bus,subject2,t4,sound_intensity,47.20638830572084,23.010299956639813,36.99678107471025,39.03740940621538,7.55054108928939,0.0
210,en,bus,subject2,t4,sound_intensity,49.44754021413544,20.41392685158225,35.882489083379284,36.866362692622936,8.13059363380011,0.0
215,en,bus,subject2,t4,sound_intensity,50.51461244324184,20.718820073061256,33.562210212243336,33.37858429041094,8.489127955289712,0.0
220,en,bus,subject2,t4,sound_intensity,46.20136054973757,19.86771734266245,34.824945500604954,35.47528576459782,7.390265614394394,0.0
225,en,bus,subject2,t4,sound_intensity,47.9927850295274,19.68482948553935,33.195627974681976,31.86956335465412,8.306244145367303,0.0
230,en,bus,subject2,t4,sound_intensity,49.41794575846803,19.242792860618817,27.431166403408742,24.15742919624329,7.137582241861802,0.0
0,en,casual,subject2,t2,sound_intensity,52.369199974375896,17.781512503836435,35.244058742572975,35.17592451607938,10.952810203379718,0.0
5,en,casual,subject2,t2,sound_intensity,50.0774351182574,24.60897842756548,37.418362564219855,39.40466677663529,7.603757176898264,0.0
10,en,casual,subject2,t2,sound_intensity,53.182366005971474,20.3342375548695,35.46436434837785,34.49324093098727,8.995321768344246,0.0
15,en,casual,subject2,t2,sound_intensity,48.55488869083046,21.986570869544227,37.8382142683905,40.68556895072363,7.247008089635057,0.0
20,en,casual,subject2,t2,sound_intensity,50.48519487922654,23.856062735983123,37.01461064073685,37.54883228252167,7.945344754419471,0.0
25,en,casual,subject2,t2,sound_intensity,54.496249392069785,21.46128035678238,37.503337137822285,37.14999967412042,8.618722680306593,0.0
30,en,casual,subject2,t2,sound_intensity,54.31614617397906,17.558748556724915,37.08192699928804,38.8309335857569,9.822895268980083,0.0
35,en,casual,subject2,t2,sound_intensity,58.40343259910469,19.444826721501688,38.72498246942549,38.53150436447842,10.308621719330898,0.0
40,en,casual,subject2,t2,sound_intensity,60.49525022377419,21.03803720955957,44.48687232730615,47.178202339059695,9.771897693705911,0.0
45,en,casual,subject2,t2,sound_intensity,56.29409599102719,18.45098040014257,37.62542738348307,38.56608068436936,10.857867275229477,0.0
50,en,casual,subject2,t2,sound_intensity,52.34519814358936,18.750612633917,38.51783340363964,40.69446083880312,9.541381789639091,0.0
55,en,casual,subject2,t2,sound_intensity,52.954791326780175,23.15970345456918,39.173981882395104,40.9847066565063,9.297953489612905,0.0
60,en,casual,subject2,t2,sound_intensity,53.38069839290279,21.613680022349747,37.84489435017349,36.82866795662325,8.34029136088932,0.0
65,en,casual,subject2,t2,sound_intensity,54.57830444165715,18.260748027008265,33.6631584122414,31.613680022349747,10.018119471656059,0.0
70,en,casual,subject2,t2,sound_intensity,51.731920978292834,21.072099696478684,34.49207462982432,32.75311354541812,8.675275370542934,0.0
75,en,casual,subject2,t2,sound_intensity,49.44102498128103,20.681858617461614,36.89996174758027,36.61055084853379,7.712312842002454,0.0
80,en,casual,subject2,t2,sound_intensity,49.46103313682233,19.54242509439325,38.09701495796706,40.77440584471324,7.170293044962082,0.0
85,en,casual,subject2,t2,sound_intensity,57.50076199567835,20.89905111439398,36.95990357101928,38.91258616904139,8.469816178026068,0.0
90,en,casual,subject2,t2,sound_intensity,57.500962753013305,21.367205671564065,39.516152579174744,40.23622789879007,10.477985781144772,0.0
95,en,casual,subject2,t2,sound_intensity,52.025918379101206,20.12837224705172,36.59777619730074,35.622928644564745,9.469675962857217,0.0
100,en,casual,subject2,t2,sound_intensity,47.216787410805374,21.760912590556813,36.20809940617793,38.07670301230483,7.036317545733576,0.0
105,en,casual,subject2,t2,sound_intensity,51.99340974323806,21.46128035678238,37.606229460613335,39.940970895882096,7.177685216746492,0.0
110,en,casual,subject2,t2,sound_intensity,48.32560003169433,19.242792860618817,33.97851766803771,32.4551266781415,7.251662143430422,0.0
115,en,casual,subject2,t2,sound_intensity,51.88666985070068,25.289167002776548,41.386074245169254,43.72046232079206,6.7058808558397835,0.0
120,en,casual,subject2,t2,sound_intensity,49.19271650391413,20.453229787866576,34.27302938623132,31.981069988734014,7.477494664781217,0.0
125,en,casual,subject2,t2,sound_intensity,50.09463643981899,19.54242509439325,34.402334515053816,33.324384599156055,9.100155085219159,0.0
130,en,casual,subject2,t2,sound_intensity,52.07518575991891,24.578818967339924,37.9742835136965,39.56360553673322,7.057311255514512,0.0
135,en,casual,subject2,t2,sound_intensity,51.75326227341969,19.822712330395685,33.470930574072256,31.49834696715785,8.901768900666626,0.0
140,en,casual,subject2,t2,sound_intensity,51.57269349426669,23.61727836017593,36.31939389275258,36.001012556913906,7.465684592852912,0.0
145,en,casual,subject2,t2,sound_intensity,51.83577300753774,22.96665190261531,36.331060267536024,37.57016234731301,6.638336263714449,0.0
150,en,casual,subject2,t2,sound_intensity,52.49467414272289,21.367205671564065,35.126388921979334,33.48888723071438,8.176915130532699,0.0
155,en,casual,subject2,t2,sound_intensity,51.7169428250007,22.671717284030137,33.99137050931932,31.66726055580052,8.061803768436365,0.0
160,en,casual,subject2,t2,sound_intensity,34.04833716619938,19.637878273455552,26.025393848378794,25.658478186735177,2.8964422793291624,0.0
0,en,casual,subject2,t3,sound_intensity,55.8386501243163,17.993405494535818,38.03635030997719,40.26921103327844,10.805749473375483,0.0
5,en,casual,subject2,t3,sound_intensity,51.52297519521669,19.59041392321093,37.417237577059694,39.47041405255221,9.208935748652458,0.0
10,en,casual,subject2,t3,sound_intensity,51.69159910621572,21.43014800254095,39.17232118145705,40.95413464448447,8.913963467729257,0.0
15,en,casual,subject2,t3,sound_intensity,47.2296280894249,23.483048630481605,35.061631231566544,33.81836799998344,7.410613267603087,0.0
20,en,casual,subject2,t3,sound_intensity,52.61022452985421,26.748611407378117,37.136617823185524,35.86024382386976,6.070720635309047,0.0
25,en,casual,subject2,t3,sound_intensity,48.76673841325597,24.18301291319746,36.610425758619904,37.50431248660202,7.441213045653529,0.0
30,en,casual,subject2,t3,sound_intensity,52.315817177224034,22.62451089730429,35.93280255698153,37.15919817433579,8.659513975537072,0.0
35,en,casual,subject2,t3,sound_intensity,48.68009281278586,20.253058652647702,35.85718444265775,38.22298871262366,7.919290813667701,0.0
40,en,casual,subject2,t3,sound_intensity,51.4870751439305,20.12837224705172,34.89568164005745,34.07560849486363,8.608302824330766,0.0
45,en,casual,subject2,t3,sound_intensity,50.31824379743782,20.718820073061256,36.889896643790806,38.33338388939397,7.568416966224158,0.0
50,en,casual,subject2,t3,sound_intensity,49.1410504981628,21.73186268412274,35.36799770937274,35.56784782307025,8.076320045984987,0.0
55,en,casual,subject2,t3,sound_intensity,46.76400933693039,22.013971243204512,34.89584639175621,34.36321700139733,7.120808533400266,0.0
60,en,casual,subject2,t3,sound_intensity,53.738880678926655,21.875207208364632,36.11160486264603,35.61459171241916,8.91800937982737,0.0
65,en,casual,subject2,t3,sound_intensity,51.27684550871941,21.70261715394957,37.62120049162532,39.77128900580682,7.999202148286125,0.0
70,en,casual,subject2,t3,sound_intensity,48.46887364662887,21.5836249209525,34.50663187581574,33.619166186686435,7.685099594833089,0.0
75,en,casual,subject2,t3,sound_intensity,51.172580345530925,19.54242509439325,35.09952210571595,36.878855248487056,8.817888982182158,0.0
80,en,casual,subject2,t3,sound_intensity,51.13532248397966,27.551122663950714,39.33465273348374,38.89637800406668,7.308052090637577,0.0
85,en,casual,subject2,t3,sound_intensity,50.26908973010941,21.95899652409233,37.29105567734384,36.95306522431802,7.99048381755363,0.0
90,en,casual,subject2,t3,sound_intensity,49.38489703782983,23.424226808222063,36.83926521247888,37.20985744153739,7.456776033256863,0.0
95,en,casual,subject2,t3,sound_intensity,50.428825205787376,22.50420002308894,34.41818909575957,32.07095540419218,7.717060219429514,0.0
100,en,casual,subject2,t3,sound_intensity,48.97264111343449,24.8572142648158,38.568977186649896,39.41660478388392,6.6606657101171916,0.0
105,en,casual,subject2,t3,sound_intensity,52.24517524064002,18.63322860120456,34.40487270968898,32.89811839117621,10.149788332082524,0.0
110,en,casual,subject2,t3,sound_intensity,53.8668441517457,21.105897102992486,39.48707174748826,41.64798819693456,8.981262061149623,0.0
115,en,casual,subject2,t3,sound_intensity,49.70314326173349,20.253058652647702,35.38038619563966,33.58886204405869,7.974816822095384,0.0
120,en,casual,subject2,t3,sound_intensity,51.25214426082161,23.72912002970107,36.04349327553744,33.68844506825822,6.8051193159574215,0.0
125,en,casual,subject2,t3,sound_intensity,50.36892266184283,19.444826721501688,35.20146997973418,35.44316141747427,8.392250567415369,0.0
130,en,casual,subject2,t3,sound_intensity,50.98944686212758,19.822712330395685,35.90596567419036,34.122925093230464,8.046701824633157,0.0
135,en,casual,subject2,t3,sound_intensity,52.61980942952584,20.12837224705172,35.06885899313823,32.895889525425964,8.964265377808331,0.0
140,en,casual,subject2,t3,sound_intensity,48.537955217658045,24.265112613645755,36.51618125721732,37.63353108748216,6.192672251444065,0.0
145,en,casual,subject2,t3,sound_intensity,46.77059177392161,20.170333392987803,36.10634297780543,37.096091210726485,7.499477954247465,0.0
150,en,casual,subject2,t3,sound_intensity,56.52737425379455,20.492180226701816,36.733798702206165,35.82517883604063,10.075508068999639,0.0
155,en,casual,subject2,t3,sound_intensity,53.89485040708146,22.4551266781415,36.81944598396338,36.8841982200271,9.0624217950992,0.0
160,en,casual,subject2,t3,sound_intensity,51.12128893307023,24.60897842756548,36.3455651292531,36.07240503831743,7.009109627379833,0.0
165,en,casual,subject2,t3,sound_intensity,49.3062306071968,19.86771734266245,34.09631807327424,34.274861090957856,7.2883654816073,0.0
170,en,casual,subject2,t3,sound_intensity,49.3644336498581,22.85557309007774,37.046775162812246,35.97585501752205,7.255021404405651,0.0
175,en,casual,subject2,t3,sound_intensity,48.642083933806674,17.558748556724915,34.986555408022845,35.2865964523499,8.23550663953941,0.0
180,en,casual,subject2,t3,sound_intensity,54.55338303830879,21.27104798364808,37.42622369657961,38.44601419626346,8.588421576132912,0.0
185,en,casual,subject2,t3,sound_intensity,49.15610862661468,22.068258760318496,36.36048154289392,37.32795698289329,7.321846175119473,0.0
190,en,casual,subject2,t3,sound_intensity,51.464660333928194,18.325089127062363,36.46414479359052,38.2020145948564,7.890322348447112,0.0
195,en,casual,subject2,t3,sound_intensity,52.87924837204528,20.37426497940624,37.62992172888521,37.12228669619535,8.57383645924908,0.0
200,en,casual,subject2,t3,sound_intensity,49.112535159490704,24.23245873936808,35.84998152531621,36.0422605308447,6.869081022259136,0.0
205,en,casual,subject2,t3,sound_intensity,52.15296443573365,21.43014800254095,34.42585804405695,32.70678836144707,8.521782570864346,0.0
210,en,casual,subject2,t3,sound_intensity,53.10504262846038,23.483048630481605,38.41970529990419,39.84347257585864,8.34079248232014,0.0
215,en,casual,subject2,t3,sound_intensity,52.97281100536658,22.55272505103306,37.07567593182411,37.3029766209715,7.900626707254287,0.0
220,en,casual,subject2,t3,sound_intensity,48.98769047503566,23.010299956639813,36.23207025743501,35.33517862016967,6.855321452502048,0.0
225,en,casual,subject2,t3,sound_intensity,50.378884371349095,22.69512944217916,34.57118997073696,32.99942900022767,8.642501508817777,0.0
230,en,casual,subject2,t3,sound_intensity,52.61835997139687,19.912260756924947,32.54151097961839,29.890046156985367,8.022890580704438,0.0
235,en,casual,subject2,t3,sound_intensity,50.83230204537462,20.96910013008056,37.01703161884534,36.90816057980916,8.612958837941926,0.0
240,en,casual,subject2,t3,sound_intensity,49.07045711534635,24.44044795918076,38.937516364371604,42.33833414884434,7.660686125059782,0.0
245,en,casual,subject2,t3,sound_intensity,56.24849093637519,22.671717284030137,39.22512419284968,40.32256025890453,8.811322948880456,0.0
250,en,casual,subject2,t3,sound_intensity,52.03457178053962,20.89905111439398,37.17778799216505,37.18418641829656,8.807994121171484,0.0
255,en,casual,subject2,t3,sound_intensity,53.51775055312568,19.19078092376074,37.92115729838731,39.19966701483387,9.601397806075681,0.0
260,en,casual,subject2,t3,sound_intensity,48.71677994083319,23.57934847000454,36.016321856095686,36.09274172404588,6.553058767655739,0.0
265,en,casual,subject2,t3,sound_intensity,52.799975571444,19.86771734266245,34.50202629630471,32.77609214304091,9.700674499206146,0.0
270,en,casual,subject2,t3,sound_intensity,52.401272285476296,18.129133566428557,37.09410529639391,38.03730170974544,9.805151234424876,0.0
275,en,casual,subject2,t3,sound_intensity,53.92417297155743,20.043213737826427,37.850124175652,42.01806642957023,8.700258940159895,0.0
280,en,casual,subject2,t3,sound_intensity,51.34680622687877,22.380461031287957,38.3072255210321,40.22840610876528,8.410107619020819,0.0
285,en,casual,subject2,t3,sound_intensity,52.06448064366524,21.33538908370217,36.84269969645644,37.02602841340428,9.142639728267568,0.0
290,en,casual,subject2,t3,sound_intensity,47.49612655408231,22.355284469075485,34.92659273568046,33.76394442037266,6.878850275867089,0.0
295,en,casual,subject2,t3,sound_intensity,47.67830910377814,19.68482948553935,29.3622380960899,27.139085297378344,6.689174945028884,0.0
0,en,casual,subject2,t1,sound_intensity,54.07465688470743,21.4921911265538,35.76985685958787,30.668636373396232,11.075495743551201,0.0
5,en,casual,subject2,t1,sound_intensity,54.9973518219163,22.600713879850748,40.31310665898902,40.63671053930718,8.451543365976638,0.0
10,en,casual,subject2,t1,sound_intensity,55.31578537879091,19.54242509439325,39.72517747370432,38.84804857420646,10.689563038779013,0.0
15,en,casual,subject2,t1,sound_intensity,55.1917146382166,22.27886704613673,40.81290580919143,42.68367325421484,8.039394398874048,0.0
20,en,casual,subject2,t1,sound_intensity,57.66534789400468,21.73186268412274,38.924324314989555,38.16440167956139,9.608135759795841,0.0
25,en,casual,subject2,t1,sound_intensity,54.16713715563063,21.875207208364632,37.34055105213208,40.81023086451334,9.23732761599948,0.0
