sensor,language,tone,participant,script,time_2.0,autocorrelation_mean,autocorrelation_median,autocorrelation_std,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,ch,bus,subject1,t1,2.0,-5.0652887400103096e-05,-6.103515625e-05,0.0002363429168526014,-0.0005187988281,0.0004272460938,0.0
autocorrelations,ch,bus,subject1,t1,4.0,0.00021960071681742264,0.0001831054688,0.0002244987871835846,-0.0002136230469,0.0007629394531,0.0
autocorrelations,ch,bus,subject1,t1,6.0,-1.9506080862061854e-05,3.051757812e-05,0.0003132853019975324,-0.0008850097656,0.000732421875,0.0
autocorrelations,ch,bus,subject1,t1,8.0,-0.00037407629268927835,-0.0003662109375,0.00031633797568396307,-0.001129150391,0.0003662109375,0.0
autocorrelations,ch,bus,subject1,t1,10.0,0.00021771303157494843,0.000244140625,0.00038017140392907866,-0.0008239746094,0.0008544921875,0.0
autocorrelations,ch,bus,subject1,t1,12.0,0.0004168638248919588,0.0004272460938,0.00031198627104886406,-0.000244140625,0.001251220703,0.0
autocorrelations,ch,bus,subject1,t1,14.0,9.155273437226804e-05,9.155273438e-05,0.00030013173044452206,-0.0005493164062,0.0008850097656,0.0
autocorrelations,ch,bus,subject1,t1,16.0,-0.0004181222817240206,-0.0002746582031,0.000432942301591432,-0.00146484375,0.0004577636719,0.0
autocorrelations,ch,bus,subject1,t1,18.0,-0.00019222928076154637,-0.0001831054688,0.0003488678625458966,-0.001251220703,0.0003967285156,0.0
autocorrelations,ch,bus,subject1,t1,20.0,0.00042126842380278354,0.0003662109375,0.0004186111984747274,-0.0003967285156,0.001617431641,0.0
autocorrelations,ch,bus,subject1,t1,22.0,3.901216172474226e-05,-3.051757812e-05,0.00044334199039859715,-0.0009460449219,0.001068115234,0.0
autocorrelations,ch,bus,subject1,t1,24.0,-0.00038540240416422674,-0.0003662109375,0.0002952070558696482,-0.001373291016,0.00048828125,0.0
autocorrelations,ch,bus,subject1,t1,26.0,9.973270376618556e-05,6.103515625e-05,0.0005073276769061838,-0.001068115234,0.001129150391,0.0
autocorrelations,ch,bus,subject1,t1,28.0,-7.865355186896907e-05,-3.051757812e-05,0.0002873793704164549,-0.0008544921875,0.0005187988281,0.0
autocorrelations,ch,bus,subject1,t1,30.0,0.00022998298566216497,0.0002136230469,0.00043238523759054183,-0.0007934570312,0.001068115234,0.0
autocorrelations,ch,bus,subject1,t1,32.0,-0.00011200265786185566,-9.155273438e-05,0.00034600926686061367,-0.0007934570312,0.0009155273438,0.0
