sensor,language,tone,participant,script,time_1.0,autocorrelation_mean,autocorrelation_median,autocorrelation_std,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,ch,bus,jack,t1,1.0,6.226504329122449e-08,5.256731295e-08,3.507766501741095e-08,2.376348838e-08,2.12729016e-07,0.0
autocorrelations,ch,bus,jack,t1,2.0,1.4149862904577553e-08,1.083009157e-08,1.3296255986380201e-08,-5.551323744e-09,4.212596103e-08,0.0
autocorrelations,ch,bus,jack,t1,3.0,-1.7303180215846938e-08,-1.747439467e-08,9.347796061495644e-09,-3.493149894e-08,6.97402549e-10,0.0
autocorrelations,ch,bus,jack,t1,4.0,-3.5722878293061226e-08,-3.569478297e-08,6.065706391476545e-09,-4.717071045e-08,-1.942203961e-08,0.0
autocorrelations,ch,bus,jack,t1,5.0,-3.348540105061224e-08,-3.429635873e-08,6.943672690643135e-09,-4.740881174e-08,-1.512387765e-08,0.0
autocorrelations,ch,bus,jack,t1,6.0,-1.021936756397347e-08,-7.692880922e-09,7.744742290615019e-09,-3.049299366e-08,-1.029778437e-10,0.0
autocorrelations,ch,bus,jack,t1,7.0,2.881817090330408e-09,3.182948879e-09,4.7247242368619126e-09,-8.603232168e-09,1.065292795e-08,0.0
autocorrelations,ch,bus,jack,t1,8.0,1.5615445950918366e-08,1.450562772e-08,4.762569090464815e-09,6.890490353e-09,2.477835918e-08,0.0
autocorrelations,ch,bus,jack,t1,9.0,1.0432950142348981e-08,1.191647388e-08,6.910736725559531e-09,-4.820788327e-09,2.228680515e-08,0.0
autocorrelations,ch,bus,jack,t1,10.0,1.449738467163265e-09,9.731677133e-10,3.2471325833577677e-09,-5.135774695e-09,8.415248667e-09,0.0
autocorrelations,ch,bus,jack,t1,11.0,-4.6533783930204083e-10,-5.134380489e-10,3.74311424638473e-09,-7.219388836e-09,7.252587996e-09,0.0
autocorrelations,ch,bus,jack,t1,12.0,-1.2828660250020409e-08,-1.275903125e-08,4.787024590518569e-09,-2.434651764e-08,-3.442766521e-09,0.0
autocorrelations,ch,bus,jack,t1,13.0,-1.781390166630612e-08,-1.705272191e-08,6.775367047021349e-09,-3.138149263e-08,-6.728716565e-09,0.0
autocorrelations,ch,bus,jack,t1,14.0,-1.1448744193287755e-08,-1.250629976e-08,5.5713873471508e-09,-1.93871964e-08,5.47002073e-09,0.0
autocorrelations,ch,bus,jack,t1,15.0,1.8705282275183675e-09,2.354798202e-09,4.787794300753686e-09,-8.591535829e-09,1.055674524e-08,0.0
autocorrelations,ch,bus,jack,t1,16.0,2.0817091011571426e-08,2.148221423e-08,5.509624668183875e-09,8.267578457e-09,2.944841518e-08,0.0
autocorrelations,ch,bus,jack,t1,17.0,2.6141957370000002e-08,2.594206117e-08,5.24572993978235e-09,1.514418623e-08,3.864766997e-08,0.0
autocorrelations,ch,bus,jack,t1,18.0,2.008877850667347e-08,1.899337185e-08,7.762611647119002e-09,6.978277172e-09,3.549410359e-08,0.0
autocorrelations,ch,bus,jack,t1,19.0,8.49667579407551e-09,9.321110211e-09,5.677801836738782e-09,-3.83758765e-09,2.24708921e-08,0.0
autocorrelations,ch,bus,jack,t1,20.0,-7.63983047573793e-09,-7.398907527e-09,4.263647386448191e-09,-1.52836211e-08,-1.829857194e-10,0.0
autocorrelations,ch,bus,jack,t2,1.0,2.36738765144898e-07,2.370471189e-07,3.535550311621474e-08,1.630065314e-07,3.181630746e-07,0.0
autocorrelations,ch,bus,jack,t2,2.0,1.0331298415142857e-07,1.024025415e-07,4.4296516374281956e-08,2.72130714e-08,1.868999802e-07,0.0
autocorrelations,ch,bus,jack,t2,3.0,-2.5298533480793884e-08,-2.593725417e-08,3.732677480333945e-08,-9.848336174e-08,5.484640066e-08,0.0
autocorrelations,ch,bus,jack,t2,4.0,-1.1953339886612245e-07,-1.194688318e-07,2.628200021690726e-08,-1.667473473e-07,-6.660519299e-08,0.0
autocorrelations,ch,bus,jack,t2,5.0,-1.4165535942040817e-07,-1.397128363e-07,1.8962433918001064e-08,-1.719449237e-07,-1.02979594e-07,0.0
autocorrelations,ch,bus,jack,t2,6.0,-8.846540732061227e-08,-8.771150878e-08,2.6618008785530944e-08,-1.392362046e-07,-3.677465068e-08,0.0
autocorrelations,ch,bus,jack,t2,7.0,-2.1068024172381427e-08,-1.962285193e-08,2.4390959434842284e-08,-7.220293308e-08,3.221031027e-08,0.0
autocorrelations,ch,bus,jack,t2,8.0,4.270697095018979e-08,4.190720436e-08,2.3569125924740906e-08,-4.290235468e-09,8.913092594e-08,0.0
autocorrelations,ch,bus,jack,t2,9.0,6.935741782081632e-08,6.862543651e-08,1.829060333879802e-08,2.814725475e-08,9.858420708e-08,0.0
autocorrelations,ch,bus,jack,t2,10.0,8.576700740081632e-09,8.10205607e-09,2.8142757792067187e-08,-4.772321339e-08,6.153725144e-08,0.0
autocorrelations,ch,bus,jack,t2,11.0,-6.43500931755102e-08,-6.250688556e-08,2.431723870701703e-08,-1.148190498e-07,-1.353412583e-08,0.0
autocorrelations,ch,bus,jack,t2,12.0,-1.0787472656632652e-07,-1.063931429e-07,1.84690293645373e-08,-1.409968478e-07,-6.963630688e-08,0.0
autocorrelations,ch,bus,jack,t2,13.0,-1.0489502691591837e-07,-1.017487669e-07,2.0474732542054523e-08,-1.410554309e-07,-5.700347245e-08,0.0
autocorrelations,ch,bus,jack,t2,14.0,-3.1167625807093876e-08,-3.020688388e-08,3.3352254581905515e-08,-1.015506261e-07,3.550378963e-08,0.0
autocorrelations,ch,bus,jack,t2,15.0,5.8537936698326523e-08,5.742543165e-08,2.5647628457389913e-08,5.549866788e-09,1.06028971e-07,0.0
autocorrelations,ch,bus,jack,t2,16.0,1.1259717243469388e-07,1.100743085e-07,2.028115345159605e-08,6.965371619e-08,1.528680614e-07,0.0
autocorrelations,ch,bus,jack,t2,17.0,1.3588235327959187e-07,1.371040043e-07,1.592002003559649e-08,1.121198484e-07,1.606705378e-07,0.0
autocorrelations,ch,bus,jack,t2,18.0,1.0121088554714286e-07,1.018020625e-07,2.573066818028862e-08,4.658964338e-08,1.522519852e-07,0.0
autocorrelations,ch,bus,jack,t2,19.0,2.7228466539140822e-08,2.786505663e-08,2.64585950594061e-08,-2.217004376e-08,7.814922176e-08,0.0
autocorrelations,ch,bus,jack,t2,20.0,-2.0406981478903448e-08,-2.232076225e-08,1.8392529250747428e-08,-5.2880956e-08,1.300576201e-08,0.0
autocorrelations,ch,bus,jack,t3,1.0,5.456411544734695e-08,5.376301363e-08,1.1694232163476682e-08,3.543396258e-08,7.888748466e-08,0.0
autocorrelations,ch,bus,jack,t3,2.0,1.622766774944898e-08,1.466828129e-08,9.538344730967819e-09,2.255729417e-09,3.443619617e-08,0.0
autocorrelations,ch,bus,jack,t3,3.0,-1.1844492551704082e-09,-1.045573303e-09,1.653859342911847e-09,-4.084892075e-09,2.050613061e-09,0.0
autocorrelations,ch,bus,jack,t3,4.0,-5.926614647142857e-09,-4.87229181e-09,1.938998560703913e-09,-1.074630973e-08,-4.13089209e-09,0.0
autocorrelations,ch,bus,jack,t3,5.0,-1.4282597819795918e-08,-1.437127076e-08,1.331899527728349e-09,-1.6422226e-08,-1.102213389e-08,0.0
autocorrelations,ch,bus,jack,t3,6.0,-1.988734583653061e-08,-2.07995375e-08,1.8329257857433311e-09,-2.188917528e-08,-1.641675882e-08,0.0
autocorrelations,ch,bus,jack,t3,7.0,-2.4229575201020406e-08,-2.484856733e-08,2.1623326505674975e-09,-2.685410697e-08,-2.108295953e-08,0.0
autocorrelations,ch,bus,jack,t3,8.0,-2.236284239530612e-08,-2.297591489e-08,2.3484184644416197e-09,-2.571720766e-08,-1.68016169e-08,0.0
autocorrelations,ch,bus,jack,t3,9.0,-9.403616922428572e-09,-9.363573248e-09,4.283315559068641e-09,-1.656224515e-08,-2.68310616e-09,0.0
autocorrelations,ch,bus,jack,t3,10.0,1.1391685803234694e-09,1.772342937e-09,1.9552585013860305e-09,-2.419216681e-09,3.635926398e-09,0.0
autocorrelations,ch,bus,jack,t3,11.0,-4.470796322081632e-11,-2.375711693e-10,5.190581010773551e-10,-6.240079358e-10,1.498026634e-09,0.0
