time_5,language,tone,participant,script,sensor,pitch_max,pitch_min,pitch_mean,pitch_median,pitch_std,pitch_missing
140,ch,bus,subject2,t3,pitch,619.19921875,0.0,61.7715405029403,0.0,98.6393071786926,21.333333333333336
145,ch,bus,subject2,t3,pitch,677.34375,0.0,98.696900010119,105.625,96.24812477326736,18.666666666666668
150,ch,bus,subject2,t3,pitch,447.5078125,0.0,82.04383235595951,94.05678013392856,79.04918138714451,26.666666666666668
155,ch,bus,subject2,t3,pitch,267.75,0.0,75.43711749160273,97.74088541666666,61.41323198119091,21.333333333333336
160,ch,bus,subject2,t3,pitch,3360.15625,0.0,187.5841485697617,99.33854166666667,501.5648039336126,25.333333333333336
165,ch,bus,subject2,t3,pitch,245.46875,0.0,99.84701006531084,119.47102864583334,65.46366171816702,20.0
170,ch,bus,subject2,t3,pitch,1662.1875,0.0,142.00142389921035,107.96875,228.99912610098158,24.0
175,ch,bus,subject2,t3,pitch,2522.34375,0.0,150.95944163777546,97.02864583333331,374.54822268758437,37.333333333333336
180,ch,bus,subject2,t3,pitch,177.1875,0.0,34.43594637784091,0.0,66.07509777869436,21.428571428571427
0,ch,bus,subject2,t2,pitch,204.22526041666669,0.0,48.05962940796654,0.0,60.10672340620489,11.842105263157894
5,ch,bus,subject2,t2,pitch,298.44642857142856,0.0,83.20874456468462,91.50513435132575,74.79582110887401,17.333333333333336
10,ch,bus,subject2,t2,pitch,178.2421875,0.0,77.41936330738892,93.37565104166666,55.75309433502407,32.0
15,ch,bus,subject2,t2,pitch,565.05078125,0.0,108.53651524829664,102.578125,115.17912082929864,29.333333333333332
20,ch,bus,subject2,t2,pitch,349.84114583333337,0.0,78.49975495515046,84.93674045138889,89.42087965779497,20.0
25,ch,bus,subject2,t2,pitch,309.0625,0.0,91.63398048638906,90.64697265625,89.40821153168723,22.666666666666664
30,ch,bus,subject2,t2,pitch,2663.28125,0.0,143.24618366498075,100.09765625,354.9998796370482,25.333333333333336
35,ch,bus,subject2,t2,pitch,430.0,0.0,68.92997476479411,77.22749255952381,88.43071493797542,25.333333333333336
40,ch,bus,subject2,t2,pitch,365.46875,0.0,74.43688236564381,85.79128689236111,76.25193100132856,22.666666666666664
45,ch,bus,subject2,t2,pitch,362.4088541666666,0.0,77.10125380881519,84.3046875,85.86933760865224,34.66666666666667
50,ch,bus,subject2,t2,pitch,317.5,0.0,84.64095589243861,101.6796875,63.2738696493578,24.0
55,ch,bus,subject2,t2,pitch,158.42447916666669,0.0,66.19947927842931,87.37152777777777,55.037275023933894,22.666666666666664
60,ch,bus,subject2,t2,pitch,1435.0,0.0,101.59787533722162,96.69677734375,194.9531850040656,24.0
65,ch,bus,subject2,t2,pitch,180.7942708333333,0.0,62.374052254098366,73.11210317460318,63.68552715970536,18.666666666666668
70,ch,bus,subject2,t2,pitch,211.87174479166669,0.0,68.41192387979497,89.58116319444444,64.87245066336139,20.0
75,ch,bus,subject2,t2,pitch,2195.15625,0.0,117.74284421613697,91.8212890625,288.7188431270261,25.333333333333336
80,ch,bus,subject2,t2,pitch,2195.15625,0.0,117.6900869648713,97.31361607142856,280.9892339868834,20.0
85,ch,bus,subject2,t2,pitch,872.890625,0.0,107.9686457835087,96.82779947916666,165.8794095177607,25.333333333333336
90,ch,bus,subject2,t2,pitch,239.375,0.0,72.09668700182094,97.06473214285714,55.95642831906865,16.0
95,ch,bus,subject2,t2,pitch,3931.09375,0.0,148.37913614256252,94.1357421875,528.2149733903926,28.000000000000004
100,ch,bus,subject2,t2,pitch,2905.0,0.0,119.72302819460064,103.32475611772487,352.5699356441765,12.0
105,ch,bus,subject2,t2,pitch,507.421875,0.0,128.58782614517884,100.71142578125,135.16460834528087,28.000000000000004
110,ch,bus,subject2,t2,pitch,273.984375,0.0,86.77070574413315,97.09937569754464,68.02686787263406,22.666666666666664
115,ch,bus,subject2,t2,pitch,640.15625,0.0,72.94120119401927,82.15494791666666,95.68687464144999,16.0
120,ch,bus,subject2,t2,pitch,143.515625,0.0,65.18532477881864,94.61328125,56.84015024460789,18.666666666666668
125,ch,bus,subject2,t2,pitch,2036.25,0.0,131.45248180153865,100.8984375,268.97118150306403,24.0
130,ch,bus,subject2,t2,pitch,567.7890625,0.0,91.47260986635686,101.4306640625,79.40173448043042,20.0
135,ch,bus,subject2,t2,pitch,2765.3125,0.0,139.02882807903384,92.6726810515873,374.18336513371344,26.666666666666668
140,ch,bus,subject2,t2,pitch,365.0651041666667,0.0,78.35473364061534,101.31975446428572,68.75597431464692,16.0
145,ch,bus,subject2,t2,pitch,1487.65625,0.0,105.20572370668702,101.5625,197.9531640233264,21.333333333333336
150,ch,bus,subject2,t2,pitch,396.25,0.0,94.8075722846262,107.83040364583333,83.47173680508966,17.333333333333336
155,ch,bus,subject2,t2,pitch,190.859375,0.0,75.68062820207405,97.2021484375,52.31807711376645,24.0
160,ch,bus,subject2,t2,pitch,147.5,0.0,64.95067537166295,100.06640625,55.61446304965371,16.0
165,ch,bus,subject2,t2,pitch,701.0546875,0.0,139.53552088755097,102.421875,147.2436954948256,21.333333333333336
170,ch,bus,subject2,t2,pitch,405.5572916666666,0.0,87.22588494056477,99.59809027777777,69.40854393075846,25.333333333333336
175,ch,bus,subject2,t2,pitch,1431.25,0.0,118.14321386611847,104.86928013392857,192.09345403395793,22.666666666666664
180,ch,bus,subject2,t2,pitch,160.0,0.0,18.26923076923077,0.0,47.668392473688904,7.142857142857142
0,ch,casual,subject2,t4,pitch,455.078125,0.0,88.79778725760323,97.3427734375,105.05299292704603,15.789473684210526
5,ch,casual,subject2,t4,pitch,481.25,0.0,109.49654766618514,101.796875,97.28040130574819,24.0
10,ch,casual,subject2,t4,pitch,530.15625,0.0,96.83245210193454,104.1455078125,101.91096363107744,22.666666666666664
15,ch,casual,subject2,t4,pitch,488.61328125,0.0,108.88430855241403,99.44416542658732,119.54107221795479,20.0
20,ch,casual,subject2,t4,pitch,428.203125,0.0,88.40347331798202,103.11360677083334,68.04335559144467,22.666666666666664
25,ch,casual,subject2,t4,pitch,1766.40625,0.0,190.9824248342803,120.546875,326.954610214928,26.666666666666668
30,ch,casual,subject2,t4,pitch,812.4609375,0.0,108.31809470212873,100.99609375,108.34472432924574,21.333333333333336
35,ch,casual,subject2,t4,pitch,606.6328125,0.0,102.4824013620205,101.43705822172618,101.99098514685565,20.0
40,ch,casual,subject2,t4,pitch,483.984375,0.0,95.4004744451793,97.47589595734127,93.30455848456081,28.000000000000004
45,ch,casual,subject2,t4,pitch,492.65625,0.0,123.43097434069114,124.14078776041666,83.68381126573733,20.0
50,ch,casual,subject2,t4,pitch,480.46875,0.0,95.48774005513256,101.72014508928572,101.29453803284002,28.000000000000004
55,ch,casual,subject2,t4,pitch,225.4296875,0.0,93.51429561769733,108.52376302083333,56.4333653195897,20.0
60,ch,casual,subject2,t4,pitch,221.40625,0.0,52.15260739822942,0.0,60.311985006404406,21.333333333333336
65,ch,casual,subject2,t4,pitch,180.625,0.0,80.25143260168649,101.55463324652777,57.29585247746774,20.0
70,ch,casual,subject2,t4,pitch,2039.0625,0.0,123.44219257604766,94.0859375,270.2873682460098,25.333333333333336
75,ch,casual,subject2,t4,pitch,466.015625,0.0,104.01658860463945,116.40494791666667,90.40003345471102,14.666666666666666
80,ch,casual,subject2,t4,pitch,472.34375,0.0,90.17195634330122,94.99934895833333,92.83938590047117,25.333333333333336
