time_1.5,language,tone,participant,script,sensor,pitch_max,pitch_min,pitch_mean,pitch_median
15.0,en,bus,jack,t1,pitch,137.5390625,0.0,66.31511019483025,107.96419270833334
16.5,en,bus,jack,t1,pitch,257.29166666666663,0.0,115.90496534261854,114.71323529411768
18.0,en,bus,jack,t1,pitch,148.96267361111111,0.0,39.85835980804359,0.0
19.5,en,bus,jack,t1,pitch,160.95703125,0.0,55.127204788165265,0.0
21.0,en,bus,jack,t1,pitch,1442.03125,61.77455357142857,283.19341715142497,176.37922190656565
22.5,en,bus,jack,t1,pitch,581.171875,0.0,135.10728162792896,132.1465773809524
24.0,en,bus,jack,t1,pitch,231.71875,0.0,96.76544965642508,127.60194546568628
25.5,en,bus,jack,t1,pitch,514.0615699404761,0.0,83.13506832492834,0.0
27.0,en,bus,jack,t1,pitch,161.796875,0.0,97.64425185072666,124.36941964285714
28.5,en,bus,jack,t1,pitch,135.126953125,0.0,85.01506075469402,119.8563988095238
30.0,en,bus,jack,t1,pitch,405.15625,0.0,80.67358837632277,109.68098958333334
31.5,en,bus,jack,t1,pitch,242.51953125,0.0,90.49661454027502,110.97005208333334
33.0,en,bus,jack,t1,pitch,96.12158203125,0.0,4.577218191964286,0.0
34.5,en,bus,jack,t1,pitch,123.33984375,0.0,53.21541965744631,0.0
36.0,en,bus,jack,t1,pitch,143.59375,0.0,49.9192413383901,0.0
37.5,en,bus,jack,t1,pitch,336.640625,0.0,50.02921248070987,0.0
39.0,en,bus,jack,t1,pitch,353.53515625,0.0,72.10500125976317,0.0
40.5,en,bus,jack,t1,pitch,391.5625,0.0,100.53327971813727,116.15234375
42.0,en,bus,jack,t1,pitch,344.140625,0.0,94.68341503267975,0.0
43.5,en,bus,jack,t1,pitch,117.48046875,0.0,49.078930782004825,0.0
45.0,en,bus,jack,t1,pitch,178.02517361111111,0.0,56.566306656125995,0.0
46.5,en,bus,jack,t1,pitch,351.5625,0.0,93.92543016496371,123.81133742559526
48.0,en,bus,jack,t1,pitch,360.625,0.0,53.908499796764765,0.0
49.5,en,bus,jack,t1,pitch,153.515625,0.0,60.19175502232143,36.22154017857143
51.0,en,bus,jack,t1,pitch,479.8046875,0.0,135.24222252628013,136.4315953144078
52.5,en,bus,jack,t1,pitch,479.8046875,0.0,66.56029311801882,0.0
54.0,en,bus,jack,t1,pitch,433.75,0.0,110.3055209764194,0.0
55.5,en,bus,jack,t1,pitch,92.54799107142856,0.0,7.353543526785714,0.0
57.0,en,bus,jack,t1,pitch,376.5625,0.0,138.1758521670387,123.9453125
58.5,en,bus,jack,t1,pitch,495.00697544642856,0.0,129.42898737185845,121.87581380208331
60.0,en,bus,jack,t1,pitch,173.515625,0.0,38.512776692708336,0.0
61.5,en,bus,jack,t1,pitch,174.55729166666669,0.0,126.6392372052988,139.25725446428572
63.0,en,bus,jack,t1,pitch,475.15625,0.0,86.63411975033068,0.0
64.5,en,bus,jack,t1,pitch,119.77213541666666,0.0,50.83961467978395,34.1611328125
66.0,en,bus,jack,t1,pitch,0.0,0.0,0.0,0.0
67.5,en,bus,jack,t1,pitch,149.4609375,0.0,49.91265762061404,0.0
69.0,en,bus,jack,t1,pitch,1348.8802083333337,0.0,288.79861111111114,140.51041666666666
70.5,en,bus,jack,t1,pitch,355.078125,0.0,76.039153874269,0.0
72.0,en,bus,jack,t1,pitch,256.015625,0.0,84.50383467970522,106.71875
73.5,en,bus,jack,t1,pitch,130.60872395833331,0.0,62.85762746710526,113.76953125
75.0,en,bus,jack,t1,pitch,127.87760416666669,0.0,36.48246138733271,0.0
76.5,en,bus,jack,t1,pitch,552.0703125,0.0,144.18932165362287,112.62977430555557
78.0,en,bus,jack,t1,pitch,299.0625,0.0,126.29301180831129,137.76953125
79.5,en,bus,jack,t1,pitch,418.57421875,0.0,124.91628827022708,126.25
81.0,en,bus,jack,t1,pitch,157.8125,0.0,65.11732614776234,0.0
82.5,en,bus,jack,t1,pitch,117.29166666666666,0.0,48.20682663690476,0.0
84.0,en,bus,jack,t1,pitch,354.609375,0.0,96.17750928180615,110.44631865530302
85.5,en,bus,jack,t1,pitch,161.66015625,0.0,30.902754934210527,0.0
87.0,en,bus,jack,t1,pitch,160.28645833333334,0.0,51.28131448412698,0.0
88.5,en,bus,jack,t1,pitch,201.03236607142856,0.0,73.94001350540216,102.74156746031746
90.0,en,bus,jack,t1,pitch,303.515625,0.0,108.69707911573721,118.05431547619048
91.5,en,bus,jack,t1,pitch,496.3978794642857,0.0,112.42086502425043,56.63411458333333
93.0,en,bus,jack,t1,pitch,361.40625,0.0,107.11999252826129,113.17607120973388
94.5,en,bus,jack,t1,pitch,557.4241071428571,0.0,103.94724495701058,0.0
96.0,en,bus,jack,t1,pitch,431.40625,0.0,167.97971867421737,132.95247395833334
97.5,en,bus,jack,t1,pitch,542.578125,0.0,110.29778163580247,0.0
99.0,en,bus,jack,t1,pitch,136.86197916666669,0.0,34.712367703777936,0.0
100.5,en,bus,jack,t1,pitch,143.31510416666669,0.0,48.397633272058826,0.0
102.0,en,bus,jack,t1,pitch,144.033203125,0.0,7.20166015625,0.0
103.5,en,bus,jack,t1,pitch,161.2109375,0.0,87.65203380113397,113.99496882086169
105.0,en,bus,jack,t1,pitch,389.84375,0.0,108.75515516023329,117.14539930555556
106.5,en,bus,jack,t1,pitch,274.296875,0.0,73.47104802207342,41.021205357142854
108.0,en,bus,jack,t1,pitch,134.62820870535714,0.0,33.44113038975235,0.0
109.5,en,bus,jack,t1,pitch,353.515625,0.0,40.59298844537815,0.0
111.0,en,bus,jack,t1,pitch,373.4375,0.0,173.24180658831514,160.15625
112.5,en,bus,jack,t1,pitch,379.375,0.0,90.11203893252377,0.0
114.0,en,bus,jack,t1,pitch,567.4397321428571,0.0,120.89905571603643,0.0
115.5,en,bus,jack,t1,pitch,324.84375,0.0,96.82709366732804,116.39756944444444
117.0,en,bus,jack,t1,pitch,255.859375,0.0,140.34468658625732,144.53125
118.5,en,bus,jack,t1,pitch,156.41276041666669,0.0,79.40921150532581,114.81515066964285
120.0,en,bus,jack,t1,pitch,395.546875,0.0,68.22273831407563,0.0
121.5,en,bus,jack,t1,pitch,132.265625,0.0,17.87919034090909,0.0
123.0,en,bus,jack,t1,pitch,196.19140625,0.0,122.31316942529936,136.875
124.5,en,bus,jack,t1,pitch,138.3203125,0.0,39.49968019005848,0.0
126.0,en,bus,jack,t1,pitch,162.19401041666669,0.0,56.97645554315477,0.0
127.5,en,bus,jack,t1,pitch,387.1875,0.0,120.71469694648692,122.76041666666666
129.0,en,bus,jack,t1,pitch,380.0,0.0,78.66064887152778,0.0
130.5,en,bus,jack,t1,pitch,181.42578125,0.0,130.47171926062092,155.3125
132.0,en,bus,jack,t1,pitch,1497.5,0.0,179.41478329613096,131.50530133928572
133.5,en,bus,jack,t1,pitch,122.16254340277776,0.0,11.634527943121691,0.0
135.0,en,bus,jack,t1,pitch,360.3125,0.0,175.7777110042735,167.890625
136.5,en,bus,jack,t1,pitch,122.64322916666669,0.0,17.321207128684808,0.0
138.0,en,bus,jack,t1,pitch,168.11197916666669,0.0,129.81683175223213,145.8806175595238
139.5,en,bus,jack,t1,pitch,164.24479166666669,0.0,80.41050588348766,109.84375
141.0,en,bus,jack,t1,pitch,0.0,0.0,0.0,0.0
142.5,en,bus,jack,t1,pitch,503.90625,0.0,96.6778671695951,0.0
144.0,en,bus,jack,t1,pitch,396.8125,0.0,97.11100285021416,64.85619574652779
145.5,en,bus,jack,t1,pitch,465.0,0.0,73.45576533564814,0.0
147.0,en,bus,jack,t1,pitch,495.9375,0.0,83.24390076754386,0.0
148.5,en,bus,jack,t1,pitch,231.171875,0.0,88.97441044560186,123.12353515625
150.0,en,bus,jack,t1,pitch,140.78125,0.0,96.45418919366989,119.26867187499998
151.5,en,bus,jack,t1,pitch,165.60546875,0.0,42.633450520833335,0.0
153.0,en,bus,jack,t1,pitch,1490.46875,0.0,226.49914930555556,135.86100260416666
154.5,en,bus,jack,t1,pitch,132.5361689814815,0.0,30.432959931657848,0.0
156.0,en,bus,jack,t1,pitch,598.5078125,0.0,129.322114080007,118.67513020833334
157.5,en,bus,jack,t1,pitch,389.21875,0.0,120.81687192563658,108.54967809606481
159.0,en,bus,jack,t1,pitch,107.509765625,0.0,14.906218998015872,0.0
160.5,en,bus,jack,t1,pitch,426.015625,0.0,139.47793278769842,116.4482886904762
162.0,en,bus,jack,t1,pitch,433.90625,0.0,99.60727176012949,0.0
163.5,en,bus,jack,t1,pitch,180.60546875,0.0,91.87142433941169,124.55923150510203
165.0,en,bus,jack,t1,pitch,356.640625,0.0,78.30524798323935,0.0
166.5,en,bus,jack,t1,pitch,383.671875,0.0,61.735026041666664,0.0
168.0,en,bus,jack,t1,pitch,441.953125,0.0,140.55435352408008,137.81995738636363
169.5,en,bus,jack,t1,pitch,465.15625,0.0,113.99930826822917,33.619140625
171.0,en,bus,jack,t1,pitch,554.7161458333333,0.0,99.75020557268044,0.0
172.5,en,bus,jack,t1,pitch,284.30386904761906,0.0,76.58004274626516,0.0
174.0,en,bus,jack,t1,pitch,3857.65625,0.0,355.46232543498166,110.61979166666669
175.5,en,bus,jack,t1,pitch,330.390625,0.0,44.158676609848484,0.0
177.0,en,bus,jack,t1,pitch,173.35286458333331,0.0,29.03089429302422,0.0
178.5,en,bus,jack,t1,pitch,162.734375,0.0,91.11946011766976,112.96793619791667
180.0,en,bus,jack,t1,pitch,397.1875,0.0,51.59443530701755,0.0
181.5,en,bus,jack,t1,pitch,375.4296875,0.0,99.89267477824463,114.6884300595238
183.0,en,bus,jack,t1,pitch,163.984375,0.0,107.20759269593255,135.01578776041666
184.5,en,bus,jack,t1,pitch,274.21875,0.0,77.59844680059524,31.595982142857142
186.0,en,bus,jack,t1,pitch,129.8735119047619,0.0,64.78275108520972,111.81640625
187.5,en,bus,jack,t1,pitch,180.46875,0.0,30.528971354166664,0.0
189.0,en,bus,jack,t1,pitch,352.734375,0.0,148.55407061792695,121.40132068452381
190.5,en,bus,jack,t1,pitch,160.68359375,0.0,59.81156024635731,84.89676339285714
192.0,en,bus,jack,t1,pitch,698.5546875,0.0,122.70574586004273,0.0
193.5,en,bus,jack,t1,pitch,305.390625,0.0,135.89906574609012,121.796875
195.0,en,bus,jack,t1,pitch,181.89236111111111,0.0,91.10706786943767,116.140625
196.5,en,bus,jack,t1,pitch,453.4375,0.0,98.61100506842695,37.265625
198.0,en,bus,jack,t1,pitch,164.93489583333331,0.0,90.76976650035013,129.53125
199.5,en,bus,jack,t1,pitch,388.4375,0.0,54.981071566358025,0.0
201.0,en,bus,jack,t1,pitch,352.109375,0.0,95.72952835648148,59.97981770833333
202.5,en,bus,jack,t1,pitch,172.3876953125,0.0,81.48857322225766,111.50390625
204.0,en,bus,jack,t1,pitch,424.453125,0.0,160.70259687635632,126.1794704861111
205.5,en,bus,jack,t1,pitch,719.98828125,0.0,83.50298049630732,0.0
207.0,en,bus,jack,t1,pitch,424.609375,0.0,149.10299467009025,129.78602430555554
208.5,en,bus,jack,t1,pitch,372.96875,0.0,99.75398656508169,0.0
210.0,en,bus,jack,t1,pitch,505.625,0.0,134.726953125,115.6201171875
211.5,en,bus,jack,t1,pitch,237.4265252976191,0.0,99.14873201884922,130.76171875
213.0,en,bus,jack,t1,pitch,409.375,0.0,76.7062908496732,65.748046875
214.5,en,bus,jack,t1,pitch,0.0,0.0,0.0,0.0
216.0,en,bus,jack,t1,pitch,383.515625,0.0,89.6840217496142,0.0
217.5,en,bus,jack,t1,pitch,381.1232638888889,0.0,142.73570891203704,127.775
219.0,en,bus,jack,t1,pitch,178.97026909722223,0.0,61.41350081699346,0.0
220.5,en,bus,jack,t1,pitch,136.80143229166666,0.0,45.56497303865724,0.0
222.0,en,bus,jack,t1,pitch,383.75,0.0,52.04231654575893,0.0
223.5,en,bus,jack,t1,pitch,319.140625,0.0,118.80503336588542,109.21875
225.0,en,bus,jack,t1,pitch,380.390625,0.0,179.197021484375,160.625
226.5,en,bus,jack,t1,pitch,331.71875,0.0,19.400915721106152,0.0
228.0,en,bus,jack,t1,pitch,562.1875,0.0,193.9189032383787,120.65104166666669
229.5,en,bus,jack,t1,pitch,389.6875,0.0,104.06118241567461,114.11490885416666
231.0,en,bus,jack,t1,pitch,903.7630208333331,0.0,157.76593031828375,122.68729693700398
232.5,en,bus,jack,t1,pitch,431.78515625,0.0,121.91252019273618,0.0
234.0,en,bus,jack,t1,pitch,292.35044642857144,0.0,76.30034957085738,51.50716145833333
235.5,en,bus,jack,t1,pitch,411.796875,0.0,125.02465881500628,108.68619791666669
237.0,en,bus,jack,t1,pitch,489.765625,0.0,87.6314484126984,0.0
238.5,en,bus,jack,t1,pitch,547.1744791666667,0.0,128.9556530685191,124.53940716911764
240.0,en,bus,jack,t1,pitch,155.43582589285717,0.0,87.87823226257414,129.30989583333331
241.5,en,bus,jack,t1,pitch,503.90625,0.0,116.55942211443401,0.0
243.0,en,bus,jack,t1,pitch,483.515625,0.0,186.22788464344072,138.4716796875
244.5,en,bus,jack,t1,pitch,354.0625,0.0,118.3004402281746,61.51674107142857
246.0,en,bus,jack,t1,pitch,503.046875,0.0,119.56723783263305,121.70572916666666
247.5,en,bus,jack,t1,pitch,373.59375,0.0,25.826480263157894,0.0
249.0,en,bus,jack,t1,pitch,0.0,0.0,0.0,0.0
0.0,en,bus,jack,t3,pitch,0.0,0.0,0.0,0.0
1.5,en,bus,jack,t3,pitch,946.8619791666669,0.0,122.3489726419414,0.0
3.0,en,bus,jack,t3,pitch,131.3237847222222,0.0,73.93292824074074,113.203125
4.5,en,bus,jack,t3,pitch,268.6848958333333,0.0,126.52905303765527,137.97509057971013
6.0,en,bus,jack,t3,pitch,335.625,0.0,116.38283368468916,129.62605794270831
7.5,en,bus,jack,t3,pitch,372.578125,0.0,96.50083568056957,111.31184895833331
9.0,en,bus,jack,t3,pitch,128.8659474206349,0.0,85.44322557696323,118.99088541666666
10.5,en,bus,jack,t3,pitch,139.66733099489798,0.0,49.77375299077965,0.0
12.0,en,bus,jack,t3,pitch,572.3125,0.0,164.4167911305147,119.365478515625
13.5,en,bus,jack,t3,pitch,529.921875,0.0,69.78754340277777,0.0
15.0,en,bus,jack,t3,pitch,126.875,0.0,43.82777923145933,0.0
16.5,en,bus,jack,t3,pitch,178.77604166666669,0.0,99.56493925333444,121.31437174479166
18.0,en,bus,jack,t3,pitch,187.34375,76.49181547619048,134.88870058573644,126.41773897058823
19.5,en,bus,jack,t3,pitch,167.72135416666669,0.0,73.71871832259139,110.85818544238684
21.0,en,bus,jack,t3,pitch,487.34375,0.0,145.03015254989307,138.0318841314935
22.5,en,bus,jack,t3,pitch,341.87872023809524,0.0,92.88755215627918,74.65885416666667
24.0,en,bus,jack,t3,pitch,490.9140625,0.0,146.30844442377645,147.25581183862437
25.5,en,bus,jack,t3,pitch,137.78645833333334,0.0,83.04809602606234,121.02973090277776
27.0,en,bus,jack,t3,pitch,371.40625,0.0,86.06732605502137,0.0
28.5,en,bus,jack,t3,pitch,237.421875,0.0,102.76873070987654,117.31770833333334
30.0,en,bus,jack,t3,pitch,457.1484375,0.0,111.77230635309678,117.77185639880948
31.5,en,bus,jack,t3,pitch,161.015625,0.0,55.400548735119045,0.0
33.0,en,bus,jack,t3,pitch,565.5580357142858,0.0,149.85175970706572,127.00032552083333
34.5,en,bus,jack,t3,pitch,539.609375,0.0,137.63367817078753,115.86805555555556
36.0,en,bus,jack,t3,pitch,468.75,0.0,93.42035590277777,53.95833333333333
37.5,en,bus,jack,t3,pitch,223.6879340277778,0.0,83.39411150851666,110.60084292763158
39.0,en,bus,jack,t3,pitch,409.6875,0.0,100.37378762865823,108.92552806712965
40.5,en,bus,jack,t3,pitch,515.0,0.0,78.059326171875,0.0
42.0,en,bus,jack,t3,pitch,543.28125,0.0,77.90448835784315,0.0
43.5,en,bus,jack,t3,pitch,1794.21875,0.0,202.13784773892198,124.27864583333331
45.0,en,bus,jack,t3,pitch,249.53125,0.0,99.80353250385802,115.19108072916666
46.5,en,bus,jack,t3,pitch,155.87890625,0.0,77.41962032736087,116.62109375
48.0,en,bus,jack,t3,pitch,149.55078125,0.0,69.67067475818452,104.6200241815476
49.5,en,bus,jack,t3,pitch,164.26432291666666,0.0,100.77831729841822,120.301025390625
51.0,en,bus,jack,t3,pitch,352.578125,0.0,112.40282990453167,126.55198516038358
52.5,en,bus,jack,t3,pitch,188.3940972222222,0.0,47.953934314954054,0.0
54.0,en,bus,jack,t3,pitch,526.328125,0.0,149.66710932419844,135.85059870302288
55.5,en,bus,jack,t3,pitch,3046.25,0.0,480.70331809952944,127.79058159722223
57.0,en,bus,jack,t3,pitch,119.01692708333334,0.0,47.26472484827264,0.0
58.5,en,bus,jack,t3,pitch,453.2682291666666,0.0,146.47175810428337,127.5620659722222
60.0,en,bus,jack,t3,pitch,361.171875,0.0,64.51734339569161,0.0
61.5,en,bus,jack,t3,pitch,364.53125,0.0,113.43692527090964,123.87152777777776
63.0,en,bus,jack,t3,pitch,500.15625,0.0,113.93279803240742,120.146484375
64.5,en,bus,jack,t3,pitch,586.09375,0.0,165.58552646536046,117.69075520833334
66.0,en,bus,jack,t3,pitch,253.59375,0.0,48.4265013415404,0.0
67.5,en,bus,jack,t3,pitch,182.5,0.0,92.73977116888422,140.27799479166666
69.0,en,bus,jack,t3,pitch,476.875,0.0,139.51445829199736,119.38151041666666
70.5,en,bus,jack,t3,pitch,151.03515625,0.0,76.08808058168067,124.9824175263054
72.0,en,bus,jack,t3,pitch,445.9375,0.0,158.81830275558687,141.353515625
73.5,en,bus,jack,t3,pitch,472.890625,0.0,64.06868489583333,0.0
75.0,en,bus,jack,t3,pitch,483.90625,0.0,94.52121486911527,77.69912574404762
76.5,en,bus,jack,t3,pitch,866.6666666666667,0.0,131.63092479066987,0.0
78.0,en,bus,jack,t3,pitch,245.38736979166669,0.0,92.40394724151234,130.81640625
79.5,en,bus,jack,t3,pitch,180.15625,0.0,64.80953399154801,0.0
81.0,en,bus,jack,t3,pitch,145.82682291666669,0.0,88.46506851438492,95.8662109375
82.5,en,bus,jack,t3,pitch,161.215625,0.0,8.956423611111111,0.0
84.0,en,bus,jack,t3,pitch,243.06640625,0.0,87.54804920014881,95.93257068452381
85.5,en,bus,jack,t3,pitch,218.59375,0.0,101.23523766089357,118.07907109503284
87.0,en,bus,jack,t3,pitch,270.15625,0.0,83.13272409267526,111.92626953125
88.5,en,bus,jack,t3,pitch,180.859375,0.0,88.05098469684413,124.97454637096774
90.0,en,bus,jack,t3,pitch,152.75390625,0.0,58.86541193181818,0.0
91.5,en,bus,jack,t3,pitch,250.9375,0.0,67.66728017961572,0.0
93.0,en,bus,jack,t3,pitch,347.65625,0.0,129.26522577492446,125.611563087406
94.5,en,bus,jack,t3,pitch,491.484375,0.0,96.46038904671717,123.4765625
96.0,en,bus,jack,t3,pitch,487.890625,101.80859375,212.08098703022875,172.51302083333331
97.5,en,bus,jack,t3,pitch,292.48046875,0.0,161.25178300795403,144.60546875
99.0,en,bus,jack,t3,pitch,308.59375,0.0,77.07138671875,0.0
100.5,en,bus,jack,t3,pitch,247.22098214285717,0.0,130.7332837947462,144.59263392857144
102.0,en,bus,jack,t3,pitch,508.359375,0.0,145.091068328373,127.94921875
103.5,en,bus,jack,t3,pitch,395.078125,0.0,105.46522020266441,131.25877356150795
105.0,en,bus,jack,t3,pitch,162.83482142857144,0.0,60.68774147100971,38.5693359375
106.5,en,bus,jack,t3,pitch,345.3125,0.0,105.74467230902778,123.19661458333331
108.0,en,bus,jack,t3,pitch,367.65625,0.0,124.88515625,106.94140625
109.5,en,bus,jack,t3,pitch,171.30859375,0.0,25.213057501708818,0.0
111.0,en,bus,jack,t3,pitch,373.4375,0.0,138.88606047453703,124.8095703125
112.5,en,bus,jack,t3,pitch,180.859375,0.0,45.58424479166666,0.0
114.0,en,bus,jack,t3,pitch,557.2410714285714,0.0,134.7940014605379,129.75130208333334
115.5,en,bus,jack,t3,pitch,196.171875,0.0,89.85906498015873,127.99339657738095
117.0,en,bus,jack,t3,pitch,349.921875,0.0,114.00971638655463,122.25139508928572
118.5,en,bus,jack,t3,pitch,250.625,0.0,99.7941158234127,128.91059027777777
120.0,en,bus,jack,t3,pitch,374.6875,0.0,57.40852864583333,0.0
121.5,en,bus,jack,t3,pitch,483.4375,0.0,163.6173254865097,133.92496744791666
123.0,en,bus,jack,t3,pitch,478.90625,0.0,152.80407730800653,126.63318452380956
124.5,en,bus,jack,t3,pitch,498.90625,0.0,152.81925598501462,113.03385416666669
126.0,en,bus,jack,t3,pitch,1640.625,0.0,273.67571012780115,124.85894097222224
127.5,en,bus,jack,t3,pitch,346.953125,0.0,92.5956833181768,104.94019717261904
129.0,en,bus,jack,t3,pitch,171.40438988095238,0.0,36.87833727240896,0.0
130.5,en,bus,jack,t3,pitch,144.84375,0.0,56.36354166666666,0.0
132.0,en,bus,jack,t3,pitch,164.62890625,0.0,88.03815019063181,131.95570023148144
133.5,en,bus,jack,t3,pitch,137.33152636054425,0.0,109.88002943399933,123.513671875
135.0,en,bus,jack,t3,pitch,240.951171875,0.0,92.5783497468101,124.1216724537037
136.5,en,bus,jack,t3,pitch,130.85586144179894,0.0,50.423098058667904,0.0
138.0,en,bus,jack,t3,pitch,251.5625,0.0,68.05261983989197,26.87239583333333
139.5,en,bus,jack,t3,pitch,485.2994791666666,0.0,148.53804773487676,127.45703125
141.0,en,bus,jack,t3,pitch,344.921875,0.0,129.39018830219487,137.15711805555554
142.5,en,bus,jack,t3,pitch,188.0859375,0.0,87.61862700174969,114.67108242753623
144.0,en,bus,jack,t3,pitch,397.65625,0.0,135.3373786336527,121.63194444444444
145.5,en,bus,jack,t3,pitch,153.99739583333331,0.0,64.84808435092788,0.0
147.0,en,bus,jack,t3,pitch,494.5703125,0.0,141.36513157894737,157.5
148.5,en,bus,jack,t3,pitch,456.171875,0.0,125.6023724163333,67.41838160569105
150.0,en,bus,jack,t3,pitch,490.78125,0.0,169.99030943243525,128.63839285714283
151.5,en,bus,jack,t3,pitch,340.515625,0.0,123.23424096200979,162.1875
153.0,en,bus,jack,t3,pitch,159.38802083333331,0.0,90.49142132547463,122.74088541666666
154.5,en,bus,jack,t3,pitch,125.6546875,0.0,46.644273994319946,0.0
156.0,en,bus,jack,t3,pitch,382.890625,0.0,95.70521763392857,0.0
157.5,en,bus,jack,t3,pitch,709.1953125,0.0,167.2329644493667,131.00105406746033
159.0,en,bus,jack,t3,pitch,171.09375,0.0,113.7715399962068,140.17578125
160.5,en,bus,jack,t3,pitch,655.46875,0.0,95.56676471044146,0.0
162.0,en,bus,jack,t3,pitch,235.76822916666669,0.0,135.29198641262062,159.0625
163.5,en,bus,jack,t3,pitch,484.53125,0.0,102.67662217881944,110.35091145833334
165.0,en,bus,jack,t3,pitch,288.984375,0.0,71.1140900696216,0.0
166.5,en,bus,jack,t3,pitch,220.78125,0.0,109.32949584414428,138.29535590277777
168.0,en,bus,jack,t3,pitch,375.703125,0.0,143.13352978801169,129.15364583333331
169.5,en,bus,jack,t3,pitch,455.13020833333337,0.0,145.05563909774438,130.41145833333334
171.0,en,bus,jack,t3,pitch,177.49674479166666,116.39322916666666,134.38413697365522,124.04459635416667
172.5,en,bus,jack,t3,pitch,121.0859375,0.0,16.53668619791667,0.0
174.0,en,bus,jack,t3,pitch,3959.0625,0.0,260.04146971288515,0.0
175.5,en,bus,jack,t3,pitch,501.09375,0.0,147.12919242216117,130.67708333333331
177.0,en,bus,jack,t3,pitch,146.69921875,0.0,76.23614878816359,98.73697916666666
178.5,en,bus,jack,t3,pitch,333.4375,0.0,115.47238862993115,137.26453993055557
180.0,en,bus,jack,t3,pitch,153.671875,0.0,85.35113588574016,109.90234375
181.5,en,bus,jack,t3,pitch,554.140625,0.0,166.58755007001736,119.27672371031746
183.0,en,bus,jack,t3,pitch,522.734375,0.0,107.33386208939595,124.88324652777777
184.5,en,bus,jack,t3,pitch,615.234375,0.0,133.8586043792517,113.95182291666666
186.0,en,bus,jack,t3,pitch,252.8125,0.0,84.01039145586354,112.80397273203263
187.5,en,bus,jack,t3,pitch,470.46875,0.0,123.26421861444477,0.0
189.0,en,bus,jack,t3,pitch,339.609375,0.0,134.18840068922304,159.4140625
190.5,en,bus,jack,t3,pitch,379.53125,0.0,88.04429385686568,0.0
192.0,en,bus,jack,t3,pitch,488.37239583333337,0.0,122.98062715076266,61.90625
193.5,en,bus,jack,t3,pitch,421.5625,0.0,111.30514705882354,137.421875
195.0,en,bus,jack,t3,pitch,2792.5,0.0,428.5511208823807,130.30078125
196.5,en,bus,jack,t3,pitch,166.65364583333334,0.0,45.24043898809524,0.0
198.0,en,bus,jack,t3,pitch,162.734375,0.0,110.082126968626,119.61796875000002
199.5,en,bus,jack,t3,pitch,643.828125,0.0,285.40353794642857,315.3125
201.0,en,bus,jack,t3,pitch,170.7465277777778,0.0,76.29725613064235,18.5479736328125
202.5,en,bus,jack,t3,pitch,482.65625,0.0,129.93532560593684,123.63606770833331
204.0,en,bus,jack,t3,pitch,159.9609375,0.0,99.73544284611994,123.7992931547619
205.5,en,bus,jack,t3,pitch,162.48697916666669,0.0,73.67048814561632,121.19466145833333
207.0,en,bus,jack,t3,pitch,390.78125,0.0,77.10911923363095,0.0
208.5,en,bus,jack,t3,pitch,340.234375,0.0,27.58675986842105,0.0
210.0,en,bus,jack,t3,pitch,388.125,0.0,104.71449908088235,0.0
211.5,en,bus,jack,t3,pitch,348.515625,0.0,103.56197205444677,115.73474702380952
213.0,en,bus,jack,t3,pitch,370.625,0.0,111.35885830026454,133.41796875
214.5,en,bus,jack,t3,pitch,357.96875,0.0,103.02988332919973,0.0
216.0,en,bus,jack,t3,pitch,160.35807291666666,0.0,49.01296027612434,0.0
217.5,en,bus,jack,t3,pitch,124.296875,0.0,54.5496093469439,0.0
219.0,en,bus,jack,t3,pitch,503.75,0.0,146.5929501488095,119.70703125
220.5,en,bus,jack,t3,pitch,430.3125,0.0,201.58117869543653,122.01388888888889
222.0,en,bus,jack,t3,pitch,348.75,0.0,76.19285300925927,0.0
223.5,en,bus,jack,t3,pitch,253.07291666666669,0.0,88.65609567901235,109.345703125
225.0,en,bus,jack,t3,pitch,147.265625,0.0,75.2966315432423,114.75260416666666
226.5,en,bus,jack,t3,pitch,137.82645089285714,0.0,45.43731743276013,0.0
228.0,en,bus,jack,t3,pitch,411.484375,0.0,182.6631531084656,147.5
229.5,en,bus,jack,t3,pitch,145.63802083333334,0.0,100.5949044081733,127.6846905788177
231.0,en,bus,jack,t3,pitch,1677.65625,0.0,276.36596552683574,124.79166666666666
232.5,en,bus,jack,t3,pitch,187.578125,0.0,106.8429926491665,128.64257812500003
234.0,en,bus,jack,t3,pitch,493.4375,0.0,90.05247395833334,0.0
235.5,en,bus,jack,t3,pitch,375.0,0.0,119.98843315972222,128.53190104166669
237.0,en,bus,jack,t3,pitch,189.04668898809524,0.0,118.75279955100727,126.47786458333331
238.5,en,bus,jack,t3,pitch,291.015625,0.0,115.5775578046086,139.76484995039684
240.0,en,bus,jack,t3,pitch,253.15625,0.0,50.14889437134503,0.0
241.5,en,bus,jack,t3,pitch,246.2109375,0.0,106.86911582341268,120.6640625
243.0,en,bus,jack,t3,pitch,128.0390625,0.0,6.738898026315789,0.0
244.5,en,bus,jack,t3,pitch,0.0,0.0,0.0,0.0
246.0,en,bus,jack,t3,pitch,0.0,0.0,0.0,0.0
0.0,en,bus,jack,t2,pitch,0.0,0.0,0.0,0.0
1.5,en,bus,jack,t2,pitch,270.0390625,0.0,128.41819265321868,137.25477430555554
3.0,en,bus,jack,t2,pitch,137.041015625,0.0,58.23668323863637,52.705078125
4.5,en,bus,jack,t2,pitch,1813.59375,0.0,197.222412109375,0.0
