sensor,language,tone,participant,script,time_1.0,autocorrelation_mean,autocorrelation_median,autocorrelation_std,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,ch,bus,subject1,t1,1.0,-0.0001606843909412245,-0.0001525878906,0.0002411464511217637,-0.0005187988281,0.0004272460938,0.0
autocorrelations,ch,bus,subject1,t1,2.0,6.664042570428572e-05,9.155273438e-05,0.00017071521930408135,-0.0002136230469,0.0004272460938,0.0
autocorrelations,ch,bus,subject1,t1,3.0,0.0002920968191955102,0.0003051757812,0.00022289730453167183,-0.0001220703125,0.0007629394531,0.0
autocorrelations,ch,bus,subject1,t1,4.0,0.00013328085140469387,9.155273438e-05,0.00020315181991245073,-0.0002136230469,0.0006713867188,0.0
autocorrelations,ch,bus,subject1,t1,5.0,0.00010774573501285713,0.0001525878906,0.0002729646220066928,-0.0003967285156,0.000732421875,0.0
autocorrelations,ch,bus,subject1,t1,6.0,-0.00015258789062183673,-0.0001220703125,0.00029523582159384306,-0.0008850097656,0.0003662109375,0.0
autocorrelations,ch,bus,subject1,t1,7.0,-0.000231061662947551,-0.0003051757812,0.00025688685586490673,-0.000732421875,0.0003662109375,0.0
autocorrelations,ch,bus,subject1,t1,8.0,-0.0005181760204108163,-0.00048828125,0.00030081548251972157,-0.001129150391,0.0,0.0
autocorrelations,ch,bus,subject1,t1,9.0,0.00011646504304836735,0.0001831054688,0.000374609393310894,-0.0008239746094,0.0008239746094,0.0
autocorrelations,ch,bus,subject1,t1,10.0,0.0003811583227097959,0.0004577636719,0.00032642849116694736,-0.0006103515625,0.0008544921875,0.0
autocorrelations,ch,bus,subject1,t1,11.0,0.00041416713167959177,0.0004272460938,0.00032682869719730795,-0.000244140625,0.001098632812,0.0
autocorrelations,ch,bus,subject1,t1,12.0,0.0003805355149820409,0.0003967285156,0.0003244415762548279,-0.0005493164062,0.001251220703,0.0
autocorrelations,ch,bus,subject1,t1,13.0,0.0002167370854553061,0.0002136230469,0.0002627569587363988,-0.0003662109375,0.0008850097656,0.0
autocorrelations,ch,bus,subject1,t1,14.0,-8.158781090775509e-05,-9.155273438e-05,0.00024385924611016903,-0.00048828125,0.0004577636719,0.0
autocorrelations,ch,bus,subject1,t1,15.0,-0.00017002650670142858,-0.0001525878906,0.00029108649525618667,-0.001159667969,0.0004577636719,0.0
autocorrelations,ch,bus,subject1,t1,16.0,-0.0007442552215808163,-0.0007019042969,0.00037542754113914815,-0.00146484375,-9.155273438e-05,0.0
