sensor,language,tone,participant,script,time_5.0,autocorrelation_mean,autocorrelation_median,autocorrelation_std,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,en,bus,jack,t4,5.0,4.793428935453114e-09,-2.732750201e-09,2.9500935306866087e-08,-2.850182145e-08,1.052540028e-07,0.0
autocorrelations,en,bus,jack,t4,10.0,-8.711356294979416e-09,-3.637473809e-09,1.4622165155647432e-08,-3.576456831e-08,1.50776019e-08,0.0
autocorrelations,en,bus,jack,t4,15.0,5.8912234071009135e-09,5.717544317e-09,1.3602068688032548e-08,-2.026485289e-08,3.058676972e-08,0.0
autocorrelations,en,bus,jack,t4,20.0,-3.746292740376794e-09,-6.23354798e-09,1.284111680275408e-08,-2.103694757e-08,1.966494527e-08,0.0
autocorrelations,en,bus,nga,t1,5.0,2.9755848523941884e-08,-2.388910064e-07,5.944293523804132e-07,-5.6479567e-07,1.157518127e-06,0.0
autocorrelations,en,bus,nga,t1,10.0,-1.060326144966307e-07,-9.935312853e-08,8.45083212777947e-08,-3.663172165e-07,-3.025027396e-09,0.0
autocorrelations,en,bus,nga,t1,15.0,7.378155441017801e-08,9.033272761e-08,5.5269936719120746e-08,-6.820460425e-08,1.681144585e-07,0.0
autocorrelations,en,bus,nga,t1,20.0,2.2517276612321515e-08,1.407734416e-07,2.3017924438434517e-07,-3.632070775e-07,2.605016122e-07,0.0
autocorrelations,en,bus,yaoyi,t1,5.0,1.954779951804232e-08,1.577901953e-08,1.6463178485668843e-08,-5.982990061e-09,1.782814823e-07,0.0
autocorrelations,en,bus,yaoyi,t1,10.0,1.34756159608668e-09,1.683768884e-09,5.633668908891205e-09,-1.744242231e-08,1.998174631e-08,0.0
autocorrelations,en,bus,yaoyi,t1,15.0,-7.410244610345394e-09,-7.581004864e-09,5.426085971923748e-09,-1.946299733e-08,5.661834023e-09,0.0
autocorrelations,en,bus,yaoyi,t1,20.0,-1.0269158334556962e-08,-1.006762537e-08,3.1429873371636823e-09,-1.866201252e-08,-1.813136515e-09,0.0
autocorrelations,en,bus,yaoyi,t2,5.0,8.605571521508714e-08,8.181628125e-08,7.060488973734707e-08,-2.455006687e-08,2.009192858e-07,0.0
autocorrelations,en,bus,yaoyi,t2,10.0,-6.679192394439833e-08,-7.079759036e-08,1.551905128954484e-08,-8.293943649e-08,-2.515652449e-08,0.0
autocorrelations,en,bus,yaoyi,t2,15.0,2.2374622877289638e-08,2.027854796e-08,5.109541852855342e-08,-5.628676628e-08,9.719261909e-08,0.0
autocorrelations,en,bus,yaoyi,t2,20.0,2.9088973774328696e-08,4.059843251e-08,5.6689773828751935e-08,-8.186643431e-08,9.747692023e-08,0.0
autocorrelations,en,bus,yaoyi,t3,5.0,1.800577325847693e-08,5.097854846e-09,6.997973624057946e-08,-6.427442224e-08,1.382783191e-07,0.0
autocorrelations,en,bus,yaoyi,t3,10.0,2.4685177692943155e-08,4.199592501e-08,4.1341165097118266e-08,-5.733940529e-08,6.829720843e-08,0.0
autocorrelations,en,bus,yaoyi,t3,15.0,-3.854908579161066e-08,-4.643708616e-08,3.136937264383717e-08,-7.384529339e-08,3.638997393e-08,0.0
autocorrelations,en,bus,yaoyi,t3,20.0,3.918416855376878e-08,4.500632512e-08,2.738831163810242e-08,-2.138570095e-08,7.141864443e-08,0.0
autocorrelations,en,bus,yaoyi,t4,5.0,1.675189129406639e-07,1.804336392e-07,3.595369860716998e-08,1.198901468e-07,2.421388388e-07,0.0
autocorrelations,en,bus,yaoyi,t4,10.0,4.59827168852361e-08,5.897759057e-08,3.497630320998464e-08,-2.683434362e-09,1.20149388e-07,0.0
autocorrelations,en,bus,yaoyi,t4,15.0,-4.7987431221576765e-08,-4.447756833e-08,1.8918605942984365e-08,-8.078026032e-08,-3.707989091e-09,0.0
autocorrelations,en,bus,yaoyi,t4,20.0,-1.1032474069227848e-07,-1.105012145e-07,1.4536792895145699e-08,-1.368151475e-07,-8.187445068e-08,0.0
autocorrelations,en,casual,duru,t1,5.0,4.0601194050581e-07,-2.076014867e-08,2.9184381652093077e-05,-0.000184822215,0.0002318743517,0.0
autocorrelations,en,casual,duru,t1,10.0,1.4506153750132761e-07,4.217944814e-07,1.1779854991418419e-05,-3.155237924e-05,2.913581134e-05,0.0
autocorrelations,en,casual,duru,t1,15.0,-2.2351544463410784e-07,-2.263423711e-07,1.3034879666165393e-05,-2.906479695e-05,2.728676336e-05,0.0
autocorrelations,en,casual,duru,t1,20.0,2.2479900649493665e-07,-7.074438479e-07,8.04024464990484e-06,-1.697933216e-05,1.961497167e-05,0.0
autocorrelations,en,casual,jack,t1,5.0,-1.0858854424825307e-06,-1.967250819e-06,7.117824628527319e-06,-1.101491371e-05,1.641627188e-05,0.0
autocorrelations,en,casual,jack,t1,10.0,2.7306222294921175e-07,5.692127555e-07,4.524794104212601e-06,-7.281642398e-06,7.327917446e-06,0.0
autocorrelations,en,casual,jack,t1,15.0,8.010690529320177e-07,7.333924319e-07,3.230118331046795e-06,-4.734731384e-06,6.699778317e-06,0.0
autocorrelations,en,casual,jack,t1,20.0,4.6955752150474697e-07,5.751659962e-07,1.8877216896039393e-06,-4.218597209e-06,3.821209714e-06,0.0
autocorrelations,en,casual,jack,t2,5.0,1.784229152917002e-10,-4.611586604e-09,1.9134615358182177e-07,-3.922393346e-07,5.201357029e-07,0.0
autocorrelations,en,casual,jack,t2,10.0,1.367631427458506e-09,2.542911898e-09,1.4577308148382352e-07,-2.472150937e-07,2.572632995e-07,0.0
autocorrelations,en,casual,jack,t2,15.0,8.021431518911203e-09,8.804249642e-09,1.5419527064416857e-07,-2.935668353e-07,3.144351972e-07,0.0
autocorrelations,en,casual,jack,t2,20.0,-4.5136386149535855e-09,-7.589807223e-09,1.6211201389790089e-07,-3.408592141e-07,3.238003823e-07,0.0
autocorrelations,en,casual,jack,t3,5.0,-1.9059543378049806e-08,-9.356477202e-08,6.265789390905956e-07,-8.787823283e-07,1.292849774e-06,0.0
autocorrelations,en,casual,jack,t3,10.0,2.6466830492116015e-10,5.627959582e-08,2.882006506689746e-07,-5.725730416e-07,4.857099434e-07,0.0
autocorrelations,en,casual,jack,t3,15.0,9.27896036239585e-08,2.358904569e-08,3.5399577074505556e-07,-5.133722274e-07,7.825307002e-07,0.0
autocorrelations,en,casual,jack,t3,20.0,-1.2190546665253166e-07,-1.582530492e-07,5.866196294061779e-07,-9.186562173e-07,8.160702886e-07,0.0
autocorrelations,en,casual,jack,t4,5.0,-1.713897543021992e-08,-4.492487316e-08,3.8210389425059454e-07,-5.407418186e-07,8.632512375e-07,0.0
autocorrelations,en,casual,jack,t4,10.0,1.1679738858365148e-08,2.377758142e-09,3.2507754899916975e-07,-4.601815659e-07,5.615648332e-07,0.0
autocorrelations,en,casual,jack,t4,15.0,-1.5667088684124486e-08,-2.052265782e-08,2.8292020621070103e-07,-4.242368071e-07,4.651129534e-07,0.0
autocorrelations,en,casual,jack,t4,20.0,7.275687331776365e-09,-2.763141406e-08,3.7380194014264243e-07,-5.011376943e-07,6.209159475e-07,0.0
autocorrelations,en,casual,nga,t1,5.0,1.885876507835775e-07,1.828763316e-07,1.3041423567313168e-07,-9.678606467e-09,4.060028975e-07,0.0
autocorrelations,en,casual,nga,t1,10.0,-6.656136611987552e-08,-5.549876895e-08,3.498558547359187e-08,-1.517891915e-07,-1.078916468e-08,0.0
autocorrelations,en,casual,nga,t1,15.0,-2.1821194324647306e-07,-2.249225174e-07,3.0089698001667004e-08,-2.556310063e-07,-1.529072924e-07,0.0
autocorrelations,en,casual,nga,t1,20.0,-2.3422587798289028e-08,-2.180456919e-09,6.211977806637846e-08,-1.632105692e-07,4.196987487e-08,0.0
autocorrelations,en,casual,yaoyi,t1,5.0,4.214818380919087e-08,1.264139101e-07,1.3392330214809022e-06,-1.95046414e-06,2.600773975e-06,0.0
autocorrelations,en,casual,yaoyi,t1,10.0,2.755135186193361e-08,5.490400885e-08,1.154878601939601e-06,-1.683393031e-06,1.637759014e-06,0.0
autocorrelations,en,casual,yaoyi,t1,15.0,2.6047563984361005e-08,5.322486549e-08,1.1405282935628949e-06,-1.615820885e-06,1.634335955e-06,0.0
autocorrelations,en,casual,yaoyi,t1,20.0,-2.4210503842320683e-08,-3.424063438e-08,1.0263146087360973e-06,-1.515350504e-06,1.445094772e-06,0.0
autocorrelations,en,casual,yaoyi,t2,5.0,6.064535553609962e-08,6.723657663e-08,5.319415813128634e-07,-8.408928642e-07,1.274045984e-06,0.0
autocorrelations,en,casual,yaoyi,t2,10.0,-1.3640281556015448e-10,2.399096773e-09,4.150981570329881e-07,-7.39577021e-07,5.867626345e-07,0.0
autocorrelations,en,casual,yaoyi,t2,15.0,-1.3427580698221164e-07,-1.173743476e-07,3.5451000265589713e-07,-7.021418838e-07,4.42570433e-07,0.0
autocorrelations,en,casual,yaoyi,t2,20.0,2.2233474992532405e-07,2.007027561e-07,3.4571938061576254e-07,-2.986318473e-07,8.010095211e-07,0.0
autocorrelations,en,casual,yaoyi,t3,5.0,2.2676149194020803e-08,3.776218831e-08,2.8590371026712734e-06,-4.077796679e-06,4.253186247e-06,0.0
autocorrelations,en,casual,yaoyi,t3,10.0,1.4770356982365129e-08,9.375959801e-08,2.8172161454320087e-06,-4.009938695e-06,3.991711062e-06,0.0
autocorrelations,en,casual,yaoyi,t3,15.0,3.7491364606638986e-08,7.734888466e-08,2.691432126361345e-06,-3.789802692e-06,3.895637997e-06,0.0
autocorrelations,en,casual,yaoyi,t3,20.0,-3.753676946309697e-08,-6.428785353e-08,2.670494530899856e-06,-3.858162614e-06,3.825339307e-06,0.0
autocorrelations,en,casual,yaoyi,t4,5.0,-1.3283694275518762e-09,-5.17557859e-08,2.3758181405037817e-06,-3.524162458e-06,3.634076954e-06,0.0
autocorrelations,en,casual,yaoyi,t4,10.0,1.1299981483361e-08,2.781151551e-08,2.3830460729455155e-06,-3.428203809e-06,3.504148535e-06,0.0
autocorrelations,en,casual,yaoyi,t4,15.0,-2.5066754432535253e-08,-2.583343471e-09,2.384202781987285e-06,-3.497351477e-06,3.422223953e-06,0.0
autocorrelations,en,casual,yaoyi,t4,20.0,3.679109366962026e-08,4.969509107e-08,2.3689705897385984e-06,-3.488129792e-06,3.487913114e-06,0.0
autocorrelations,ru,bus,nga,t1,5.0,5.859857806207467e-09,3.802809386e-08,8.557378190151457e-07,-1.249818693e-06,1.595368376e-06,0.0
autocorrelations,ru,bus,nga,t1,10.0,-8.623909169419195e-10,-3.13141877e-09,8.377816694178938e-07,-1.198031049e-06,1.188727229e-06,0.0
autocorrelations,ru,bus,nga,t1,15.0,-1.2633203496522819e-08,-1.228851484e-08,8.30230389856551e-07,-1.200723537e-06,1.172311171e-06,0.0
autocorrelations,ru,bus,nga,t1,20.0,1.3911578187502109e-08,2.168178218e-08,8.16404935080205e-07,-1.164701597e-06,1.186424547e-06,0.0
autocorrelations,ru,casual,nga,t1,5.0,-5.054376595402897e-07,-3.81835989e-06,9.267444691379565e-06,-9.450230523e-06,2.505938503e-05,0.0
autocorrelations,ru,casual,nga,t1,10.0,1.9006668228131946e-06,4.32190379e-06,4.869427434544756e-06,-6.872054759e-06,8.026051679e-06,0.0
autocorrelations,ru,casual,nga,t1,15.0,-2.4475323400141495e-06,-2.172289025e-06,5.432954177671554e-06,-1.069797292e-05,7.505682411e-06,0.0
autocorrelations,ru,casual,nga,t1,20.0,1.8827268063182405e-06,1.563580115e-06,2.7544860856685863e-06,-2.369050042e-06,6.281290812e-06,0.0
autocorrelations,tr,bus,duru,t1,5.0,4.702444905474281e-09,-2.522948875e-08,9.481076939973867e-08,-9.55953499e-08,2.020323882e-07,0.0
autocorrelations,tr,bus,duru,t1,10.0,1.1847396016854355e-08,2.083310445e-08,4.429364479909166e-08,-8.0766647e-08,6.501774634e-08,0.0
autocorrelations,tr,bus,duru,t1,15.0,-3.016793270748589e-08,-4.164333087e-08,3.465508037898159e-08,-6.649406629e-08,4.479871691e-08,0.0
autocorrelations,tr,bus,duru,t1,20.0,1.6610156775640254e-09,-3.293621462e-09,3.7247339483580164e-08,-4.407834595e-08,5.25726413e-08,0.0
autocorrelations,tr,casual,duru,t1,5.0,-7.007874879534644e-09,-4.278844531e-08,9.965712783886399e-08,-1.198954206e-07,2.43462855e-07,0.0
autocorrelations,tr,casual,duru,t1,10.0,2.7240180120188382e-08,5.301782968e-08,7.08257747432424e-08,-1.034892597e-07,1.037884789e-07,0.0
autocorrelations,tr,casual,duru,t1,15.0,-4.5936675650375106e-08,-6.40778987e-08,4.444809314770453e-08,-9.583800638e-08,6.617588259e-08,0.0
autocorrelations,tr,casual,duru,t1,20.0,5.270520063844404e-08,5.558411382e-08,3.7186350515608905e-08,-3.105573592e-08,1.045591063e-07,0.0
