sensor,language,tone,participant,script,time,autocorrelation_mean,autocorrelation_standard deviation,autocorrelation_min,autocorrelation_max,autocorrelation_missing
autocorrelations,tr,casual,duru,t1,2.0,1.0079881009469073e-07,5.763342333428379e-08,-6.55430141e-09,2.43462855e-07,0.0
autocorrelations,tr,casual,duru,t1,4.0,-6.511608607786444e-08,3.527337185720047e-08,-1.088308018e-07,3.502177459e-09,0.0
autocorrelations,tr,casual,duru,t1,6.0,-9.56663331413402e-08,1.7557958209585902e-08,-1.198954206e-07,-5.315642333e-08,0.0
autocorrelations,tr,casual,duru,t1,8.0,2.0012265570261854e-08,4.212363939149005e-08,-5.133572307e-08,8.155984111e-08,0.0
autocorrelations,tr,casual,duru,t1,10.0,9.219558004453609e-08,1.1242571110668205e-08,6.030486298e-08,1.037884789e-07,0.0
autocorrelations,tr,casual,duru,t1,12.0,-8.394040033096908e-09,4.107200769465739e-08,-6.584377757e-08,5.761595272e-08,0.0
autocorrelations,tr,casual,duru,t1,14.0,-8.179613810082474e-08,7.371560130644005e-09,-9.583800638e-08,-6.69428396e-08,0.0
autocorrelations,tr,casual,duru,t1,16.0,-2.7433898000915054e-08,3.149408254613047e-08,-7.391912473e-08,3.040632981e-08,0.0
autocorrelations,tr,casual,duru,t1,18.0,7.264454378814433e-08,2.3659022146602485e-08,2.36145874e-08,1.039527178e-07,0.0
autocorrelations,tr,casual,duru,t1,20.0,6.429474690390803e-08,2.1163550815678814e-08,3.353220763e-08,1.045591063e-07,0.0
