amplitude_mean,amplitude_max,amplitude_min,amplitude_median,amplitude_std,time_5,amplitude_missing,sensor,language,tone,participant,script
-48.602378068125,-38.43698279,-65.12170423,-45.33615948,8.401527105989057,235.00000000000003,0,amplitudes,en,casual,jack,t3
-52.68291503829788,-39.40758279,-70.47323368,-50.1901501,10.327774551933626,240.00000000000003,1,amplitudes,en,casual,jack,t3
-47.49963118,-35.84203473,-69.58861783,-43.0198505,10.434627884974832,245.00000000000003,0,amplitudes,en,casual,jack,t3
-51.499690379375004,-37.91679376,-70.39813068,-45.994950865,11.784759583950095,250.00000000000003,0,amplitudes,en,casual,jack,t3
-46.4167595506383,-35.29403439,-66.54591297,-44.61017586,8.868382993283342,255.00000000000003,0,amplitudes,en,casual,jack,t3
-49.473300959166664,-34.72743413,-69.15008371,-44.21804708,11.297513174258802,260.0,0,amplitudes,en,casual,jack,t3
-49.96679596217391,-35.63008366,-69.17007113,-46.90253225,11.274869245058344,265.0,1,amplitudes,en,casual,jack,t3
-46.06620650872341,-33.03826379,-68.41359153,-42.70046274,10.651472192070337,270.0,1,amplitudes,en,casual,jack,t3
-46.32255144723404,-34.31592083,-68.49164732,-41.19710244,10.098410650953415,275.0,0,amplitudes,en,casual,jack,t3
-44.77481888354166,-33.95047535,-67.12075979,-41.51319124,9.050138858224518,280.0,0,amplitudes,en,casual,jack,t3
-44.427625036382985,-30.33514482,-65.03426054,-41.40726324,9.000182935255475,285.0,0,amplitudes,en,casual,jack,t3
-53.47801396853659,-32.67518427,-69.82979303,-53.31261387,12.607902976604054,290.0,0,amplitudes,en,casual,jack,t3
-50.78329783111111,-32.29480828,-69.14095298,-49.65965153,10.730246954638863,0.0,1,amplitudes,en,casual,jack,t4
-50.82215249958333,-35.78075355,-68.33566759,-49.47468597,10.240560676108542,5.0,0,amplitudes,en,casual,jack,t4
-45.93094392382979,-34.80497665,-62.35605452,-43.25034118,7.096505686096762,10.0,0,amplitudes,en,casual,jack,t4
-52.666209057446814,-35.91166758,-69.73393537,-52.86379888,11.626209914584525,15.000000000000002,1,amplitudes,en,casual,jack,t4
-47.59160170297873,-36.06734241,-70.52823346,-43.65931212,10.096932901613494,20.0,0,amplitudes,en,casual,jack,t4
-47.237343750638296,-36.39130231,-69.24289344,-45.437413,9.654779010600576,25.0,1,amplitudes,en,casual,jack,t4
-51.291908420851065,-34.76239946,-70.9348894,-44.54673631,13.234786387336944,30.000000000000004,0,amplitudes,en,casual,jack,t4
-46.703873460416666,-34.93537561,-67.1481643,-42.079164465000005,10.366345311263265,35.0,0,amplitudes,en,casual,jack,t4
-48.81477857702128,-35.5584121,-67.86939173,-44.80095176,9.771613232973456,40.0,0,amplitudes,en,casual,jack,t4
-48.43133666645833,-35.30891236,-69.67176927,-44.795644825,10.729455922208718,45.0,0,amplitudes,en,casual,jack,t4
-48.56061112553192,-36.13206647,-68.33448446,-43.91778567,9.689723554099594,50.0,1,amplitudes,en,casual,jack,t4
-49.40356908787234,-36.80677856,-68.3710912,-45.95987665,9.030671852988077,55.0,0,amplitudes,en,casual,jack,t4
-51.436399442500004,-36.37334369,-70.28749741,-46.76266021,11.430566811728148,60.00000000000001,0,amplitudes,en,casual,jack,t4
-44.94752467659574,-37.4176355,-68.76903824,-41.7662185,8.110700603781803,65.0,0,amplitudes,en,casual,jack,t4
-52.12705175234043,-36.64723118,-69.56154702,-48.64196352,10.865384823079438,70.0,1,amplitudes,en,casual,jack,t4
-43.74933916021277,-32.30022719,-69.26343128,-42.02592591,8.542761272748802,75.0,0,amplitudes,en,casual,jack,t4
-49.534907715106385,-33.64184461,-68.54109372,-43.32156654,12.212579860603064,80.0,0,amplitudes,en,casual,jack,t4
-47.31154854042553,-31.17636443,-68.68206656,-42.21197274,12.551991222367205,85.0,1,amplitudes,en,casual,jack,t4
-44.95751315125,-32.57834794,-67.59906374,-42.654599239999996,9.241536142177058,90.0,0,amplitudes,en,casual,jack,t4
-54.384297433829786,-35.67158469,-68.71545773,-53.53522814,12.136548554890563,95.0,0,amplitudes,en,casual,jack,t4
-46.69603719934783,-34.40011665,-67.77462918,-41.95172327,10.784525159442806,100.0,2,amplitudes,en,casual,jack,t4
-50.18885785195652,-36.71060287,-68.3091995,-46.474661125,9.704570325622711,105.0,1,amplitudes,en,casual,jack,t4
-51.8918258993617,-36.44681286,-68.94818621,-50.93412244,11.851774484469665,110.0,1,amplitudes,en,casual,jack,t4
-44.76174836808511,-34.33225025,-64.84039585,-41.21927237,9.120692476221674,115.00000000000001,0,amplitudes,en,casual,jack,t4
-49.51608181375,-33.66490632,-66.05655363,-46.526802125,11.238148488059014,120.00000000000001,0,amplitudes,en,casual,jack,t4
-43.43467097,-29.80681397,-64.81466863,-39.26815871,9.618008262584683,125.00000000000001,1,amplitudes,en,casual,jack,t4
-51.86240553333334,-32.8891717,-68.64534537,-54.480383585,11.50270156756899,130.0,0,amplitudes,en,casual,jack,t4
-42.878771281739134,-35.06118419,-64.83171075,-39.80177469,8.65091847630037,135.0,2,amplitudes,en,casual,jack,t4
-43.72812873673913,-32.8683633,-67.01556419,-39.69302677,9.587535764022794,140.0,1,amplitudes,en,casual,jack,t4
-43.799159960208335,-32.32368988,-62.99463244,-40.856038745,8.877014509836268,145.0,0,amplitudes,en,casual,jack,t4
-46.65681030170213,-34.25849594,-65.07848521,-45.37835541,8.88511755713262,150.0,0,amplitudes,en,casual,jack,t4
-61.95945342702127,-35.40074693,-70.75303281,-66.31354188,9.545379151196165,155.0,1,amplitudes,en,casual,jack,t4
-66.05532863,-66.05532863,-66.05532863,-66.05532863,,160.0,0,amplitudes,en,casual,jack,t4
-51.13311003888889,-35.91399416,-68.49342647,-46.36785438,10.851118675915478,0.0,1,amplitudes,en,casual,jack,t2
-46.771600505625,-33.60016254,-65.79703299,-43.305148675,8.885226262428581,5.0,0,amplitudes,en,casual,jack,t2
-45.518826362765964,-35.73812089,-67.60806244,-42.01517728,8.844044675230501,10.0,0,amplitudes,en,casual,jack,t2
-47.06003065791666,-36.78798477,-66.26229578,-44.7222231,8.265601950787142,15.000000000000002,0,amplitudes,en,casual,jack,t2
-47.16268919595745,-34.96078931,-65.6517465,-44.0200094,9.00400474484581,20.0,0,amplitudes,en,casual,jack,t2
-47.946843066458335,-37.00416527,-67.41706318,-46.169399375,7.670730373704595,25.0,0,amplitudes,en,casual,jack,t2
-50.13752129555556,-38.30009504,-67.46791656,-46.39731935,10.314856449040967,30.000000000000004,2,amplitudes,en,casual,jack,t2
-48.90079108425532,-36.82885235,-67.32297856,-43.96343718,10.082041200109062,35.0,1,amplitudes,en,casual,jack,t2
-46.476203794468084,-35.51537128,-67.08524762,-41.35279595,9.489819037832476,40.0,0,amplitudes,en,casual,jack,t2
-45.31805987434783,-35.69637131,-63.24011262,-43.401804065,7.045932205897508,45.0,2,amplitudes,en,casual,jack,t2
-48.3635718673913,-36.82078115,-65.06900758,-45.019114200000004,9.267028356839335,50.0,1,amplitudes,en,casual,jack,t2
-48.29628075958333,-37.60286309,-65.9949816,-44.10891298,9.178762565619156,55.0,0,amplitudes,en,casual,jack,t2
-50.41069567595744,-36.97228817,-68.44172819,-47.95114595,9.637853600796262,60.00000000000001,0,amplitudes,en,casual,jack,t2
-51.27948710042553,-36.46041431,-67.14956924,-49.3631409,10.41223736648929,65.0,0,amplitudes,en,casual,jack,t2
-53.057762462127656,-37.41730991,-68.79334084,-51.83261271,10.882960730254766,70.0,1,amplitudes,en,casual,jack,t2
-46.89900796851064,-33.70355483,-67.16017902,-44.14825344,8.603856608694315,75.0,1,amplitudes,en,casual,jack,t2
-50.13560777108695,-37.45528533,-67.42333907,-48.332766365,9.973610574014693,80.0,1,amplitudes,en,casual,jack,t2
-46.57564564489362,-33.97556972,-64.94507887,-42.99951687,9.551730464725074,85.0,1,amplitudes,en,casual,jack,t2
-46.70509502617021,-35.44054146,-64.6563309,-43.74971277,8.863114631049033,90.0,0,amplitudes,en,casual,jack,t2
-50.13252858173913,-36.0395138,-69.7137872,-48.65216502,9.84635396888221,95.0,2,amplitudes,en,casual,jack,t2
-48.848902833913044,-36.05191719,-67.78796385,-45.451842670000005,9.24866077187225,100.0,1,amplitudes,en,casual,jack,t2
-43.791360438043476,-35.68092268,-58.68765245,-42.893279385,5.970692441739176,105.0,2,amplitudes,en,casual,jack,t2
-48.07524876,-36.64878372,-65.12108108,-45.11175642,8.082686277774721,110.0,1,amplitudes,en,casual,jack,t2
-49.96386556520833,-37.95973087,-68.51117313,-45.84873452,10.01011002762847,115.00000000000001,0,amplitudes,en,casual,jack,t2
-47.88683025,-34.61484203,-69.34651296,-45.43684945,9.425500774009548,120.00000000000001,1,amplitudes,en,casual,jack,t2
-46.80366549625,-33.71400011,-66.47970948,-42.674339945,9.479183949777296,125.00000000000001,0,amplitudes,en,casual,jack,t2
-52.67523280212767,-37.93001052,-68.23183982,-50.12145819,10.25531181370713,130.0,0,amplitudes,en,casual,jack,t2
-47.07833031617022,-35.41663611,-67.4365744,-42.949883,9.833348113350922,135.0,1,amplitudes,en,casual,jack,t2
-48.90098094978723,-37.31992363,-65.99651018,-45.84613682,8.63743058349859,140.0,0,amplitudes,en,casual,jack,t2
-43.16044363291667,-35.99424617,-58.22096023,-42.021489945,4.885082258187942,145.0,0,amplitudes,en,casual,jack,t2
-45.52827551382979,-35.97065757,-64.82814329,-41.7042195,9.0996833929989,150.0,0,amplitudes,en,casual,jack,t2
-49.56085010361702,-37.18102852,-67.35935792,-47.85839099,8.975943321538717,155.0,1,amplitudes,en,casual,jack,t2
-47.501354602553185,-35.3375003,-68.3854286,-43.48856808,10.145220219624228,160.0,0,amplitudes,en,casual,jack,t2
-65.966916864,-56.21979135,-70.69490109,-66.598206215,3.3608642306450696,165.0,1,amplitudes,en,casual,jack,t2
-51.289997084666666,-37.47662405,-72.31488387,-48.49607328,9.988255744508011,0.0,2,amplitudes,ch,casual,jack,t2
-46.456177796304345,-34.02380365,-66.79494745,-43.656521465,9.017561835917382,5.0,1,amplitudes,ch,casual,jack,t2
-47.574941363125,-34.49151153,-65.06346922,-44.57656629,8.412266593855206,10.0,0,amplitudes,ch,casual,jack,t2
-49.816157576808514,-39.14628437,-66.61069521,-47.10395483,8.352188130431976,15.000000000000002,0,amplitudes,ch,casual,jack,t2
-49.798053275,-34.48073001,-65.81273105,-45.26262783,9.339393131553171,20.0,0,amplitudes,ch,casual,jack,t2
-45.35614832872341,-36.05203621,-68.62766913,-42.8892864,7.920995827576761,25.0,0,amplitudes,ch,casual,jack,t2
-49.004603460851065,-36.70140126,-70.31656552,-44.22976477,10.549611821526913,30.000000000000004,1,amplitudes,ch,casual,jack,t2
-44.168260589782605,-34.00043169,-69.43473747,-41.47412189,8.995711242511677,35.0,1,amplitudes,ch,casual,jack,t2
-49.01852492319149,-33.71427823,-67.55938507,-45.18266375,10.34888920561952,40.0,1,amplitudes,ch,casual,jack,t2
-49.98095043957447,-35.33746568,-70.54526876,-44.68790339,12.334442659754261,45.0,1,amplitudes,ch,casual,jack,t2
-46.43226576804348,-34.83079844,-68.03077037,-42.749405769999996,9.766149572351177,50.0,1,amplitudes,ch,casual,jack,t2
-50.025226329166664,-36.38118246,-68.2454638,-46.780259834999995,9.459964668811972,55.0,0,amplitudes,ch,casual,jack,t2
-45.11238235956522,-34.0399595,-70.04627241,-42.63803912,10.07363042682924,60.00000000000001,1,amplitudes,ch,casual,jack,t2
-48.268075021276594,-36.59436448,-67.77814561,-43.54372684,10.01699870829561,65.0,1,amplitudes,ch,casual,jack,t2
-49.13770617,-34.87214822,-68.91150876,-46.42206287,9.094177726722057,70.0,0,amplitudes,ch,casual,jack,t2
-45.950387677083334,-33.44628533,-68.58673487,-41.407009795,11.181518086123496,75.0,0,amplitudes,ch,casual,jack,t2
-45.56555332086956,-34.23717718,-66.52433578,-43.022389625,8.43577936668814,80.0,1,amplitudes,ch,casual,jack,t2
-44.75504731297872,-35.22741924,-69.32096041,-40.58041385,9.766366598147624,85.0,1,amplitudes,ch,casual,jack,t2
-48.925770415625,-35.74589178,-69.76975155,-45.157263764999996,10.439059440721598,90.0,0,amplitudes,ch,casual,jack,t2
-47.958449924893614,-35.15137973,-68.47695796,-44.2188251,10.446045525018588,95.0,0,amplitudes,ch,casual,jack,t2
-49.846780246808514,-36.730153,-70.6994822,-46.29266746,10.379428635072891,100.0,1,amplitudes,ch,casual,jack,t2
-47.11594436391304,-33.23978299,-67.8938762,-44.121602589999995,9.975647566581909,105.0,1,amplitudes,ch,casual,jack,t2
-47.736827624680856,-35.20136026,-69.12894135,-44.97523217,9.744928683151736,110.0,1,amplitudes,ch,casual,jack,t2
-47.80662679297872,-33.37089736,-67.68700997,-44.52653827,9.307243742065575,115.00000000000001,0,amplitudes,ch,casual,jack,t2
-44.69733160395833,-28.77610274,-66.52425765,-39.883196940000005,11.048938166985021,120.00000000000001,0,amplitudes,ch,casual,jack,t2
-59.09427083242424,-37.55826133,-68.8776573,-66.14008708,11.732557100679129,125.00000000000001,1,amplitudes,ch,casual,jack,t2
-54.05737427348837,-38.48395906,-70.05623185,-52.3717967,12.426804155826005,0.0,4,amplitudes,ch,casual,jack,t4
-47.73508836659574,-37.06228465,-68.18074412,-43.87872092,9.36966721270791,5.0,0,amplitudes,ch,casual,jack,t4
-50.07956662520834,-38.06594867,-68.09728103,-46.44298921,9.28224706496828,10.0,0,amplitudes,ch,casual,jack,t4
-48.22380023191489,-38.2474041,-67.08220938,-45.05356742,8.714323183861799,15.000000000000002,0,amplitudes,ch,casual,jack,t4
-51.165485704374994,-34.55022055,-68.10426231,-46.690977114999995,10.454487796350746,20.0,0,amplitudes,ch,casual,jack,t4
-46.90631258088889,-34.37440455,-64.9230798,-43.54180058,9.556160362155724,25.0,2,amplitudes,ch,casual,jack,t4
-47.62227087333333,-37.80093216,-66.58038728,-45.0020977,8.134205326576996,30.000000000000004,0,amplitudes,ch,casual,jack,t4
-46.69558791847827,-33.95196018,-69.51137074,-42.59573084,10.293536969054985,35.0,1,amplitudes,ch,casual,jack,t4
-49.16938783851064,-34.06204788,-69.33379939,-43.85226764,11.597619291469652,40.0,1,amplitudes,ch,casual,jack,t4
-47.122168217826086,-36.2590491,-66.1617281,-44.633389195,7.39678727621107,45.0,1,amplitudes,ch,casual,jack,t4
-47.828304135416666,-37.09993405,-68.80905953,-44.397971705,10.055082035794772,50.0,0,amplitudes,ch,casual,jack,t4
-49.235038591956524,-36.34544474,-70.10239289,-44.60789479,10.646248772753014,55.0,1,amplitudes,ch,casual,jack,t4
-46.68891721173913,-34.61303431,-68.52907403,-42.28737058,9.829723272062566,60.00000000000001,2,amplitudes,ch,casual,jack,t4
-48.32705353673913,-32.99253596,-67.07507109,-45.624701955,10.908227938865299,65.0,1,amplitudes,ch,casual,jack,t4
-46.494486987916666,-34.89358447,-66.78822423,-43.62386418,8.641529701491152,70.0,0,amplitudes,ch,casual,jack,t4
-51.77752201659574,-33.98561962,-69.18982978,-51.41787874,10.980288585086345,75.0,1,amplitudes,ch,casual,jack,t4
-50.98194999717391,-35.30632601,-67.8214876,-46.3149506,10.725891227976268,80.0,1,amplitudes,ch,casual,jack,t4
-45.30142644978723,-33.65566342,-68.48184779,-40.91472079,9.827700084864107,85.0,1,amplitudes,ch,casual,jack,t4
-50.68889726108696,-36.72113181,-67.31027436,-46.836475445000005,10.410760498325464,90.0,1,amplitudes,ch,casual,jack,t4
-48.43058362583333,-34.89576949,-70.16931066,-43.96949535,10.893107496827458,95.0,0,amplitudes,ch,casual,jack,t4
-49.68001083170213,-36.80232191,-68.92172439,-44.99818396,10.561727672780851,100.0,0,amplitudes,ch,casual,jack,t4
-43.87588910702128,-32.91196618,-66.11180709,-40.19528981,9.30697252159443,105.0,1,amplitudes,ch,casual,jack,t4
-59.585384075625,-38.69718547,-69.4512431,-65.064860635,10.833590821905482,110.0,1,amplitudes,ch,casual,jack,t4
-52.18735283111111,-35.39797415,-70.88580134,-46.5021478,12.558990337377612,0.0,2,amplitudes,ch,casual,jack,t3
-45.48899027382979,-34.16250663,-66.15446692,-42.25394366,9.303727661422002,5.0,1,amplitudes,ch,casual,jack,t3
-45.224283727659575,-33.55724998,-65.24112734,-40.56546229,10.68854678950403,10.0,1,amplitudes,ch,casual,jack,t3
-47.62564835777778,-32.94070395,-63.84576086,-45.03835652,9.103850330740977,15.000000000000002,2,amplitudes,ch,casual,jack,t3
-40.27167088645833,-30.59700081,-60.86055229,-39.33536704,6.408485896080582,20.0,0,amplitudes,ch,casual,jack,t3
-43.35199021404255,-30.44982474,-64.62878204,-39.24166132,11.427202477898854,25.0,0,amplitudes,ch,casual,jack,t3
-49.87966592729166,-33.31100822,-68.49196783,-45.827364545,11.98003747992979,30.000000000000004,0,amplitudes,ch,casual,jack,t3
-41.72639886425532,-30.03044488,-65.82874312,-38.89025531,8.787971568301858,35.0,0,amplitudes,ch,casual,jack,t3
-47.963933194042546,-34.21238231,-68.32668888,-41.81176624,12.155873627008228,40.0,1,amplitudes,ch,casual,jack,t3
-45.411309002765954,-30.24731017,-67.43082829,-41.3234012,11.231014163080609,45.0,0,amplitudes,ch,casual,jack,t3
-45.31931760187501,-30.66893687,-67.15748037,-39.63703349,11.25544776928717,50.0,0,amplitudes,ch,casual,jack,t3
-43.31163591369565,-32.20307783,-65.4693605,-40.138300765,9.10528434260082,55.0,1,amplitudes,ch,casual,jack,t3
-47.347966875625,-29.2036545,-66.89738913,-44.679775485,11.511881453337423,60.00000000000001,0,amplitudes,ch,casual,jack,t3
-46.21835543170213,-32.87773755,-67.33316573,-41.91319685,11.85859888808828,65.0,0,amplitudes,ch,casual,jack,t3
-47.13326049913043,-31.7793521,-68.78071047,-42.552211670000005,12.378519644045797,70.0,2,amplitudes,ch,casual,jack,t3
-46.06467749042553,-31.88119183,-67.45620332,-43.08455845,10.830091594597562,75.0,1,amplitudes,ch,casual,jack,t3
-45.552396076382976,-30.02354326,-69.87755066,-39.56714908,12.86182888098049,80.0,0,amplitudes,ch,casual,jack,t3
-49.54199107708333,-34.50131169,-67.48503539,-44.45468092,10.505306030559922,85.0,0,amplitudes,ch,casual,jack,t3
-42.0717956112766,-31.40396604,-67.09212039,-38.1945326,10.54124552001365,90.0,0,amplitudes,ch,casual,jack,t3
-46.01926802361702,-32.36891472,-66.03453495,-41.29131477,10.590245707328373,95.0,0,amplitudes,ch,casual,jack,t3
-44.73264129978261,-32.48645536,-68.40330189,-41.19249586,10.706100232565303,100.0,2,amplitudes,ch,casual,jack,t3
-44.70252265914894,-30.05524168,-67.79544273,-40.47596021,11.14414965818552,105.0,0,amplitudes,ch,casual,jack,t3
-45.343983634375,-32.8798516,-66.53172234,-40.034274925,10.876408286391339,110.0,0,amplitudes,ch,casual,jack,t3
-44.886033913913046,-32.39071721,-67.58073058,-41.94642419,9.824867204690598,115.00000000000001,1,amplitudes,ch,casual,jack,t3
-45.37197708604166,-30.83152454,-70.58100179,-41.49313258,11.301047911072242,120.00000000000001,0,amplitudes,ch,casual,jack,t3
-44.21275374229166,-31.19202007,-65.437855,-41.759687315,10.33548684072438,125.00000000000001,0,amplitudes,ch,casual,jack,t3
-45.9548299919149,-35.09335075,-65.46215684,-42.95171831,9.368394058635005,130.0,0,amplitudes,ch,casual,jack,t3
-44.68538981212767,-32.57864425,-65.1512826,-39.96489005,11.686887863260583,135.0,1,amplitudes,ch,casual,jack,t3
-44.84879336744681,-31.99854509,-62.41270003,-40.88529052,9.851349567540831,140.0,0,amplitudes,ch,casual,jack,t3
-42.887485385,-32.01702095,-60.12167251,-40.969085989999996,7.965725636195644,145.0,2,amplitudes,ch,casual,jack,t3
-48.62812809106383,-31.67115825,-67.01227132,-46.0304232,12.773738924604032,150.0,0,amplitudes,ch,casual,jack,t3
-42.05380454,-31.11444061,-64.60032069,-39.20665082,9.201688996719069,155.0,0,amplitudes,ch,casual,jack,t3
-44.35768699531914,-30.49698261,-65.49683724,-41.49868841,9.559966183387203,160.0,1,amplitudes,ch,casual,jack,t3
-43.785852806808506,-31.01617186,-63.11971962,-40.9785032,9.488597007159342,165.0,0,amplitudes,ch,casual,jack,t3
-45.27309023708333,-33.90062519,-64.01630853,-40.463260680000005,9.32538749214972,170.0,0,amplitudes,ch,casual,jack,t3
-47.85668922723404,-33.30789873,-63.28077469,-44.6316806,10.484965869012687,175.0,0,amplitudes,ch,casual,jack,t3
-43.820329568958336,-32.76692896,-67.10738386,-40.401170425000004,9.492474437641349,180.0,0,amplitudes,ch,casual,jack,t3
-43.00918788957447,-31.42394167,-63.31865849,-40.77855137,8.638024254221547,185.0,0,amplitudes,ch,casual,jack,t3
-43.044724272978726,-31.51065207,-66.67096664,-39.28792844,9.574601310167026,190.0,0,amplitudes,ch,casual,jack,t3
-49.6296763375,-33.56482453,-67.81204057,-46.999798549999994,11.121487964697245,195.0,0,amplitudes,ch,casual,jack,t3
-44.0916675,-33.04603878,-66.9326976,-39.48007728,10.61591478390143,200.0,0,amplitudes,ch,casual,jack,t3
-43.8991934619149,-32.57861627,-67.03778514,-41.94906337,8.228299600514138,205.0,1,amplitudes,ch,casual,jack,t3
-49.76102775826087,-30.3835482,-71.26130274,-42.989940835,13.360471542395347,210.0,1,amplitudes,ch,casual,jack,t3
-45.452170665416666,-34.14298654,-62.16840999,-43.81058077,8.148828967823077,215.0,0,amplitudes,ch,casual,jack,t3
-46.83119980826087,-34.47427328,-67.18525391,-42.97939687,9.290637205004867,220.0,1,amplitudes,ch,casual,jack,t3
-44.86391672395833,-32.92707629,-64.39617788,-41.26372781,10.421974522297063,225.0,0,amplitudes,ch,casual,jack,t3
-52.87483475666667,-34.87383722,-64.46267938,-55.9939469,9.278439620016961,230.00000000000003,0,amplitudes,ch,casual,jack,t3
-58.335931504090915,-38.87773518,-69.44583242,-64.22395595,9.87586761553789,0.0,3,amplitudes,ch,bus,jack,t1
-49.791449623125004,-40.56190637,-69.19278086,-48.48441626,6.502736816556075,5.0,0,amplitudes,ch,bus,jack,t1
-51.89924203456521,-41.13518697,-66.29264847,-50.366162085,7.303920093569253,10.0,1,amplitudes,ch,bus,jack,t1
-53.19082194791667,-38.85705182,-70.19095577,-49.376792135,9.336617362993646,15.000000000000002,0,amplitudes,ch,bus,jack,t1
-52.405515048958335,-43.05821267,-69.50422155,-50.205791415,7.449485286284932,20.0,0,amplitudes,ch,bus,jack,t1
-54.99628904978261,-41.00591017,-69.70057795,-53.49936497,9.185390509565424,25.0,1,amplitudes,ch,bus,jack,t1
-50.958197267083335,-40.31734542,-69.82450011,-49.2755087,7.907249553886092,30.000000000000004,0,amplitudes,ch,bus,jack,t1
-53.461944447021274,-39.537541,-70.33351475,-50.97162044,9.451654141727973,35.0,0,amplitudes,ch,bus,jack,t1
-53.146094931875005,-40.18369873,-69.19183414,-50.404105005000005,9.352702370190642,40.0,0,amplitudes,ch,bus,jack,t1
-53.45223169744681,-39.11080941,-71.33729454,-50.72297532,9.714566346619957,45.0,0,amplitudes,ch,bus,jack,t1
-53.478886390625,-39.17252486,-70.712645,-50.287097994999996,9.234504985673455,50.0,0,amplitudes,ch,bus,jack,t1
-52.05422615369565,-39.98662041,-71.14129913,-49.27212642,8.753450875378109,55.0,1,amplitudes,ch,bus,jack,t1
-52.665575959555554,-39.05728753,-67.78602127,-50.59185987,7.963775207894045,60.00000000000001,2,amplitudes,ch,bus,jack,t1
-53.219006540416665,-38.54466929,-69.38278646,-49.572961219999996,10.781207584739233,65.0,0,amplitudes,ch,bus,jack,t1
-51.05500795652174,-38.55848998,-71.78904354,-48.560750490000004,8.554238922186343,70.0,2,amplitudes,ch,bus,jack,t1
-55.6529638493617,-39.42637754,-70.58576878,-52.71862542,10.473404763274432,75.0,0,amplitudes,ch,bus,jack,t1
-50.16071370787233,-37.88502078,-70.70037255,-46.64613905,9.581346079739658,80.0,1,amplitudes,ch,bus,jack,t1
-50.80550723021277,-35.33095143,-68.60757237,-47.05121044,9.363490646183108,85.0,0,amplitudes,ch,bus,jack,t1
-54.92966728416667,-42.42640554,-71.16373946,-52.48288388,9.358656291538145,90.0,0,amplitudes,ch,bus,jack,t1
-52.96076160148936,-37.15208574,-69.26075454,-50.9515665,9.231706247416994,95.0,1,amplitudes,ch,bus,jack,t1
-52.61222619340426,-37.91190735,-67.35583329,-49.65865544,9.102531790464404,100.0,0,amplitudes,ch,bus,jack,t1
-54.00749002395833,-38.12316475,-69.84731745,-53.243174425,9.678753600032255,105.0,0,amplitudes,ch,bus,jack,t1
-50.56502309145833,-37.86692432,-68.6392943,-48.356901179999994,8.719434109473038,110.0,0,amplitudes,ch,bus,jack,t1
-51.78572307851064,-40.18504578,-69.49442437,-51.65967455,7.684363041162372,115.00000000000001,0,amplitudes,ch,bus,jack,t1
-54.036242475,-40.03776225,-69.29681634,-51.26234486,8.284169663991024,120.00000000000001,0,amplitudes,ch,bus,jack,t1
-54.76117423043478,-37.42277308,-70.93341103,-52.7087401,10.934510592226294,125.00000000000001,2,amplitudes,ch,bus,jack,t1
-51.531833505531914,-37.85313336,-68.92166894,-49.39067715,9.046556838001017,130.0,0,amplitudes,ch,bus,jack,t1
-50.239565693478255,-39.87266073,-68.90014981,-47.54341059,8.706028476754348,135.0,2,amplitudes,ch,bus,jack,t1
-51.66858988177778,-40.36600334,-68.46177623,-49.57505939,7.226251963455559,140.0,2,amplitudes,ch,bus,jack,t1
-53.47191265702128,-38.86348002,-69.89261634,-51.53922305,9.416968475559148,145.0,1,amplitudes,ch,bus,jack,t1
-50.56423431106383,-41.52264115,-68.97936412,-47.53880778,8.74517760869631,150.0,0,amplitudes,ch,bus,jack,t1
-52.36044715229167,-39.47158552,-71.04683268,-48.48412872,10.013186102509366,155.0,0,amplitudes,ch,bus,jack,t1
-50.56365433391304,-39.36826388,-67.9330643,-47.502097375000005,8.81209792436108,160.0,1,amplitudes,ch,bus,jack,t1
-54.27391459395833,-40.78234323,-70.82883947,-50.203288545,10.423099688218022,165.0,0,amplitudes,ch,bus,jack,t1
-64.8886519862963,-45.77631118,-70.38229977,-66.76433076,5.593502650454519,170.0,0,amplitudes,ch,bus,jack,t1
-51.84002629586956,-35.07236646,-66.8480774,-50.104960934999994,9.958853407323986,0.0,2,amplitudes,en,bus,jack,t3
-46.67572256765958,-37.39231498,-59.60700158,-44.3669529,6.192963933400908,5.0,0,amplitudes,en,bus,jack,t3
-51.03720582404255,-38.80554729,-69.30812582,-50.23176063,8.583834151933722,10.0,1,amplitudes,en,bus,jack,t3
-51.184821203333335,-36.98406966,-70.26559968,-47.670688645,9.90690010694284,15.000000000000002,0,amplitudes,en,bus,jack,t3
-48.555052707826086,-38.74293944,-66.2666661,-47.291225365,7.1424492436554265,20.0,1,amplitudes,en,bus,jack,t3
-50.76930525319149,-39.29050252,-69.80190104,-48.57423127,7.337667350400544,25.0,1,amplitudes,en,bus,jack,t3
-51.62947290586956,-39.06933587,-71.78326315,-48.514747025000005,9.588093054694435,30.000000000000004,1,amplitudes,en,bus,jack,t3
-49.36276939765958,-40.4153438,-64.25318814,-47.03404678,6.475382777342373,35.0,1,amplitudes,en,bus,jack,t3
-52.56897090354167,-36.80985467,-69.16454242,-49.936869025,9.80409990857828,40.0,0,amplitudes,en,bus,jack,t3
-51.03228490478261,-40.39478504,-67.75625204,-48.704812495,7.887311104696875,45.0,1,amplitudes,en,bus,jack,t3
-49.88883496229167,-39.42323202,-66.97260655,-46.69284468,8.261948921662473,50.0,0,amplitudes,en,bus,jack,t3
-50.47013450340425,-40.94723097,-65.57354021,-48.11169816,6.834029578246755,55.0,0,amplitudes,en,bus,jack,t3
-52.08776016425532,-39.17095233,-67.16749992,-49.43817278,9.54211436381971,60.00000000000001,0,amplitudes,en,bus,jack,t3
