"event","experiment time","system time","system time text"
"START",0.000000000E0,1717598325.252,"2024-06-05 16:38:45.252 UTC+02:00"
"PAUSE",1.602000102E2,1717598485.452,"2024-06-05 16:41:25.452 UTC+02:00"
