"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717591622104750E9,"2024-06-05 14:47:02.105 UTC+02:00"
"PAUSE",1.738330879583373E2,1.717591795934679E9,"2024-06-05 14:49:55.935 UTC+02:00"
