"event","experiment time","system time","system time text"
"START",0.000000000E0,1717751443.530,"2024-06-07 11:10:43.530 UTC+02:00"
"PAUSE",2.723941268E2,1717751715.924,"2024-06-07 11:15:15.924 UTC+02:00"
