"Time (ms)","Recording (a.u.)"
0.000000000E0,1.242065430E-2
2.083767452E-2,-1.071166992E-2
4.167534903E-2,9.643554688E-3
6.251302355E-2,-5.371093750E-3
8.335069806E-2,7.934570312E-4
1.041883726E-1,4.608154297E-3
1.250260471E-1,-8.514404297E-3
1.458637216E-1,1.144409180E-2
1.667013961E-1,-1.135253906E-2
1.875390706E-1,1.107788086E-2
2.083767452E-1,-7.202148438E-3
2.292144197E-1,3.417968750E-3
2.500520942E-1,1.342773438E-3
2.708897687E-1,-5.645751953E-3
2.917274432E-1,1.000976562E-2
3.125651177E-1,-1.138305664E-2
3.334027922E-1,1.315307617E-2
3.542404668E-1,-9.521484375E-3
3.750781413E-1,6.256103516E-3
3.959158158E-1,-8.544921875E-4
4.167534903E-1,-2.777099609E-3
4.375911648E-1,8.483886719E-3
4.584288393E-1,-1.058959961E-2
4.792665139E-1,1.260375977E-2
5.001041884E-1,-1.040649414E-2
5.209418629E-1,9.094238281E-3
5.417795374E-1,-4.486083984E-3
5.626172119E-1,-3.967285156E-4
5.834548864E-1,5.371093750E-3
6.042925610E-1,-9.613037109E-3
6.251302355E-1,1.159667969E-2
6.459679100E-1,-1.110839844E-2
6.668055845E-1,1.138305664E-2
6.876432590E-1,-6.317138672E-3
7.084809335E-1,3.082275391E-3
7.293186080E-1,3.570556641E-3
7.501562826E-1,-5.523681641E-3
7.709939571E-1,1.058959961E-2
7.918316316E-1,-1.245117188E-2
8.126693061E-1,1.208496094E-2
8.335069806E-1,-8.483886719E-3
8.543446551E-1,5.340576172E-3
8.751823297E-1,8.850097656E-4
8.960200042E-1,-3.784179688E-3
9.168576787E-1,1.043701172E-2
9.376953532E-1,-1.034545898E-2
9.585330277E-1,1.229858398E-2
9.793707022E-1,-1.089477539E-2
1.000208377E0,7.446289062E-3
1.021046051E0,-3.143310547E-3
1.041883726E0,-9.460449219E-4
1.062721400E0,6.408691406E-3
1.083559075E0,-9.521484375E-3
1.104396749E0,1.187133789E-2
1.125234424E0,-1.187133789E-2
1.146072098E0,9.246826172E-3
1.166909773E0,-5.706787109E-3
1.187747447E0,1.922607422E-3
1.208585122E0,4.211425781E-3
1.229422796E0,-7.995605469E-3
1.250260471E0,1.177978516E-2
1.271098145E0,-1.181030273E-2
1.291935820E0,1.123046875E-2
1.312773494E0,-7.019042969E-3
1.333611169E0,4.669189453E-3
1.354448844E0,1.495361328E-3
1.375286518E0,-4.089355469E-3
1.396124193E0,1.000976562E-2
1.416961867E0,-1.144409180E-2
1.437799542E0,1.245117188E-2
1.458637216E0,-9.185791016E-3
1.479474891E0,7.934570312E-3
1.500312565E0,-6.713867188E-4
1.521150240E0,-1.892089844E-3
1.541987914E0,7.324218750E-3
1.562825589E0,-1.010131836E-2
1.583663263E0,1.239013672E-2
1.604500938E0,-1.031494141E-2
1.625338612E0,9.185791016E-3
1.646176287E0,-4.241943359E-3
1.667013961E0,1.434326172E-3
1.687851636E0,4.516601562E-3
1.708689310E0,-8.209228516E-3
1.729526985E0,1.181030273E-2
1.750364659E0,-1.104736328E-2
1.771202334E0,1.107788086E-2
1.792040008E0,-6.561279297E-3
1.812877683E0,3.967285156E-3
1.833715357E0,2.929687500E-3
1.854553032E0,-6.896972656E-3
1.875390706E0,9.857177734E-3
1.896228381E0,-1.062011719E-2
1.917066055E0,1.208496094E-2
1.937903730E0,-9.277343750E-3
1.958741404E0,7.507324219E-3
1.979579079E0,6.713867188E-4
2.000416753E0,-3.417968750E-3
2.021254428E0,8.026123047E-3
2.042092103E0,-1.043701172E-2
2.062929777E0,1.168823242E-2
2.083767452E0,-1.013183594E-2
2.104605126E0,8.728027344E-3
2.125442801E0,-2.502441406E-3
2.146280475E0,-2.441406250E-4
2.167118150E0,5.676269531E-3
2.187955824E0,-8.056640625E-3
2.208793499E0,1.211547852E-2
2.229631173E0,-1.083374023E-2
2.250468848E0,1.083374023E-2
2.271306522E0,-5.462646484E-3
2.292144197E0,2.868652344E-3
2.312981871E0,3.723144531E-3
2.333819546E0,-6.683349609E-3
2.354657220E0,1.049804688E-2
2.375494895E0,-1.129150391E-2
2.396332569E0,1.208496094E-2
2.417170244E0,-7.781982422E-3
2.438007918E0,5.676269531E-3
2.458845593E0,8.850097656E-4
2.479683267E0,-4.180908203E-3
2.500520942E0,8.636474609E-3
2.521358616E0,-1.123046875E-2
2.542196291E0,1.205444336E-2
2.563033965E0,-9.185791016E-3
2.583871640E0,7.202148438E-3
2.604709314E0,-2.777099609E-3
2.625546989E0,-1.098632812E-3
2.646384663E0,6.134033203E-3
2.667222338E0,-9.857177734E-3
2.688060013E0,1.107788086E-2
2.708897687E0,-1.141357422E-2
2.729735362E0,1.004028320E-2
2.750573036E0,-6.408691406E-3
2.771410711E0,8.850097656E-4
2.792248385E0,4.486083984E-3
2.813086060E0,-6.927490234E-3
2.833923734E0,1.004028320E-2
2.854761409E0,-1.239013672E-2
2.875599083E0,9.948730469E-3
2.896436758E0,-8.728027344E-3
2.917274432E0,3.753662109E-3
2.938112107E0,8.850097656E-4
2.958949781E0,-4.638671875E-3
2.979787456E0,1.040649414E-2
3.000625130E0,-1.141357422E-2
3.021462805E0,1.138305664E-2
3.042300479E0,-9.765625000E-3
3.063138154E0,6.561279297E-3
3.083975828E0,-3.265380859E-3
3.104813503E0,-2.899169922E-3
3.125651177E0,7.415771484E-3
3.146488852E0,-1.065063477E-2
3.167326526E0,1.187133789E-2
3.188164201E0,-1.153564453E-2
3.209001875E0,7.995605469E-3
3.229839550E0,-4.730224609E-3
3.250677224E0,-5.187988281E-4
3.271514899E0,4.211425781E-3
3.292352573E0,-8.941650391E-3
3.313190248E0,1.013183594E-2
3.334027922E0,-1.373291016E-2
3.354865597E0,9.094238281E-3
3.375703272E0,-7.965087891E-3
3.396540946E0,2.777099609E-3
3.417378621E0,3.967285156E-4
3.438216295E0,-7.537841797E-3
3.459053970E0,9.582519531E-3
3.479891644E0,-1.324462891E-2
3.500729319E0,1.043701172E-2
3.521566993E0,-1.016235352E-2
3.542404668E0,3.814697266E-3
3.563242342E0,-3.479003906E-3
3.584080017E0,-5.493164062E-3
3.604917691E0,7.110595703E-3
3.625755366E0,-1.239013672E-2
3.646593040E0,1.116943359E-2
3.667430715E0,-1.208496094E-2
3.688268389E0,6.561279297E-3
3.709106064E0,-5.493164062E-3
3.729943738E0,-2.777099609E-3
3.750781413E0,3.997802734E-3
3.771619087E0,-1.101684570E-2
3.792456762E0,1.049804688E-2
3.813294436E0,-1.312255859E-2
3.834132111E0,9.033203125E-3
3.854969785E0,-8.636474609E-3
3.875807460E0,7.934570312E-4
3.896645134E0,1.892089844E-3
3.917482809E0,-9.002685547E-3
3.938320483E0,9.368896484E-3
3.959158158E0,-1.388549805E-2
3.979995832E0,9.674072266E-3
4.000833507E0,-9.704589844E-3
4.021671181E0,3.326416016E-3
4.042508856E0,-1.312255859E-3
4.063346531E0,-5.462646484E-3
4.084184205E0,7.720947266E-3
4.105021880E0,-1.303100586E-2
4.125859554E0,1.144409180E-2
4.146697229E0,-1.144409180E-2
4.167534903E0,7.446289062E-3
4.188372578E0,-4.058837891E-3
4.209210252E0,-3.723144531E-3
4.230047927E0,5.065917969E-3
4.250885601E0,-1.177978516E-2
4.271723276E0,1.080322266E-2
4.292560950E0,-1.394653320E-2
4.313398625E0,9.338378906E-3
4.334236299E0,-6.256103516E-3
4.355073974E0,2.136230469E-4
4.375911648E0,1.953125000E-3
4.396749323E0,-9.582519531E-3
4.417586997E0,1.022338867E-2
4.438424672E0,-1.406860352E-2
4.459262346E0,1.013183594E-2
4.480100021E0,-9.826660156E-3
4.500937695E0,2.319335938E-3
4.521775370E0,-4.577636719E-4
4.542613044E0,-6.408691406E-3
4.563450719E0,9.521484375E-3
4.584288393E0,-1.342773438E-2
4.605126068E0,1.156616211E-2
4.625963742E0,-1.174926758E-2
4.646801417E0,5.065917969E-3
4.667639091E0,-3.753662109E-3
4.688476766E0,-3.997802734E-3
4.709314441E0,7.263183594E-3
4.730152115E0,-1.202392578E-2
4.750989790E0,1.184082031E-2
4.771827464E0,-1.284790039E-2
4.792665139E0,7.904052734E-3
4.813502813E0,-6.195068359E-3
4.834340488E0,-4.577636719E-4
4.855178162E0,4.791259766E-3
4.876015837E0,-1.046752930E-2
4.896853511E0,1.123046875E-2
4.917691186E0,-1.309204102E-2
4.938528860E0,1.110839844E-2
4.959366535E0,-8.575439453E-3
4.980204209E0,2.532958984E-3
5.001041884E0,2.075195312E-3
5.021879558E0,-7.659912109E-3
5.042717233E0,1.034545898E-2
5.063554907E0,-1.196289062E-2
5.084392582E0,1.232910156E-2
5.105230256E0,-1.074218750E-2
5.126067931E0,5.645751953E-3
5.146905605E0,-1.159667969E-3
5.167743280E0,-4.455566406E-3
5.188580954E0,9.185791016E-3
5.209418629E0,-1.281738281E-2
5.230256303E0,1.300048828E-2
5.251093978E0,-1.162719727E-2
5.271931652E0,9.368896484E-3
5.292769327E0,-3.570556641E-3
5.313607001E0,-1.159667969E-3
5.334444676E0,6.927490234E-3
5.355282350E0,-1.055908203E-2
5.376120025E0,1.254272461E-2
5.396957700E0,-1.214599609E-2
5.417795374E0,1.141357422E-2
5.438633049E0,-6.011962891E-3
5.459470723E0,1.708984375E-3
5.480308398E0,4.974365234E-3
5.501146072E0,-7.904052734E-3
5.521983747E0,1.257324219E-2
5.542821421E0,-1.281738281E-2
5.563659096E0,1.260375977E-2
5.584496770E0,-8.941650391E-3
5.605334445E0,4.760742188E-3
5.626172119E0,9.765625000E-4
5.647009794E0,-5.187988281E-3
5.667847468E0,1.113891602E-2
5.688685143E0,-1.348876953E-2
5.709522817E0,1.428222656E-2
5.730360492E0,-1.077270508E-2
5.751198166E0,8.514404297E-3
5.772035841E0,-8.239746094E-4
5.792873515E0,-2.532958984E-3
5.813711190E0,8.636474609E-3
5.834548864E0,-1.119995117E-2
5.855386539E0,1.400756836E-2
5.876224213E0,-1.181030273E-2
5.897061888E0,1.101684570E-2
5.917899562E0,-4.974365234E-3
5.938737237E0,1.129150391E-3
5.959574911E0,6.683349609E-3
5.980412586E0,-9.033203125E-3
6.001250260E0,1.394653320E-2
6.022087935E0,-1.208496094E-2
6.042925610E0,1.245117188E-2
6.063763284E0,-7.751464844E-3
6.084600959E0,4.333496094E-3
6.105438633E0,3.234863281E-3
6.126276308E0,-7.049560547E-3
6.147113982E0,1.208496094E-2
6.167951657E0,-1.235961914E-2
6.188789331E0,1.385498047E-2
6.209627006E0,-1.086425781E-2
6.230464680E0,6.805419922E-3
6.251302355E0,8.239746094E-4
6.272140029E0,-3.997802734E-3
6.292977704E0,1.000976562E-2
6.313815378E0,-1.223754883E-2
6.334653053E0,1.391601562E-2
6.355490727E0,-1.214599609E-2
6.376328402E0,9.277343750E-3
6.397166076E0,-4.089355469E-3
6.418003751E0,-2.441406250E-4
6.438841425E0,7.446289062E-3
6.459679100E0,-1.171875000E-2
6.480516774E0,1.416015625E-2
6.501354449E0,-1.354980469E-2
6.522192123E0,1.327514648E-2
6.543029798E0,-6.774902344E-3
6.563867472E0,2.288818359E-3
6.584705147E0,4.150390625E-3
6.605542821E0,-8.361816406E-3
6.626380496E0,1.257324219E-2
6.647218170E0,-1.400756836E-2
6.668055845E0,1.342773438E-2
6.688893519E0,-9.765625000E-3
6.709731194E0,4.669189453E-3
6.730568869E0,-7.019042969E-4
6.751406543E0,-6.134033203E-3
6.772244218E0,1.101684570E-2
6.793081892E0,-1.412963867E-2
6.813919567E0,1.303100586E-2
6.834757241E0,-1.324462891E-2
6.855594916E0,8.392333984E-3
6.876432590E0,-3.204345703E-3
6.897270265E0,-4.180908203E-3
6.918107939E0,7.812500000E-3
6.938945614E0,-1.263427734E-2
6.959783288E0,1.266479492E-2
6.980620963E0,-1.605224609E-2
7.001458637E0,9.643554688E-3
7.022296312E0,-6.500244141E-3
7.043133986E0,-4.882812500E-4
7.063971661E0,5.310058594E-3
7.084809335E0,-1.095581055E-2
7.105647010E0,1.248168945E-2
7.126484684E0,-1.544189453E-2
7.147322359E0,1.144409180E-2
7.168160033E0,-9.887695312E-3
7.188997708E0,2.471923828E-3
7.209835382E0,1.739501953E-3
7.230673057E0,-7.751464844E-3
7.251510731E0,1.211547852E-2
7.272348406E0,-1.495361328E-2
7.293186080E0,1.367187500E-2
7.314023755E0,-1.278686523E-2
7.334861429E0,5.004882812E-3
7.355699104E0,-1.892089844E-3
