"Delay (ms)","Autocorrelation (a.u.)"
0.000000000E0,1.175530022E-4
2.083767452E-2,-1.058132205E-4
4.167534903E-2,7.936325648E-5
6.251302355E-2,-3.674123258E-5
8.335069806E-2,-9.612685568E-6
1.041883726E-1,5.675875626E-5
1.250260471E-1,-9.188048435E-5
1.458637216E-1,1.138877955E-4
1.667013961E-1,-1.140667999E-4
1.875390706E-1,9.746656430E-5
2.083767452E-1,-6.192096359E-5
2.292144197E-1,1.814905717E-5
2.500520942E-1,3.090615846E-5
2.708897687E-1,-7.261617192E-5
2.917274432E-1,1.040156129E-4
3.125651177E-1,-1.159080523E-4
3.334027922E-1,1.099465462E-4
3.542404668E-1,-8.360115928E-5
3.750781413E-1,4.481388854E-5
3.959158158E-1,3.280197780E-6
4.167534903E-1,-4.913694475E-5
4.375911648E-1,8.830472146E-5
4.584288393E-1,-1.109821873E-4
4.792665139E-1,1.162734976E-4
5.001041884E-1,-1.005049654E-4
5.209418629E-1,6.900474858E-5
5.417795374E-1,-2.454285645E-5
5.626172119E-1,-2.286237115E-5
5.834548864E-1,6.756645823E-5
6.042925610E-1,-9.973524277E-5
6.251302355E-1,1.159751471E-4
6.459679100E-1,-1.116917984E-4
6.668055845E-1,8.928714415E-5
6.876432590E-1,-5.098096503E-5
7.084809335E-1,4.752474418E-6
7.293186080E-1,4.295052790E-5
7.501562826E-1,-8.280389148E-5
7.709939571E-1,1.091050964E-4
7.918316316E-1,-1.165043633E-4
8.126693061E-1,1.045202850E-4
8.335069806E-1,-7.450969620E-5
8.543446551E-1,3.211101293E-5
8.751823297E-1,1.591853715E-5
8.960200042E-1,-6.110562704E-5
9.168576787E-1,9.604160031E-5
9.376953532E-1,-1.146353190E-4
9.585330277E-1,1.138537348E-4
9.793707022E-1,-9.375322957E-5
1.000208377E0,5.773060504E-5
1.021046051E0,-1.201032024E-5
1.041883726E0,-3.588216438E-5
1.062721400E0,7.753006257E-5
1.083559075E0,-1.062653942E-4
1.104396749E0,1.166856216E-4
1.125234424E0,-1.077018233E-4
1.146072098E0,8.005835469E-5
1.166909773E0,-3.926128127E-5
1.187747447E0,-8.624353751E-6
1.208585122E0,5.458110613E-5
1.229422796E0,-9.180459614E-5
1.250260471E0,1.129078975E-4
1.271098145E0,-1.154966823E-4
1.291935820E0,9.783792988E-5
1.312773494E0,-6.430782535E-5
1.333611169E0,1.914439840E-5
1.354448844E0,2.853015798E-5
1.375286518E0,-7.209827121E-5
1.396124193E0,1.027424649E-4
1.416961867E0,-1.166729345E-4
1.437799542E0,1.101217000E-4
1.458637216E0,-8.562443931E-5
1.479474891E0,4.587305773E-5
1.500312565E0,8.823873645E-7
1.521150240E0,-4.826990861E-5
1.541987914E0,8.671448897E-5
1.562825589E0,-1.112066288E-4
1.583663263E0,1.161254327E-4
1.604500938E0,-1.020838264E-4
1.625338612E0,7.002452039E-5
1.646176287E0,-2.682417117E-5
1.667013961E0,-2.167574840E-5
1.687851636E0,6.574079312E-5
1.708689310E0,-9.943043711E-5
1.729526985E0,1.155066762E-4
1.750364659E0,-1.127682229E-4
1.771202334E0,9.015628837E-5
1.792040008E0,-5.302091864E-5
1.812877683E0,6.151690711E-6
1.833715357E0,4.102811569E-5
1.854553032E0,-8.198566777E-5
1.875390706E0,1.083171365E-4
1.896228381E0,-1.170122460E-4
1.917066055E0,1.051801195E-4
1.937903730E0,-7.618946208E-5
1.958741404E0,3.364709429E-5
1.979579079E0,1.397881851E-5
2.000416753E0,-5.985132290E-5
2.021254428E0,9.496106865E-5
2.042092103E0,-1.145957366E-4
2.062929777E0,1.142052779E-4
2.083767452E0,-9.504951180E-5
2.104605126E0,5.922362206E-5
2.125442801E0,-1.387372427E-5
2.146280475E0,-3.432219204E-5
2.167118150E0,7.620369171E-5
2.187955824E0,-1.056517128E-4
2.208793499E0,1.167517174E-4
2.229631173E0,-1.084924412E-4
2.250468848E0,8.139872145E-5
2.271306522E0,-4.097436297E-5
2.292144197E0,-6.845625225E-6
2.312981871E0,5.308057959E-5
2.333819546E0,-9.072540644E-5
2.354657220E0,1.126061412E-4
2.375494895E0,-1.157682218E-4
2.396332569E0,9.897548105E-5
2.417170244E0,-6.573157044E-5
2.438007918E0,2.102433665E-5
2.458845593E0,2.692829275E-5
2.479683267E0,-7.062398265E-5
2.500520942E0,1.020446064E-4
2.521358616E0,-1.164812644E-4
2.542196291E0,1.108855011E-4
2.563033965E0,-8.674384040E-5
2.583871640E0,4.769339472E-5
2.604709314E0,-7.588814765E-7
2.625546989E0,-4.650415971E-5
2.646384663E0,8.567337628E-5
2.667222338E0,-1.105477255E-4
2.688060013E0,1.164681051E-4
2.708897687E0,-1.028492580E-4
2.729735362E0,7.160965486E-5
2.750573036E0,-2.842026443E-5
2.771410711E0,-1.975548226E-5
2.792248385E0,6.443045836E-5
2.813086060E0,-9.833249560E-5
2.833923734E0,1.153951470E-4
2.854761409E0,-1.131036728E-4
2.875599083E0,9.144672402E-5
2.896436758E0,-5.446200960E-5
2.917274432E0,8.104692009E-6
2.938112107E0,3.949876269E-5
2.958949781E0,-8.051372611E-5
2.979787456E0,1.077939312E-4
3.000625130E0,-1.169053869E-4
3.021462805E0,1.060590164E-4
3.042300479E0,-7.741488969E-5
3.063138154E0,3.548435244E-5
3.083975828E0,1.231820310E-5
3.104813503E0,-5.814274086E-5
3.125651177E0,9.401661574E-5
3.146488852E0,-1.140320489E-4
3.167326526E0,1.146794768E-4
3.188164201E0,-9.592399177E-5
3.209001875E0,6.084410523E-5
3.229839550E0,-1.557342151E-5
3.250677224E0,-3.245727478E-5
3.271514899E0,7.488191165E-5
3.292352573E0,-1.047237915E-4
