"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717595593751383E9,"2024-06-05 15:53:13.751 UTC+02:00"
"PAUSE",1.588312820417341E2,1.717595752578259E9,"2024-06-05 15:55:52.578 UTC+02:00"
