"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717590679934430E9,"2024-06-05 14:31:19.934 UTC+02:00"
"PAUSE",2.338945059999824E2,1.717590913826251E9,"2024-06-05 14:35:13.826 UTC+02:00"
"START",2.338945059999824E2,1.717591122136991E9,"2024-06-05 14:38:42.137 UTC+02:00"
"PAUSE",4.912943818750791E2,1.717591379533912E9,"2024-06-05 14:42:59.534 UTC+02:00"
"START",4.912943818750791E2,1.717591621835060E9,"2024-06-05 14:47:01.835 UTC+02:00"
"PAUSE",6.652908521250356E2,1.717591795829533E9,"2024-06-05 14:49:55.830 UTC+02:00"
