"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717592521144339E9,"2024-06-05 15:02:01.144 UTC+02:00"
"PAUSE",2.396497510416666E2,1.717592760789677E9,"2024-06-05 15:06:00.790 UTC+02:00"
