"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717583369492737E9,"2024-06-05 12:29:29.493 UTC+02:00"
"PAUSE",3.360567929153331E1,1.717583403097939E9,"2024-06-05 12:30:03.098 UTC+02:00"
"START",3.360567929153331E1,1.717583550906828E9,"2024-06-05 12:32:30.907 UTC+02:00"
"PAUSE",6.722896316647530E1,1.717583584529633E9,"2024-06-05 12:33:04.530 UTC+02:00"
