"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717600633751947E9,"2024-06-05 17:17:13.752 UTC+02:00"
"PAUSE",1.286661097917240E2,1.717600762417845E9,"2024-06-05 17:19:22.418 UTC+02:00"
