"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717583069369405E9,"2024-06-05 12:24:29.369 UTC+02:00"
"PAUSE",3.127490037516691E1,1.717583100643862E9,"2024-06-05 12:25:00.644 UTC+02:00"
