"Delay (ms)","Autocorrelation (a.u.)"
0.000000000E0,4.065659596E-7
2.083767452E-2,3.686537266E-7
4.167534903E-2,3.754478080E-7
6.251302355E-2,3.855634688E-7
8.335069806E-2,3.640428481E-7
1.041883726E-1,3.697162220E-7
1.250260471E-1,3.729072704E-7
1.458637216E-1,3.596214780E-7
1.667013961E-1,3.646833368E-7
1.875390706E-1,3.661386524E-7
2.083767452E-1,3.515454962E-7
2.292144197E-1,3.598555362E-7
2.500520942E-1,3.526316381E-7
2.708897687E-1,3.477656159E-7
2.917274432E-1,3.477186042E-7
3.125651177E-1,3.385827599E-7
3.334027922E-1,3.365008238E-7
3.542404668E-1,3.306777338E-7
3.750781413E-1,3.268726058E-7
3.959158158E-1,3.230358873E-7
4.167534903E-1,3.199704833E-7
4.375911648E-1,3.169184123E-7
4.584288393E-1,3.137543498E-7
4.792665139E-1,3.082342391E-7
5.001041884E-1,3.039368102E-7
5.209418629E-1,3.027566831E-7
5.417795374E-1,2.944817010E-7
5.626172119E-1,2.933591963E-7
5.834548864E-1,2.876924131E-7
6.042925610E-1,2.844322780E-7
6.251302355E-1,2.808318292E-7
6.459679100E-1,2.757318257E-7
6.668055845E-1,2.726235883E-7
6.876432590E-1,2.683883325E-7
7.084809335E-1,2.652393405E-7
7.293186080E-1,2.592850910E-7
7.501562826E-1,2.570391658E-7
7.709939571E-1,2.526015484E-7
7.918316316E-1,2.472774868E-7
8.126693061E-1,2.445487591E-7
8.335069806E-1,2.386893670E-7
8.543446551E-1,2.349220587E-7
8.751823297E-1,2.303034672E-7
8.960200042E-1,2.267769490E-7
9.168576787E-1,2.205664021E-7
9.376953532E-1,2.184324554E-7
9.585330277E-1,2.124729979E-7
9.793707022E-1,2.077764401E-7
1.000208377E0,2.044454916E-7
1.021046051E0,1.955061909E-7
1.041883726E0,1.953087355E-7
1.062721400E0,1.866720298E-7
1.083559075E0,1.804104032E-7
1.104396749E0,1.801968905E-7
1.125234424E0,1.704704929E-7
1.146072098E0,1.663821028E-7
1.166909773E0,1.640749301E-7
1.187747447E0,1.550374241E-7
1.208585122E0,1.500982859E-7
1.229422796E0,1.486177495E-7
1.250260471E0,1.363020060E-7
1.271098145E0,1.351856282E-7
1.291935820E0,1.287709728E-7
1.312773494E0,1.191048918E-7
1.333611169E0,1.183145434E-7
1.354448844E0,1.082110289E-7
1.375286518E0,1.055485147E-7
1.396124193E0,1.005777220E-7
1.416961867E0,9.415155577E-8
