"event","experiment time","system time","system time text"
"START",0.000000000E0,1717584849.370,"2024-06-05 12:54:09.370 UTC+02:00"
"PAUSE",1.723385434E2,1717585021.709,"2024-06-05 12:57:01.709 UTC+02:00"
