"Time (ms)","Recording (a.u.)"
9.106063763E0,2.034325007E-5
9.126901438E0,6.493472029E-5
9.147739112E0,-1.765658089E-5
9.168576787E0,1.922976116E-5
9.189414461E0,1.699694621E-5
9.210252136E0,1.379399600E-5
9.231089810E0,3.850096255E-5
9.251927485E0,5.502762178E-6
9.272765159E0,5.872959446E-5
9.293602834E0,-2.704466897E-5
9.314440508E0,-8.109167538E-6
9.335278183E0,-2.348413182E-5
9.356115857E0,5.459642125E-7
9.376953532E0,1.593880734E-5
9.397791207E0,1.395293384E-5
9.418628881E0,4.960485967E-5
9.439466556E0,-3.692857717E-7
9.460304230E0,6.792876229E-5
9.481141905E0,2.283109643E-5
9.501979579E0,1.023979421E-4
9.522817254E0,1.104455878E-4
9.543654928E0,8.612769307E-5
9.564492603E0,1.211242052E-4
9.585330277E0,2.914325887E-5
9.606167952E0,5.855979907E-5
9.627005626E0,-1.247340697E-5
9.647843301E0,2.368846981E-5
9.668680975E0,-4.736233677E-6
9.689518650E0,8.800505384E-6
9.710356324E0,5.218777369E-5
9.731193999E0,3.628343984E-5
9.752031673E0,1.609950268E-4
9.772869348E0,8.571171202E-5
9.793707022E0,1.544922416E-4
9.814544697E0,1.445519010E-4
9.835382371E0,1.351695537E-4
9.856220046E0,1.814228162E-4
9.877057720E0,1.291774242E-4
9.897895395E0,2.119056444E-4
9.918733069E0,1.581566466E-4
9.939570744E0,1.770304516E-4
9.960408418E0,1.977062057E-4
9.981246093E0,2.572538215E-4
1.000208377E1,2.792075102E-4
1.002292144E1,2.612440439E-4
1.004375912E1,3.088416415E-4
1.006459679E1,2.388530702E-4
1.008543447E1,2.651195682E-4
1.010627214E1,2.640801831E-4
1.012710981E1,2.769513521E-4
1.014794749E1,2.236419969E-4
1.016878516E1,2.231477411E-4
1.018962284E1,2.393975301E-4
1.021046051E1,1.772923715E-4
1.023129819E1,2.085325250E-4
1.025213586E1,1.653585641E-4
1.027297354E1,2.145951148E-4
1.029381121E1,1.566821884E-4
1.031464889E1,1.633118227E-4
1.033548656E1,1.915199391E-4
1.035632423E1,1.741184824E-4
1.037716191E1,2.593984245E-4
1.039799958E1,2.089766058E-4
