"Delay (ms)","Autocorrelation (a.u.)"
0.000000000E0,7.888748466E-8
2.083767452E-2,7.277667821E-8
4.167534903E-2,7.295276055E-8
6.251302355E-2,7.254744641E-8
8.335069806E-2,7.253344496E-8
1.041883726E-1,7.049869105E-8
1.250260471E-1,6.887454867E-8
1.458637216E-1,6.854324296E-8
1.667013961E-1,6.845978886E-8
1.875390706E-1,6.714931014E-8
2.083767452E-1,6.576790037E-8
2.292144197E-1,6.535710286E-8
2.500520942E-1,6.449331024E-8
2.708897687E-1,6.377390376E-8
2.917274432E-1,6.218942492E-8
3.125651177E-1,6.127596493E-8
3.334027922E-1,6.079176958E-8
3.542404668E-1,5.962489515E-8
3.750781413E-1,5.856834879E-8
3.959158158E-1,5.753921636E-8
4.167534903E-1,5.720736591E-8
4.375911648E-1,5.604012893E-8
4.584288393E-1,5.518544314E-8
4.792665139E-1,5.437952936E-8
5.001041884E-1,5.376301363E-8
5.209418629E-1,5.286420983E-8
5.417795374E-1,5.209202803E-8
5.626172119E-1,5.142176717E-8
5.834548864E-1,5.075259154E-8
6.042925610E-1,5.004702250E-8
6.251302355E-1,4.921424783E-8
6.459679100E-1,4.864456575E-8
6.668055845E-1,4.789767781E-8
6.876432590E-1,4.699437691E-8
7.084809335E-1,4.631444105E-8
7.293186080E-1,4.554568064E-8
7.501562826E-1,4.484697451E-8
7.709939571E-1,4.400230308E-8
7.918316316E-1,4.324450282E-8
8.126693061E-1,4.249147021E-8
8.335069806E-1,4.189425469E-8
8.543446551E-1,4.110598350E-8
8.751823297E-1,4.022401382E-8
8.960200042E-1,3.944152082E-8
9.168576787E-1,3.887821362E-8
9.376953532E-1,3.788964950E-8
9.585330277E-1,3.700704480E-8
9.793707022E-1,3.621243951E-8
1.000208377E0,3.543396258E-8
1.021046051E0,3.443619617E-8
1.041883726E0,3.357564932E-8
1.062721400E0,3.263806137E-8
1.083559075E0,3.176853500E-8
1.104396749E0,3.091473001E-8
1.125234424E0,3.016437257E-8
1.146072098E0,2.903959962E-8
1.166909773E0,2.830188005E-8
1.187747447E0,2.745133669E-8
1.208585122E0,2.677385463E-8
1.229422796E0,2.543997680E-8
1.250260471E0,2.493802851E-8
1.271098145E0,2.393591383E-8
1.291935820E0,2.324178582E-8
1.312773494E0,2.206371402E-8
1.333611169E0,2.163692812E-8
1.354448844E0,2.066552670E-8
1.375286518E0,1.995595676E-8
1.396124193E0,1.899421864E-8
1.416961867E0,1.850127796E-8
1.437799542E0,1.762229244E-8
1.458637216E0,1.689041108E-8
1.479474891E0,1.624861500E-8
1.500312565E0,1.565244383E-8
1.521150240E0,1.466828129E-8
1.541987914E0,1.419922065E-8
1.562825589E0,1.354527379E-8
1.583663263E0,1.309056286E-8
1.604500938E0,1.219435091E-8
1.625338612E0,1.185651346E-8
1.646176287E0,1.129206429E-8
1.667013961E0,1.090752371E-8
1.687851636E0,1.014508094E-8
1.708689310E0,9.660448385E-9
1.729526985E0,9.082616298E-9
1.750364659E0,8.480248940E-9
1.771202334E0,7.885527004E-9
1.792040008E0,7.237012565E-9
1.812877683E0,6.855783026E-9
1.833715357E0,6.550091282E-9
1.854553032E0,5.784440359E-9
1.875390706E0,5.309527340E-9
1.896228381E0,5.030803213E-9
1.917066055E0,4.669866614E-9
1.937903730E0,3.968459078E-9
1.958741404E0,3.497110331E-9
1.979579079E0,3.073463468E-9
2.000416753E0,3.064415563E-9
2.021254428E0,2.255729417E-9
2.042092103E0,2.050613061E-9
2.062929777E0,1.749721544E-9
2.083767452E0,1.560460697E-9
2.104605126E0,1.330687330E-9
2.125442801E0,9.878204320E-10
2.146280475E0,7.943108865E-10
2.167118150E0,7.562037856E-10
2.187955824E0,4.250956927E-10
2.208793499E0,4.005837832E-10
2.229631173E0,7.025105293E-11
2.250468848E0,8.535138685E-11
2.271306522E0,8.437691200E-11
2.292144197E0,2.422630151E-11
2.312981871E0,-2.149053158E-10
2.333819546E0,1.873372841E-10
2.354657220E0,-2.281114392E-10
2.375494895E0,-8.108826514E-11
2.396332569E0,-3.514574839E-10
2.417170244E0,-2.904915204E-10
2.438007918E0,-5.443155855E-10
2.458845593E0,-4.551187635E-10
2.479683267E0,-6.171678330E-10
2.500520942E0,-5.782955987E-10
2.521358616E0,-1.045573303E-9
2.542196291E0,-7.728504136E-10
2.563033965E0,-1.172267692E-9
2.583871640E0,-1.137265163E-9
2.604709314E0,-1.496690161E-9
2.625546989E0,-1.569738820E-9
2.646384663E0,-1.744660351E-9
2.667222338E0,-1.784902040E-9
2.688060013E0,-1.971708187E-9
2.708897687E0,-2.096971493E-9
2.729735362E0,-2.259190293E-9
2.750573036E0,-2.234336228E-9
2.771410711E0,-2.554102771E-9
2.792248385E0,-2.489182132E-9
2.813086060E0,-2.955676467E-9
2.833923734E0,-2.738455787E-9
2.854761409E0,-3.118123104E-9
2.875599083E0,-3.105407427E-9
2.896436758E0,-3.396000532E-9
2.917274432E0,-3.236246019E-9
2.938112107E0,-3.523993490E-9
2.958949781E0,-3.476364449E-9
2.979787456E0,-3.753687938E-9
3.000625130E0,-3.587272133E-9
3.021462805E0,-3.878543379E-9
3.042300479E0,-4.084892075E-9
3.063138154E0,-4.257303065E-9
3.083975828E0,-4.130892090E-9
3.104813503E0,-4.438149547E-9
3.125651177E0,-4.344569739E-9
3.146488852E0,-4.389976963E-9
3.167326526E0,-4.473674510E-9
3.188164201E0,-4.302481823E-9
3.209001875E0,-4.374369613E-9
3.229839550E0,-4.599069368E-9
3.250677224E0,-4.354394286E-9
3.271514899E0,-4.489123244E-9
3.292352573E0,-4.531620636E-9
3.313190248E0,-4.740092768E-9
3.334027922E0,-4.550434071E-9
3.354865597E0,-4.724469530E-9
3.375703272E0,-4.721271318E-9
3.396540946E0,-4.923336267E-9
3.417378621E0,-4.516392175E-9
3.438216295E0,-4.734172854E-9
3.459053970E0,-4.723939818E-9
3.479891644E0,-4.780842822E-9
3.500729319E0,-4.572970777E-9
3.521566993E0,-4.744295154E-9
3.542404668E0,-4.770664687E-9
3.563242342E0,-4.872291810E-9
3.584080017E0,-4.724630814E-9
3.604917691E0,-4.979465998E-9
3.625755366E0,-5.128716513E-9
3.646593040E0,-5.244403272E-9
3.667430715E0,-5.200018649E-9
3.688268389E0,-5.453364070E-9
3.709106064E0,-5.517209739E-9
3.729943738E0,-5.899316832E-9
3.750781413E0,-5.873178184E-9
3.771619087E0,-6.385376622E-9
3.792456762E0,-6.623925934E-9
3.813294436E0,-6.928741416E-9
3.834132111E0,-7.139063687E-9
