"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717600866301769E9,"2024-06-05 17:21:06.302 UTC+02:00"
"PAUSE",2.335150851667859E2,1.717601099816471E9,"2024-06-05 17:24:59.816 UTC+02:00"
