"Delay (ms)","Autocorrelation (a.u.)"
0.000000000E0,1.334490468E-5
2.083767452E-2,-9.234998919E-6
4.167534903E-2,8.727021658E-6
6.251302355E-2,-3.527335035E-6
8.335069806E-2,-1.267255637E-6
1.041883726E-1,5.206770659E-6
1.250260471E-1,-9.458611145E-6
1.458637216E-1,1.144083887E-5
1.667013961E-1,-1.090011720E-5
1.875390706E-1,1.051056426E-5
2.083767452E-1,-5.291276154E-6
2.292144197E-1,2.686726581E-6
2.500520942E-1,3.705515449E-6
2.708897687E-1,-6.833539800E-6
2.917274432E-1,1.045628702E-5
3.125651177E-1,-1.165331336E-5
3.334027922E-1,1.083112152E-5
3.542404668E-1,-8.397155209E-6
3.750781413E-1,4.725833394E-6
3.959158158E-1,7.748557070E-7
4.167534903E-1,-4.176905176E-6
4.375911648E-1,9.501079102E-6
4.584288393E-1,-1.045284959E-5
4.792665139E-1,1.196056544E-5
5.001041884E-1,-9.918742395E-6
5.209418629E-1,6.877758896E-6
5.417795374E-1,-2.562691886E-6
5.626172119E-1,-2.209737541E-6
5.834548864E-1,6.857765870E-6
6.042925610E-1,-9.572226535E-6
6.251302355E-1,1.198321120E-5
6.459679100E-1,-1.068256970E-5
6.668055845E-1,9.328691600E-6
6.876432590E-1,-4.854021023E-6
7.084809335E-1,7.042205614E-7
7.293186080E-1,4.282126991E-6
7.501562826E-1,-8.163359454E-6
7.709939571E-1,1.088796082E-5
7.918316316E-1,-1.149319765E-5
8.126693061E-1,1.062592795E-5
8.335069806E-1,-7.237615886E-6
8.543446551E-1,3.538042797E-6
8.751823297E-1,1.757439170E-6
8.960200042E-1,-5.801690522E-6
9.168576787E-1,9.664385074E-6
9.376953532E-1,-1.130948797E-5
9.585330277E-1,1.137372189E-5
9.793707022E-1,-9.383766426E-6
1.000208377E0,5.826984512E-6
1.021046051E0,-1.228874158E-6
1.041883726E0,-3.357233578E-6
1.062721400E0,7.822996472E-6
1.083559075E0,-1.031371883E-5
1.104396749E0,1.180231256E-5
1.125234424E0,-1.060599842E-5
1.146072098E0,8.099730096E-6
1.166909773E0,-4.023088741E-6
1.187747447E0,-8.250671711E-7
1.208585122E0,5.223298503E-6
1.229422796E0,-9.158642896E-6
1.250260471E0,1.113216043E-5
1.271098145E0,-1.150967546E-5
1.291935820E0,9.842514960E-6
1.312773494E0,-6.389756606E-6
1.333611169E0,2.136490169E-6
1.354448844E0,2.805864460E-6
1.375286518E0,-7.049606096E-6
1.396124193E0,1.008280024E-5
1.416961867E0,-1.173146740E-5
1.437799542E0,1.078116670E-5
1.458637216E0,-8.814645061E-6
1.479474891E0,4.487646853E-6
1.500312565E0,-1.841820398E-7
1.521150240E0,-4.743265868E-6
1.541987914E0,8.505933622E-6
1.562825589E0,-1.099473526E-5
1.583663263E0,1.153410302E-5
1.604500938E0,-1.028883061E-5
1.625338612E0,6.892000850E-6
1.646176287E0,-3.062087819E-6
1.667013961E0,-2.304891764E-6
1.687851636E0,6.126466066E-6
1.708689310E0,-1.000733189E-5
1.729526985E0,1.130341075E-5
1.750364659E0,-1.132821224E-5
1.771202334E0,8.957937344E-6
1.792040008E0,-5.522837699E-6
1.812877683E0,6.033217508E-7
1.833715357E0,3.727872979E-6
1.854553032E0,-8.226498824E-6
1.875390706E0,1.048623899E-5
1.896228381E0,-1.181914760E-5
1.917066055E0,1.029549511E-5
1.937903730E0,-7.913585033E-6
1.958741404E0,3.264723975E-6
1.979579079E0,9.933229255E-7
2.000416753E0,-5.992842390E-6
2.021254428E0,9.141995467E-6
2.042092103E0,-1.149649167E-5
2.062929777E0,1.119575892E-5
2.083767452E0,-9.710263421E-6
2.104605126E0,5.832924023E-6
2.125442801E0,-1.756454354E-6
2.146280475E0,-3.442345102E-6
2.167118150E0,7.193948276E-6
2.187955824E0,-1.063919879E-5
2.208793499E0,1.131963702E-5
2.229631173E0,-1.106809467E-5
2.250468848E0,7.995836618E-6
2.271306522E0,-4.405581832E-6
2.292144197E0,-6.176402240E-7
2.312981871E0,4.972286934E-6
2.333819546E0,-9.003746341E-6
2.354657220E0,1.093609319E-5
2.375494895E0,-1.172606988E-5
2.396332569E0,9.656426166E-6
2.417170244E0,-6.947072102E-6
2.438007918E0,2.038476783E-6
2.458845593E0,2.270372086E-6
2.479683267E0,-6.989231327E-6
2.500520942E0,9.905143330E-6
2.521358616E0,-1.160532286E-5
2.542196291E0,1.096490025E-5
2.563033965E0,-8.863641870E-6
2.583871640E0,4.730486511E-6
2.604709314E0,-5.327916161E-7
2.625546989E0,-4.689597712E-6
2.646384663E0,8.072419877E-6
2.667222338E0,-1.109838753E-5
2.688060013E0,1.140665147E-5
2.708897687E0,-1.037475260E-5
2.729735362E0,7.221754501E-6
2.750573036E0,-3.076499430E-6
2.771410711E0,-1.814680740E-6
2.792248385E0,6.068135028E-6
2.813086060E0,-9.789273127E-6
2.833923734E0,1.119533082E-5
2.854761409E0,-1.147342996E-5
2.875599083E0,8.998717993E-6
2.896436758E0,-5.762070590E-6
2.917274432E0,9.335551507E-7
2.938112107E0,3.653012750E-6
2.958949781E0,-7.801767984E-6
2.979787456E0,1.058089896E-5
3.000625130E0,-1.162823583E-5
3.021462805E0,1.048197095E-5
3.042300479E0,-8.033195108E-6
3.063138154E0,3.539244553E-6
3.083975828E0,8.116830589E-7
3.104813503E0,-5.626968496E-6
3.125651177E0,9.167292706E-6
3.146488852E0,-1.117803624E-5
3.167326526E0,1.145784984E-5
3.188164201E0,-9.642094847E-6
3.209001875E0,6.156412662E-6
3.229839550E0,-1.958219296E-6
3.250677224E0,-3.171042266E-6
3.271514899E0,7.022642186E-6
3.292352573E0,-1.038390363E-5
3.313190248E0,1.149537093E-5
3.334027922E0,-1.084369463E-5
3.354865597E0,8.474118561E-6
3.375703272E0,-4.344391297E-6
3.396540946E0,-1.420061059E-7
3.417378621E0,4.870403836E-6
3.438216295E0,-8.749208155E-6
3.459053970E0,1.087258110E-5
3.479891644E0,-1.167702295E-5
3.500729319E0,9.873368422E-6
3.521566993E0,-6.938280582E-6
3.542404668E0,2.562834380E-6
3.563242342E0,2.349238560E-6
3.584080017E0,-6.444327004E-6
3.604917691E0,9.998351679E-6
3.625755366E0,-1.142366068E-5
3.646593040E0,1.101413993E-5
3.667430715E0,-9.060171264E-6
3.688268389E0,4.920347793E-6
3.709106064E0,-6.980006795E-7
3.729943738E0,-4.226165495E-6
3.750781413E0,8.207247330E-6
3.771619087E0,-1.061676987E-5
3.792456762E0,1.171740210E-5
3.813294436E0,-1.023702795E-5
3.834132111E0,7.510377922E-6
3.854969785E0,-3.283211148E-6
3.875807460E0,-1.572352468E-6
3.896645134E0,5.845436954E-6
3.917482809E0,-9.572108584E-6
3.938320483E0,1.123355675E-5
3.959158158E0,-1.132978619E-5
3.979995832E0,9.340112861E-6
4.000833507E0,-5.738171644E-6
4.021671181E0,1.369155167E-6
4.042508856E0,3.537796219E-6
4.063346531E0,-7.547894604E-6
4.084184205E0,1.044175648E-5
4.105021880E0,-1.161542096E-5
4.125859554E0,1.057052357E-5
4.146697229E0,-8.085069352E-6
4.167534903E0,3.932042695E-6
4.188372578E0,7.437741751E-7
4.209210252E0,-5.271599319E-6
4.230047927E0,9.004417657E-6
4.250885601E0,-1.116816783E-5
4.271723276E0,1.133239957E-5
4.292560950E0,-9.845723518E-6
4.313398625E0,6.345803704E-6
4.334236299E0,-2.069425329E-6
4.355073974E0,-2.728685683E-6
4.375911648E0,7.025370565E-6
4.396749323E0,-1.008207992E-5
4.417586997E0,1.151264104E-5
4.438424672E0,-1.091689216E-5
4.459262346E0,8.521415740E-6
4.480100021E0,-4.670968444E-6
4.500937695E0,-9.979413949E-9
4.521775370E0,4.578558368E-6
4.542613044E0,-8.557206658E-6
4.563450719E0,1.083839871E-5
4.584288393E0,-1.156179003E-5
4.605126068E0,1.005360523E-5
4.625963742E0,-7.081257896E-6
4.646801417E0,2.729038852E-6
4.667639091E0,1.971818502E-6
4.688476766E0,-6.389748000E-6
4.709314441E0,9.718860300E-6
4.730152115E0,-1.139255726E-5
4.750989790E0,1.111747400E-5
4.771827464E0,-9.048685718E-6
4.792665139E0,5.266554572E-6
4.813502813E0,-8.485339293E-7
4.834340488E0,-3.994529783E-6
4.855178162E0,7.922143048E-6
4.876015837E0,-1.063354336E-5
4.896853511E0,1.155979572E-5
4.917691186E0,-1.039616984E-5
4.938528860E0,7.644686958E-6
4.959366535E0,-3.472659149E-6
4.980204209E0,-1.281909677E-6
5.001041884E0,5.665431902E-6
5.021879558E0,-9.385281596E-6
5.042717233E0,1.115022397E-5
5.063554907E0,-1.136554903E-5
5.084392582E0,9.416973568E-6
5.105230256E0,-5.970675494E-6
5.126067931E0,1.555976618E-6
5.146905605E0,3.265439499E-6
5.167743280E0,-7.355564007E-6
5.188580954E0,1.033985428E-5
5.209418629E0,-1.152898809E-5
5.230256303E0,1.066820059E-5
5.251093978E0,-8.245423459E-6
