"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717584054268395E9,"2024-06-05 12:40:54.268 UTC+02:00"
"PAUSE",4.377850562497042E1,1.717584098046278E9,"2024-06-05 12:41:38.046 UTC+02:00"
