"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717582877311377E9,"2024-06-05 12:21:17.311 UTC+02:00"
"PAUSE",4.197387370839715E1,1.717582919284655E9,"2024-06-05 12:21:59.285 UTC+02:00"
