"Delay (ms)","Autocorrelation (a.u.)"
0.000000000E0,5.201357029E-7
2.083767452E-2,1.285985892E-7
4.167534903E-2,4.468201541E-7
6.251302355E-2,2.477943201E-7
8.335069806E-2,2.888896214E-7
1.041883726E-1,4.024311854E-7
1.250260471E-1,1.408169835E-7
1.458637216E-1,4.894790898E-7
1.667013961E-1,9.849805149E-8
1.875390706E-1,4.499164734E-7
2.083767452E-1,1.769738431E-7
2.292144197E-1,3.046056850E-7
2.500520942E-1,3.210508942E-7
2.708897687E-1,1.396557792E-7
2.917274432E-1,4.296469694E-7
3.125651177E-1,5.081868190E-8
3.334027922E-1,4.253083884E-7
3.542404668E-1,8.815280687E-8
3.750781413E-1,2.986431318E-7
3.959158158E-1,2.171062720E-7
4.167534903E-1,1.206832342E-7
4.375911648E-1,3.433294655E-7
4.584288393E-1,-4.611586604E-9
4.792665139E-1,3.709638932E-7
5.001041884E-1,-7.625691081E-9
5.209418629E-1,2.697355928E-7
5.417795374E-1,9.919619355E-8
5.626172119E-1,9.245830226E-8
5.834548864E-1,2.327861463E-7
6.042925610E-1,-5.999036966E-8
6.251302355E-1,2.925133868E-7
6.459679100E-1,-1.039652048E-7
6.668055845E-1,2.259029554E-7
6.876432590E-1,-2.555422546E-8
7.084809335E-1,6.057973912E-8
7.293186080E-1,1.104474302E-7
7.501562826E-1,-1.107392196E-7
7.709939571E-1,2.007779346E-7
7.918316316E-1,-1.917663979E-7
8.126693061E-1,1.725587564E-7
8.335069806E-1,-1.438629242E-7
8.543446551E-1,2.936591782E-8
8.751823297E-1,-1.244875671E-8
8.960200042E-1,-1.492387160E-7
9.168576787E-1,1.032810495E-7
9.376953532E-1,-2.611199341E-7
9.585330277E-1,1.158325106E-7
9.793707022E-1,-2.468424143E-7
1.000208377E0,4.381645371E-9
1.021046051E0,-1.273779157E-7
1.041883726E0,-1.708996531E-7
1.062721400E0,8.615469225E-9
1.083559075E0,-3.076061566E-7
1.104396749E0,6.214787935E-8
1.125234424E0,-3.263716548E-7
1.146072098E0,-1.162749855E-8
1.166909773E0,-2.243817968E-7
1.187747447E0,-1.729059365E-7
1.208585122E0,-7.639673253E-8
1.229422796E0,-3.245558006E-7
1.250260471E0,1.458757663E-8
1.271098145E0,-3.752196265E-7
1.291935820E0,-1.602452728E-8
1.312773494E0,-2.976683501E-7
1.333611169E0,-1.530527181E-7
1.354448844E0,-1.462493111E-7
1.375286518E0,-3.119100422E-7
1.396124193E0,-2.186236946E-8
1.416961867E0,-3.922393346E-7
1.437799542E0,-7.298805136E-9
1.458637216E0,-3.428399232E-7
1.479474891E0,-1.134931471E-7
1.500312565E0,-1.956977016E-7
1.521150240E0,-2.711220491E-7
1.541987914E0,-4.579521593E-8
1.562825589E0,-3.757790992E-7
1.583663263E0,1.105363974E-8
1.604500938E0,-3.573131554E-7
1.625338612E0,-5.826683007E-8
1.646176287E0,-2.247442544E-7
1.667013961E0,-2.044695035E-7
1.687851636E0,-5.947873170E-8
1.708689310E0,-3.282177756E-7
1.729526985E0,3.741243418E-8
1.750364659E0,-3.434686453E-7
1.771202334E0,9.364581816E-9
1.792040008E0,-2.336086556E-7
1.812877683E0,-1.185275448E-7
1.833715357E0,-6.144021200E-8
1.854553032E0,-2.557964139E-7
1.875390706E0,6.916978240E-8
1.896228381E0,-3.041004547E-7
1.917066055E0,8.235597697E-8
1.937903730E0,-2.228090825E-7
1.958741404E0,-2.145881203E-8
1.979579079E0,-5.522653793E-8
2.000416753E0,-1.638692164E-7
2.021254428E0,9.957032427E-8
2.042092103E0,-2.433485278E-7
2.062929777E0,1.521744634E-7
2.083767452E0,-1.975876140E-7
2.104605126E0,7.865325355E-8
2.125442801E0,-4.623963059E-8
2.146280475E0,-6.266668747E-8
2.167118150E0,1.236854289E-7
2.187955824E0,-1.703985075E-7
