"event","experiment time","system time","system time text"
"START",0.000000000E0,1717600866.252,"2024-06-05 17:21:06.252 UTC+02:00"
"PAUSE",2.338426349E2,1717601100.094,"2024-06-05 17:25:00.094 UTC+02:00"
