"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717585316638728E9,"2024-06-05 13:01:56.639 UTC+02:00"
"PAUSE",2.646247533750720E2,1.717585581259766E9,"2024-06-05 13:06:21.260 UTC+02:00"
