"event","experiment time","system time","system time text"
"START",0.000000000E0,1717753121.068,"2024-06-07 11:38:41.068 UTC+02:00"
"PAUSE",1.971812567E2,1717753318.249,"2024-06-07 11:41:58.249 UTC+02:00"
