"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717597642545830E9,"2024-06-05 16:27:22.546 UTC+02:00"
"PAUSE",2.943966066667344E2,1.717597936934608E9,"2024-06-05 16:32:16.935 UTC+02:00"
