"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717751443577841E9,"2024-06-07 11:10:43.578 UTC+02:00"
"PAUSE",2.717664298748132E2,1.717751715340640E9,"2024-06-07 11:15:15.341 UTC+02:00"
