"Time (s)","Sound pressure level (dB)"
0.000000000E0,NaN
1.957474167E-1,NaN
3.032633334E-1,-7.053056291E1
4.089406249E-1,-6.584397118E1
5.151856667E-1,-6.700962876E1
6.220384166E-1,-6.388724399E1
7.268122083E-1,-6.321156110E1
8.312884583E-1,-6.309020707E1
9.373497083E-1,-6.275455632E1
1.044023792E0,-6.584941037E1
1.148947083E0,-6.416900566E1
1.253709875E0,-6.463923580E1
1.360579958E0,-6.398292854E1
1.465515917E0,-6.679085822E1
1.569108083E0,NaN
1.673329042E0,-6.665482865E1
1.777732125E0,-6.238766027E1
1.881497125E0,-6.519400487E1
1.988162167E0,-6.696581412E1
2.094537542E0,-6.496392775E1
2.199610542E0,-6.428071063E1
2.305859833E0,-6.124807142E1
2.411586875E0,-6.328295302E1
2.515054167E0,-6.669972675E1
2.621746125E0,-6.391310825E1
2.725346625E0,-6.419244596E1
2.828664375E0,-6.306351023E1
2.934071792E0,-5.570625954E1
3.039585792E0,-4.354223113E1
3.145595375E0,-5.057804558E1
3.251129417E0,-5.016729090E1
3.353599458E0,-5.519038852E1
3.459826083E0,-6.268181837E1
3.565596500E0,-6.008427525E1
3.667796750E0,-5.952063556E1
3.774486292E0,-6.287236391E1
3.878838167E0,-6.200015993E1
3.982964500E0,-6.372228238E1
4.089716708E0,-6.141963443E1
4.195779083E0,-5.893993566E1
4.299885000E0,-6.088946940E1
4.406644042E0,-6.403658466E1
4.512609500E0,-6.017819216E1
4.619814667E0,-6.212772925E1
4.724250625E0,-6.536708350E1
4.829762458E0,-6.438255901E1
4.936419042E0,-6.353116651E1
5.042027917E0,-6.390247571E1
5.146872458E0,-6.284806439E1
5.251323208E0,-5.972759716E1
5.354017750E0,-6.111656703E1
5.460807708E0,-6.263300296E1
5.563688292E0,-6.209763093E1
5.670126083E0,-6.320073408E1
5.776802500E0,-6.611525861E1
5.881777667E0,-6.416565710E1
5.985118375E0,-6.668514807E1
6.091886708E0,-6.540926445E1
6.197415958E0,-6.614451237E1
6.299583958E0,-6.532087390E1
6.403438833E0,-6.527121585E1
6.510058125E0,-6.537013222E1
6.614174625E0,-6.795462069E1
6.720400000E0,-6.503331059E1
6.824229042E0,-6.574086572E1
6.928283542E0,-6.268531529E1
7.031402000E0,-6.404370253E1
7.137287583E0,-6.364057889E1
7.242289667E0,-6.477539239E1
7.347983500E0,-6.500210916E1
7.453984542E0,-6.484560897E1
7.556385500E0,-6.432243212E1
7.663137125E0,-6.544047221E1
7.767796250E0,-6.660919028E1
7.870684167E0,-6.699291232E1
7.977383083E0,-5.628854770E1
8.081611292E0,-6.055421342E1
8.185948417E0,-6.324063676E1
8.288277167E0,-6.593322849E1
8.395095042E0,-6.511830248E1
8.500260292E0,-6.759558171E1
8.605255458E0,-6.562673178E1
8.709585208E0,-6.589178056E1
8.814693333E0,-6.625509971E1
8.921331000E0,-6.657706918E1
9.023302583E0,-6.470726070E1
9.128790500E0,-6.740044667E1
9.232344333E0,-6.524777112E1
9.338992583E0,-6.455190132E1
9.442907458E0,-6.430714817E1
9.548821292E0,-4.887439620E1
9.655535500E0,-5.486221289E1
9.762127167E0,-3.279609183E1
9.865285708E0,NaN
9.971086750E0,-3.715442433E1
1.007775317E1,-4.632848238E1
1.018440612E1,-6.141563764E1
1.028736142E1,-5.582446418E1
1.039401346E1,-3.751728577E1
1.049941587E1,-3.464071355E1
1.060183250E1,-3.783953556E1
1.070509533E1,-4.110778776E1
1.081176692E1,-4.475429570E1
1.091615721E1,-4.525700407E1
1.102199300E1,-4.323819712E1
1.112426962E1,-4.814307857E1
1.123054550E1,-4.826720877E1
1.133308029E1,-5.885566260E1
1.143903575E1,-4.560991519E1
1.154458867E1,-3.714820633E1
1.164962750E1,-4.342629575E1
1.175569254E1,-5.325256382E1
1.185870162E1,-4.866146782E1
1.196538546E1,-5.312004322E1
1.207209933E1,-3.656414633E1
1.217635800E1,-4.079259529E1
1.228183479E1,-5.250053728E1
1.238400529E1,-6.268172469E1
1.248815046E1,-5.704813458E1
1.259480971E1,-4.171759676E1
1.270088800E1,-4.200353705E1
1.280493225E1,-3.338780147E1
1.291153583E1,-3.960085689E1
1.301763529E1,-4.579247168E1
1.312415304E1,-3.739639501E1
1.322941387E1,-4.690926653E1
1.333529788E1,-4.956972352E1
1.343871250E1,-4.500207396E1
1.354545796E1,-5.089965337E1
1.365088658E1,-5.257350277E1
1.375250083E1,-4.427995934E1
1.385920142E1,-5.255359049E1
1.396328825E1,-4.442462810E1
1.406981583E1,-3.774632683E1
1.417526858E1,-4.253186451E1
1.428181992E1,-5.124182933E1
1.438690858E1,-5.785197305E1
1.449034658E1,-6.084929382E1
1.459705171E1,-6.534089176E1
1.470373600E1,-6.670843431E1
1.480803954E1,-6.484879134E1
1.491479342E1,-6.431867741E1
1.502119471E1,-5.683419957E1
1.512485254E1,-3.722916886E1
1.522756217E1,-3.755595464E1
1.533432550E1,-4.454592932E1
1.543839971E1,-3.834157024E1
1.554194900E1,-3.940958058E1
1.564712721E1,-4.416591746E1
1.575383004E1,-4.387306452E1
1.585860829E1,-4.149968427E1
1.596532133E1,-4.335776060E1
1.607202854E1,-5.186815269E1
1.617521683E1,-3.980052421E1
1.628123317E1,-4.091972617E1
1.638789912E1,-4.777741993E1
1.649412233E1,-4.490362783E1
1.659635542E1,-4.524961699E1
1.670251058E1,-4.394451262E1
1.680572579E1,-4.556634698E1
1.691246204E1,-4.365532984E1
1.701917321E1,-4.818678803E1
1.712423079E1,-4.972681096E1
1.722972887E1,-4.573212992E1
1.733640558E1,-5.623623040E1
1.743953396E1,-5.862989719E1
1.754573379E1,-5.579184215E1
1.764922396E1,-4.611164028E1
1.775585533E1,-5.088284684E1
1.786260542E1,-5.292264153E1
1.796923346E1,-4.673723078E1
1.807290883E1,-4.457315807E1
1.817645858E1,-3.774505630E1
1.828178688E1,-3.766707330E1
1.838839508E1,-4.085991057E1
1.849085704E1,-4.245876458E1
1.859613392E1,-4.578107613E1
1.870273437E1,-3.829494202E1
1.880641112E1,-4.146758159E1
1.891296325E1,-5.089273847E1
1.901908613E1,-5.873474247E1
1.912421900E1,-6.437655674E1
1.922976504E1,-6.520653833E1
1.933426171E1,-6.178462739E1
1.943977975E1,-6.483559234E1
1.954648937E1,-6.147365124E1
1.964835350E1,-6.279693722E1
1.975278529E1,-4.496871958E1
1.985667567E1,-3.921413956E1
1.996307871E1,-3.848116274E1
2.006513458E1,-4.273620493E1
2.017183612E1,-5.233870731E1
2.027795550E1,-5.938062568E1
2.038181867E1,-5.814281802E1
2.048701383E1,-5.752438621E1
2.059229133E1,-5.932430457E1
2.069583196E1,-5.719278441E1
2.080246667E1,-5.261711689E1
2.090694492E1,-5.590182679E1
2.101286188E1,-5.036249903E1
2.111957400E1,-3.977867269E1
2.122362750E1,-4.007408725E1
2.132971596E1,-4.322155368E1
2.143596667E1,-4.298713070E1
2.154049900E1,-4.563466057E1
2.164373850E1,-4.223346496E1
2.174747804E1,-4.066425639E1
2.184997504E1,-4.523029308E1
2.195662492E1,-4.492289958E1
2.206333775E1,-4.654485027E1
2.217004000E1,-4.918912769E1
2.227400313E1,-4.744320019E1
2.237938571E1,-4.738520762E1
2.248185496E1,-5.056156531E1
2.258848575E1,-5.618313009E1
2.269385617E1,-5.401911318E1
2.280053179E1,-5.195668908E1
2.290242442E1,-4.758212021E1
2.300724796E1,-5.528004498E1
2.311215704E1,-5.028548116E1
2.321886054E1,-5.003942159E1
2.332382633E1,-5.732687197E1
2.342932196E1,-6.231818562E1
2.353599292E1,-6.381487162E1
2.364105546E1,-6.320398220E1
