"Time (ms)","Recording (a.u.)"
1.002292144E1,-9.155273438E-5
1.004375912E1,9.155273438E-5
1.006459679E1,9.155273438E-5
1.008543447E1,3.356933594E-4
1.010627214E1,-6.103515625E-5
1.012710981E1,2.136230469E-4
1.014794749E1,3.356933594E-4
1.016878516E1,3.662109375E-4
1.018962284E1,2.441406250E-4
1.021046051E1,3.662109375E-4
1.023129819E1,4.577636719E-4
1.025213586E1,3.662109375E-4
1.027297354E1,4.272460938E-4
1.029381121E1,1.220703125E-4
1.031464889E1,6.713867188E-4
1.033548656E1,4.577636719E-4
1.035632423E1,7.019042969E-4
1.037716191E1,7.934570312E-4
1.039799958E1,5.493164062E-4
1.041883726E1,8.544921875E-4
1.043967493E1,5.187988281E-4
1.046051261E1,9.155273438E-4
1.048135028E1,7.019042969E-4
1.050218796E1,1.007080078E-3
1.052302563E1,1.159667969E-3
1.054386330E1,9.155273438E-4
1.056470098E1,1.129150391E-3
1.058553865E1,9.155273438E-4
1.060637633E1,1.403808594E-3
1.062721400E1,1.281738281E-3
1.064805168E1,1.342773438E-3
1.066888935E1,1.770019531E-3
1.068972703E1,1.220703125E-3
1.071056470E1,1.159667969E-3
1.073140238E1,1.098632812E-3
1.075224005E1,1.464843750E-3
1.077307772E1,1.434326172E-3
1.079391540E1,1.373291016E-3
1.081475307E1,1.373291016E-3
1.083559075E1,1.525878906E-3
1.085642842E1,1.403808594E-3
1.087726610E1,1.129150391E-3
1.089810377E1,1.281738281E-3
1.091894145E1,1.251220703E-3
1.093977912E1,1.403808594E-3
1.096061680E1,1.312255859E-3
1.098145447E1,1.068115234E-3
1.100229214E1,1.434326172E-3
1.102312982E1,1.098632812E-3
1.104396749E1,1.159667969E-3
1.106480517E1,1.037597656E-3
1.108564284E1,1.312255859E-3
1.110648052E1,1.342773438E-3
1.112731819E1,1.068115234E-3
1.114815587E1,1.220703125E-3
1.116899354E1,1.037597656E-3
1.118983121E1,9.460449219E-4
1.121066889E1,7.934570312E-4
1.123150656E1,1.251220703E-3
1.125234424E1,8.850097656E-4
1.127318191E1,9.155273438E-4
