"Time (ms)","Recording (a.u.)"
0.000000000E0,3.770180629E-4
2.083767452E-2,3.737997613E-4
4.167534903E-2,3.805958258E-4
6.251302355E-2,4.149306915E-4
8.335069806E-2,4.150446912E-4
1.041883726E-1,3.663867246E-4
1.250260471E-1,3.549925168E-4
1.458637216E-1,3.249232541E-4
1.667013961E-1,3.245715634E-4
1.875390706E-1,3.805072047E-4
2.083767452E-1,3.792826028E-4
2.292144197E-1,3.964657662E-4
2.500520942E-1,4.017209576E-4
2.708897687E-1,3.658042115E-4
2.917274432E-1,3.620415810E-4
3.125651177E-1,3.645805991E-4
3.334027922E-1,3.727395087E-4
3.542404668E-1,3.754117351E-4
3.750781413E-1,3.865969484E-4
3.959158158E-1,3.962589544E-4
4.167534903E-1,4.050906282E-4
4.375911648E-1,3.884856706E-4
4.584288393E-1,3.152224235E-4
4.792665139E-1,2.981604484E-4
5.001041884E-1,2.955122036E-4
5.209418629E-1,2.690237307E-4
5.417795374E-1,2.907181624E-4
5.626172119E-1,3.366558230E-4
5.834548864E-1,3.724605776E-4
6.042925610E-1,3.635633620E-4
6.251302355E-1,3.501329047E-4
6.459679100E-1,3.339660470E-4
6.668055845E-1,2.878640953E-4
6.876432590E-1,2.854063641E-4
7.084809335E-1,2.836929343E-4
7.293186080E-1,2.747683320E-4
7.501562826E-1,3.090560494E-4
7.709939571E-1,3.252115857E-4
7.918316316E-1,3.558495082E-4
8.126693061E-1,3.771009506E-4
8.335069806E-1,3.405980824E-4
8.543446551E-1,3.308335727E-4
8.751823297E-1,2.963135194E-4
8.960200042E-1,2.474803478E-4
9.168576787E-1,2.564914757E-4
9.376953532E-1,2.582027228E-4
9.585330277E-1,2.968561603E-4
9.793707022E-1,3.482544853E-4
1.000208377E0,3.194281599E-4
1.021046051E0,3.074510605E-4
1.041883726E0,3.216676996E-4
1.062721400E0,2.856749925E-4
1.083559075E0,2.684653446E-4
1.104396749E0,2.867519215E-4
1.125234424E0,2.917898819E-4
1.146072098E0,3.316251968E-4
1.166909773E0,3.582679783E-4
1.187747447E0,3.583020298E-4
1.208585122E0,4.026523675E-4
1.229422796E0,3.852017689E-4
1.250260471E0,3.186408721E-4
1.271098145E0,3.201466752E-4
1.291935820E0,3.328188322E-4
1.312773494E0,3.074817359E-4
1.333611169E0,3.385561868E-4
1.354448844E0,3.883323516E-4
1.375286518E0,3.391904756E-4
1.396124193E0,3.164974914E-4
1.416961867E0,3.161581117E-4
1.437799542E0,2.779721399E-4
1.458637216E0,2.829236910E-4
1.479474891E0,2.618364815E-4
1.500312565E0,2.737105242E-4
1.521150240E0,3.115293221E-4
1.541987914E0,2.709362016E-4
1.562825589E0,2.906931331E-4
1.583663263E0,3.212933661E-4
1.604500938E0,2.926090383E-4
1.625338612E0,2.753577428E-4
1.646176287E0,2.582570014E-4
1.667013961E0,2.433256595E-4
1.687851636E0,2.254896099E-4
1.708689310E0,2.413005277E-4
1.729526985E0,2.573177335E-4
1.750364659E0,2.725210506E-4
1.771202334E0,3.076941357E-4
1.792040008E0,2.940519480E-4
1.812877683E0,2.808738500E-4
1.833715357E0,2.567901975E-4
1.854553032E0,2.251374535E-4
1.875390706E0,2.259537141E-4
1.896228381E0,2.311725402E-4
1.917066055E0,2.663535997E-4
1.937903730E0,2.879842941E-4
1.958741404E0,2.806280099E-4
1.979579079E0,2.891178592E-4
2.000416753E0,2.957793185E-4
2.021254428E0,2.952448849E-4
2.042092103E0,3.290408931E-4
2.062929777E0,3.492759424E-4
2.083767452E0,3.502603795E-4
2.104605126E0,3.908292856E-4
2.125442801E0,3.610054846E-4
2.146280475E0,3.111541737E-4
2.167118150E0,3.124823270E-4
2.187955824E0,2.819974907E-4
2.208793499E0,2.749452542E-4
2.229631173E0,2.948621695E-4
2.250468848E0,3.299311793E-4
2.271306522E0,3.563466016E-4
2.292144197E0,3.667013953E-4
2.312981871E0,4.002721689E-4
2.333819546E0,4.078462953E-4
2.354657220E0,3.808000474E-4
2.375494895E0,3.368304460E-4
2.396332569E0,3.154231235E-4
2.417170244E0,2.815526677E-4
2.438007918E0,2.332398435E-4
2.458845593E0,2.403043909E-4
2.479683267E0,2.339271014E-4
2.500520942E0,2.157868148E-4
2.521358616E0,2.084939915E-4
2.542196291E0,1.709797798E-4
2.563033965E0,1.268383785E-4
2.583871640E0,1.117564825E-4
2.604709314E0,1.104961120E-4
2.625546989E0,1.087641795E-4
2.646384663E0,1.486694964E-4
2.667222338E0,1.850874978E-4
2.688060013E0,1.834112045E-4
2.708897687E0,2.012123005E-4
2.729735362E0,2.186377969E-4
2.750573036E0,1.928321872E-4
2.771410711E0,1.537479984E-4
2.792248385E0,1.489554998E-4
2.813086060E0,1.705678878E-4
2.833923734E0,1.977648062E-4
2.854761409E0,2.414282353E-4
2.875599083E0,3.028229112E-4
2.896436758E0,3.300878452E-4
2.917274432E0,3.205197281E-4
2.938112107E0,3.078019363E-4
2.958949781E0,2.925992012E-4
2.979787456E0,2.765498939E-4
3.000625130E0,2.581937006E-4
3.021462805E0,2.724768128E-4
3.042300479E0,2.861424582E-4
3.063138154E0,2.815256012E-4
3.083975828E0,3.085090430E-4
3.104813503E0,3.074561246E-4
3.125651177E0,3.091659164E-4
3.146488852E0,3.177904873E-4
3.167326526E0,2.901710977E-4
3.188164201E0,3.150461998E-4
3.209001875E0,2.956300741E-4
3.229839550E0,2.521465649E-4
3.250677224E0,3.023289319E-4
3.271514899E0,2.777838381E-4
3.292352573E0,2.396845375E-4
3.313190248E0,2.649475355E-4
3.334027922E0,2.603108587E-4
3.354865597E0,2.812186722E-4
3.375703272E0,2.854545019E-4
3.396540946E0,2.735184680E-4
3.417378621E0,2.698089811E-4
3.438216295E0,2.283878130E-4
3.459053970E0,2.128722263E-4
3.479891644E0,1.949877769E-4
3.500729319E0,1.393246639E-4
3.521566993E0,1.154194470E-4
3.542404668E0,1.235335949E-4
3.563242342E0,9.722844698E-5
3.584080017E0,4.348045331E-5
3.604917691E0,4.109634028E-5
3.625755366E0,3.750258838E-5
3.646593040E0,-6.830505299E-6
3.667430715E0,-1.494630123E-5
3.688268389E0,-1.101016733E-5
3.709106064E0,-3.227063644E-5
3.729943738E0,-1.713100573E-5
3.750781413E0,2.447395127E-5
3.771619087E0,2.964254600E-5
3.792456762E0,4.165346036E-5
3.813294436E0,6.445490726E-5
3.834132111E0,3.281920362E-5
3.854969785E0,5.829147995E-6
3.875807460E0,1.772987343E-5
3.896645134E0,2.144464634E-5
3.917482809E0,-5.507308742E-6
3.938320483E0,-1.848737520E-5
3.959158158E0,1.871387394E-5
3.979995832E0,9.669583960E-6
4.000833507E0,1.374014573E-5
4.021671181E0,8.846230048E-5
4.042508856E0,1.229480113E-4
4.063346531E0,1.239695994E-4
4.084184205E0,1.155747377E-4
4.105021880E0,1.108522629E-4
4.125859554E0,1.159787935E-4
4.146697229E0,1.598972740E-4
4.167534903E0,2.170850639E-4
4.188372578E0,2.187851787E-4
4.209210252E0,2.575119433E-4
4.230047927E0,2.790305880E-4
4.250885601E0,2.684446517E-4
4.271723276E0,3.179364139E-4
4.292560950E0,3.461244050E-4
4.313398625E0,3.697758657E-4
4.334236299E0,3.884882317E-4
4.355073974E0,3.955466382E-4
4.375911648E0,3.887020284E-4
4.396749323E0,3.269118024E-4
4.417586997E0,3.142998321E-4
4.438424672E0,2.949360060E-4
4.459262346E0,2.578644489E-4
4.480100021E0,3.005515318E-4
4.500937695E0,3.239832004E-4
4.521775370E0,3.282293910E-4
4.542613044E0,3.551369882E-4
4.563450719E0,3.796290839E-4
4.584288393E0,4.051374272E-4
4.605126068E0,4.161065153E-4
4.625963742E0,4.505742399E-4
4.646801417E0,4.727668420E-4
4.667639091E0,4.084115790E-4
4.688476766E0,3.761730040E-4
