"event","experiment time","system time","system time text"
"START",0.000000000E0,1717601641.669,"2024-06-05 17:34:01.669 UTC+02:00"
"PAUSE",1.111993022E2,1717601752.868,"2024-06-05 17:35:52.868 UTC+02:00"
