"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717583661943177E9,"2024-06-05 12:34:21.943 UTC+02:00"
"PAUSE",3.492221987503581E1,1.717583696864900E9,"2024-06-05 12:34:56.865 UTC+02:00"
