"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717586014505771E9,"2024-06-05 13:13:34.506 UTC+02:00"
"PAUSE",1.823012279584072E2,1.717586196804440E9,"2024-06-05 13:16:36.804 UTC+02:00"
