"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717598325200609E9,"2024-06-05 16:38:45.201 UTC+02:00"
"PAUSE",1.601880857499782E2,1.717598485384435E9,"2024-06-05 16:41:25.384 UTC+02:00"
