"Time (ms)","Recording (a.u.)"
0.000000000E0,3.465331974E-4
2.083767452E-2,2.933412616E-4
4.167534903E-2,2.820550581E-4
6.251302355E-2,3.352197236E-4
8.335069806E-2,2.067267487E-4
1.041883726E-1,3.496547579E-4
1.250260471E-1,1.518601057E-4
1.458637216E-1,3.061248572E-4
1.667013961E-1,2.400855446E-4
1.875390706E-1,2.641661558E-4
2.083767452E-1,2.804352844E-4
2.292144197E-1,2.406882850E-4
2.500520942E-1,3.784430446E-4
2.708897687E-1,1.973018225E-4
2.917274432E-1,3.830839705E-4
3.125651177E-1,2.435026690E-4
3.334027922E-1,3.319484240E-4
3.542404668E-1,3.339314717E-4
3.750781413E-1,2.719652839E-4
3.959158158E-1,4.254876985E-4
4.167534903E-1,2.894580539E-4
4.375911648E-1,4.337255959E-4
4.584288393E-1,2.807295532E-4
4.792665139E-1,4.260652931E-4
5.001041884E-1,3.713356273E-4
5.209418629E-1,2.869127493E-4
5.417795374E-1,3.741982509E-4
5.626172119E-1,2.443608246E-4
5.834548864E-1,3.588212712E-4
6.042925610E-1,2.080249978E-4
6.251302355E-1,3.584508959E-4
6.459679100E-1,2.653790871E-4
6.668055845E-1,2.701996127E-4
6.876432590E-1,2.828274155E-4
7.084809335E-1,1.926765835E-4
7.293186080E-1,3.514896380E-4
7.501562826E-1,1.707149495E-4
7.709939571E-1,3.658577334E-4
7.918316316E-1,2.629908849E-4
8.126693061E-1,3.017066920E-4
8.335069806E-1,3.381049028E-4
8.543446551E-1,2.677268640E-4
8.751823297E-1,4.073992604E-4
8.960200042E-1,2.681596961E-4
9.168576787E-1,3.950498649E-4
9.376953532E-1,2.534363884E-4
9.585330277E-1,3.460881417E-4
9.793707022E-1,3.048118087E-4
1.000208377E0,2.786310215E-4
1.021046051E0,3.712441830E-4
1.041883726E0,2.373184689E-4
1.062721400E0,3.765253932E-4
1.083559075E0,1.897088805E-4
1.104396749E0,3.236357006E-4
1.125234424E0,2.458632807E-4
1.146072098E0,2.307657851E-4
1.166909773E0,3.183138906E-4
1.187747447E0,2.246235235E-4
1.208585122E0,3.663240932E-4
1.229422796E0,2.276109299E-4
1.250260471E0,3.693596809E-4
1.271098145E0,2.376276097E-4
1.291935820E0,2.967187611E-4
1.312773494E0,2.987149055E-4
1.333611169E0,2.168066421E-4
1.354448844E0,3.587829997E-4
1.375286518E0,1.724776521E-4
1.396124193E0,3.604617377E-4
1.416961867E0,2.028975287E-4
1.437799542E0,2.326182293E-4
1.458637216E0,2.267811651E-4
1.479474891E0,1.974033075E-4
1.500312565E0,2.865727874E-4
1.521150240E0,1.078753994E-4
1.541987914E0,2.916048979E-4
1.562825589E0,9.940474411E-5
1.583663263E0,1.915716275E-4
1.604500938E0,1.534412731E-4
1.625338612E0,7.893524889E-5
1.646176287E0,1.390017569E-4
1.667013961E0,-1.269350105E-5
1.687851636E0,8.559323032E-5
1.708689310E0,-7.679245027E-5
1.729526985E0,4.969695874E-5
1.750364659E0,-8.641804015E-5
1.771202334E0,-7.651833585E-5
1.792040008E0,-2.570278593E-5
1.812877683E0,-1.293964451E-4
1.833715357E0,1.752583012E-5
1.854553032E0,-1.085273689E-4
1.875390706E0,7.923938392E-5
1.896228381E0,-2.898530511E-5
1.917066055E0,3.249930160E-5
1.937903730E0,1.133376281E-5
1.958741404E0,-3.776306039E-5
1.979579079E0,9.281558596E-5
2.000416753E0,-8.813860768E-5
2.021254428E0,1.182309497E-4
2.042092103E0,-3.480861778E-6
2.062929777E0,6.660392683E-5
2.083767452E0,4.524086035E-5
2.104605126E0,1.623316712E-5
2.125442801E0,6.934346311E-5
2.146280475E0,-6.807738828E-5
2.167118150E0,1.109154837E-4
2.187955824E0,-5.666353172E-5
2.208793499E0,6.868859055E-5
2.229631173E0,-1.214897929E-5
2.250468848E0,8.636365237E-6
2.271306522E0,8.137630357E-5
2.292144197E0,-4.328984505E-5
2.312981871E0,1.247542968E-4
2.333819546E0,-2.871574179E-5
2.354657220E0,1.081325900E-4
2.375494895E0,-8.531813364E-6
