"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717592024174068E9,"2024-06-05 14:53:44.174 UTC+02:00"
"PAUSE",1.807969489166280E2,1.717592204967687E9,"2024-06-05 14:56:44.968 UTC+02:00"
