"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717594549672008E9,"2024-06-05 15:35:49.672 UTC+02:00"
"PAUSE",2.454319951250218E2,1.717594795100321E9,"2024-06-05 15:39:55.100 UTC+02:00"
