"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717753413710839E9,"2024-06-07 11:43:33.711 UTC+02:00"
"PAUSE",1.182652967083268E2,1.717753531974555E9,"2024-06-07 11:45:31.975 UTC+02:00"
