"event","experiment time","system time","system time text"
"START",0.000000000E0,1717583550.682,"2024-06-05 12:32:30.682 UTC+02:00"
"PAUSE",3.411863731E1,1717583584.801,"2024-06-05 12:33:04.801 UTC+02:00"
