"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717593883914473E9,"2024-06-05 15:24:43.914 UTC+02:00"
"PAUSE",1.689769703331403E2,1.717594052888908E9,"2024-06-05 15:27:32.889 UTC+02:00"
