"Time (ms)","Recording (a.u.)"
0.000000000E0,2.083158179E-4
2.083767452E-2,2.546297619E-4
4.167534903E-2,2.487516031E-4
6.251302355E-2,2.347850677E-4
8.335069806E-2,2.206625504E-4
1.041883726E-1,1.989727898E-4
1.250260471E-1,1.625579607E-4
1.458637216E-1,1.724548347E-4
1.667013961E-1,2.151474764E-4
1.875390706E-1,2.092845389E-4
2.083767452E-1,2.495663939E-4
2.292144197E-1,2.953691292E-4
2.500520942E-1,2.995884279E-4
2.708897687E-1,3.150469274E-4
2.917274432E-1,3.018232528E-4
3.125651177E-1,2.720262855E-4
3.334027922E-1,2.670667309E-4
3.542404668E-1,2.640972962E-4
3.750781413E-1,2.837688080E-4
3.959158158E-1,3.330959880E-4
4.167534903E-1,3.360979026E-4
4.375911648E-1,3.347988822E-4
4.584288393E-1,3.224983811E-4
4.792665139E-1,3.040083102E-4
5.001041884E-1,3.515898134E-4
5.209418629E-1,3.540290054E-4
5.417795374E-1,3.579111944E-4
5.626172119E-1,3.831192444E-4
5.834548864E-1,3.361856216E-4
6.042925610E-1,3.373182844E-4
6.251302355E-1,3.496084537E-4
6.459679100E-1,3.388247278E-4
6.668055845E-1,3.567462554E-4
6.876432590E-1,3.223670064E-4
7.084809335E-1,2.849761804E-4
7.293186080E-1,2.692929702E-4
7.501562826E-1,2.544369781E-4
7.709939571E-1,2.475815127E-4
7.918316316E-1,2.389393048E-4
8.126693061E-1,2.461388358E-4
8.335069806E-1,2.413189068E-4
8.543446551E-1,2.418913064E-4
8.751823297E-1,2.629156807E-4
8.960200042E-1,2.957158140E-4
9.168576787E-1,3.327646409E-4
9.376953532E-1,3.389007179E-4
9.585330277E-1,3.597528557E-4
9.793707022E-1,3.995361913E-4
1.000208377E0,3.859408607E-4
1.021046051E0,3.965476644E-4
1.041883726E0,4.435445881E-4
1.062721400E0,4.223589785E-4
1.083559075E0,4.321870510E-4
1.104396749E0,4.703931045E-4
1.125234424E0,4.678975092E-4
1.146072098E0,4.634123470E-4
1.166909773E0,4.755874979E-4
1.187747447E0,4.814564891E-4
1.208585122E0,4.635748337E-4
1.229422796E0,5.131006474E-4
1.250260471E0,5.437611253E-4
1.271098145E0,5.319955526E-4
1.291935820E0,5.586671177E-4
1.312773494E0,5.531281349E-4
1.333611169E0,5.383266835E-4
1.354448844E0,4.990153247E-4
1.375286518E0,4.685347085E-4
1.396124193E0,4.420745536E-4
1.416961867E0,4.146284191E-4
1.437799542E0,4.062639782E-4
1.458637216E0,3.686137788E-4
1.479474891E0,3.578675678E-4
1.500312565E0,3.063916229E-4
1.521150240E0,2.981671132E-4
1.541987914E0,3.287931904E-4
1.562825589E0,2.574947721E-4
1.583663263E0,2.507481258E-4
1.604500938E0,2.893685014E-4
1.625338612E0,2.970244386E-4
1.646176287E0,3.072991967E-4
1.667013961E0,3.237070632E-4
1.687851636E0,3.434727550E-4
1.708689310E0,3.433808452E-4
1.729526985E0,3.335947404E-4
1.750364659E0,3.226163681E-4
1.771202334E0,3.154992010E-4
1.792040008E0,2.926766174E-4
1.812877683E0,2.948698238E-4
1.833715357E0,2.952144714E-4
1.854553032E0,2.831038728E-4
1.875390706E0,2.935470548E-4
1.896228381E0,2.965884632E-4
1.917066055E0,3.196060134E-4
1.937903730E0,3.164943191E-4
1.958741404E0,3.208441776E-4
1.979579079E0,2.883239358E-4
2.000416753E0,2.090217022E-4
2.021254428E0,2.275283041E-4
2.042092103E0,2.056560770E-4
2.062929777E0,1.711930090E-4
2.083767452E0,2.111896756E-4
2.104605126E0,1.771609241E-4
2.125442801E0,1.160102256E-4
2.146280475E0,1.250949135E-4
2.167118150E0,1.559801167E-4
2.187955824E0,1.871768909E-4
2.208793499E0,1.862066856E-4
2.229631173E0,1.923630625E-4
2.250468848E0,2.349688293E-4
2.271306522E0,2.165080950E-4
2.292144197E0,2.849370358E-4
2.312981871E0,3.475589328E-4
2.333819546E0,2.648257650E-4
2.354657220E0,2.868209267E-4
2.375494895E0,2.835456689E-4
2.396332569E0,2.362473315E-4
2.417170244E0,2.623590699E-4
2.438007918E0,2.604527399E-4
2.458845593E0,2.909098985E-4
2.479683267E0,2.902394917E-4
2.500520942E0,3.010306682E-4
2.521358616E0,3.865742765E-4
2.542196291E0,4.074774915E-4
2.563033965E0,4.225362791E-4
2.583871640E0,4.338900908E-4
2.604709314E0,3.946944780E-4
2.625546989E0,3.742865520E-4
2.646384663E0,3.573235590E-4
2.667222338E0,3.408543416E-4
2.688060013E0,3.506114590E-4
2.708897687E0,3.791837953E-4
2.729735362E0,4.290695069E-4
2.750573036E0,4.579233937E-4
2.771410711E0,4.693782539E-4
2.792248385E0,5.138406996E-4
2.813086060E0,5.191785749E-4
2.833923734E0,4.950340372E-4
2.854761409E0,5.145230098E-4
2.875599083E0,5.415127380E-4
2.896436758E0,5.610653316E-4
2.917274432E0,5.720547633E-4
2.938112107E0,6.108980160E-4
2.958949781E0,6.583022187E-4
2.979787456E0,6.217154441E-4
3.000625130E0,5.551060895E-4
3.021462805E0,5.619153380E-4
3.042300479E0,6.010069628E-4
3.063138154E0,5.812876043E-4
3.083975828E0,5.807175185E-4
3.104813503E0,6.478288560E-4
3.125651177E0,6.638300838E-4
3.146488852E0,6.181652425E-4
3.167326526E0,6.232907763E-4
3.188164201E0,6.147635868E-4
3.209001875E0,5.212277174E-4
3.229839550E0,5.341751967E-4
3.250677224E0,5.816512275E-4
3.271514899E0,5.253613926E-4
3.292352573E0,5.229709786E-4
3.313190248E0,5.272704875E-4
3.334027922E0,5.179331638E-4
3.354865597E0,5.439092638E-4
3.375703272E0,5.564311286E-4
3.396540946E0,5.776833277E-4
3.417378621E0,5.599193391E-4
3.438216295E0,5.218063598E-4
3.459053970E0,4.957378842E-4
3.479891644E0,4.539650981E-4
3.500729319E0,4.557449429E-4
3.521566993E0,4.879420158E-4
3.542404668E0,5.003326805E-4
3.563242342E0,5.374338944E-4
3.584080017E0,6.018000422E-4
3.604917691E0,6.379020633E-4
3.625755366E0,6.550268736E-4
3.646593040E0,6.706744898E-4
3.667430715E0,6.971062394E-4
3.688268389E0,7.630009204E-4
3.709106064E0,8.212908288E-4
3.729943738E0,8.187232306E-4
3.750781413E0,7.748220814E-4
3.771619087E0,7.599233650E-4
3.792456762E0,7.390381070E-4
3.813294436E0,6.908229552E-4
3.834132111E0,7.389881648E-4
3.854969785E0,8.072024211E-4
3.875807460E0,8.073669160E-4
3.896645134E0,8.190784138E-4
3.917482809E0,7.976298220E-4
3.938320483E0,7.752781967E-4
3.959158158E0,8.045440773E-4
3.979995832E0,8.212991524E-4
4.000833507E0,8.449323941E-4
4.021671181E0,8.749190019E-4
4.042508856E0,8.444337873E-4
4.063346531E0,7.954258472E-4
4.084184205E0,8.092027856E-4
4.105021880E0,8.262569318E-4
4.125859554E0,8.234360139E-4
4.146697229E0,8.503996069E-4
4.167534903E0,8.517893730E-4
4.188372578E0,7.981265080E-4
4.209210252E0,7.852595299E-4
4.230047927E0,8.154671523E-4
4.250885601E0,7.992889732E-4
4.271723276E0,7.896951865E-4
4.292560950E0,7.728945930E-4
4.313398625E0,7.538087666E-4
4.334236299E0,7.711612852E-4
4.355073974E0,7.505113026E-4
4.375911648E0,7.565680426E-4
4.396749323E0,7.501919754E-4
4.417586997E0,7.055793540E-4
4.438424672E0,7.064096862E-4
4.459262346E0,7.170783356E-4
4.480100021E0,7.427219534E-4
4.500937695E0,7.078169147E-4
4.521775370E0,6.556905573E-4
4.542613044E0,6.717263022E-4
4.563450719E0,6.376088713E-4
4.584288393E0,6.060751039E-4
4.605126068E0,6.228236016E-4
4.625963742E0,6.229963619E-4
4.646801417E0,5.983340088E-4
4.667639091E0,5.845077103E-4
4.688476766E0,6.037821295E-4
4.709314441E0,5.750082200E-4
4.730152115E0,5.555850803E-4
4.750989790E0,5.870875902E-4
4.771827464E0,5.909105530E-4
4.792665139E0,6.056738785E-4
4.813502813E0,6.326917210E-4
4.834340488E0,6.787981838E-4
4.855178162E0,7.044427330E-4
4.876015837E0,7.022782229E-4
4.896853511E0,7.303770399E-4
4.917691186E0,7.463846123E-4
4.938528860E0,7.795520942E-4
4.959366535E0,7.773874095E-4
4.980204209E0,7.814479759E-4
5.001041884E0,8.380129002E-4
