"Delay (ms)","Autocorrelation (a.u.)"
0.000000000E0,2.009192858E-7
2.083767452E-2,2.005063170E-7
4.167534903E-2,1.999194152E-7
6.251302355E-2,1.993517159E-7
8.335069806E-2,1.985268464E-7
1.041883726E-1,1.978000855E-7
1.250260471E-1,1.971904192E-7
1.458637216E-1,1.965785783E-7
1.667013961E-1,1.958356566E-7
1.875390706E-1,1.950132984E-7
2.083767452E-1,1.942204921E-7
2.292144197E-1,1.933306944E-7
2.500520942E-1,1.924052969E-7
2.708897687E-1,1.915077710E-7
2.917274432E-1,1.906214542E-7
3.125651177E-1,1.897124271E-7
3.334027922E-1,1.887725009E-7
3.542404668E-1,1.878682303E-7
3.750781413E-1,1.869834635E-7
3.959158158E-1,1.860899791E-7
4.167534903E-1,1.852297138E-7
4.375911648E-1,1.844318285E-7
4.584288393E-1,1.836482786E-7
4.792665139E-1,1.828944610E-7
5.001041884E-1,1.822075527E-7
5.209418629E-1,1.815588604E-7
5.417795374E-1,1.809442333E-7
5.626172119E-1,1.803622654E-7
5.834548864E-1,1.798185669E-7
6.042925610E-1,1.792980115E-7
6.251302355E-1,1.787743330E-7
6.459679100E-1,1.782404565E-7
6.668055845E-1,1.777155340E-7
6.876432590E-1,1.772001972E-7
7.084809335E-1,1.766795043E-7
7.293186080E-1,1.761995506E-7
7.501562826E-1,1.757304266E-7
7.709939571E-1,1.752382219E-7
7.918316316E-1,1.747397974E-7
8.126693061E-1,1.742049659E-7
8.335069806E-1,1.736310887E-7
8.543446551E-1,1.730185970E-7
8.751823297E-1,1.723750846E-7
8.960200042E-1,1.716892559E-7
9.168576787E-1,1.709534179E-7
9.376953532E-1,1.701922628E-7
9.585330277E-1,1.693822714E-7
9.793707022E-1,1.685262991E-7
1.000208377E0,1.676442198E-7
1.021046051E0,1.667407197E-7
1.041883726E0,1.658163701E-7
1.062721400E0,1.648581900E-7
1.083559075E0,1.638577666E-7
1.104396749E0,1.628031928E-7
1.125234424E0,1.616956180E-7
1.146072098E0,1.605278734E-7
1.166909773E0,1.593250642E-7
1.187747447E0,1.581060561E-7
1.208585122E0,1.568402483E-7
1.229422796E0,1.555517302E-7
1.250260471E0,1.542477511E-7
1.271098145E0,1.529105300E-7
1.291935820E0,1.515595210E-7
1.312773494E0,1.501968221E-7
1.333611169E0,1.488232804E-7
1.354448844E0,1.474471438E-7
1.375286518E0,1.460682801E-7
1.396124193E0,1.446893674E-7
1.416961867E0,1.433144150E-7
1.437799542E0,1.419395404E-7
1.458637216E0,1.405782923E-7
1.479474891E0,1.392393137E-7
1.500312565E0,1.379193945E-7
1.521150240E0,1.366404361E-7
1.541987914E0,1.353830802E-7
1.562825589E0,1.341378055E-7
1.583663263E0,1.329247701E-7
1.604500938E0,1.317190564E-7
1.625338612E0,1.305227239E-7
1.646176287E0,1.293438791E-7
1.667013961E0,1.281732042E-7
1.687851636E0,1.270118591E-7
1.708689310E0,1.258504664E-7
1.729526985E0,1.246972626E-7
1.750364659E0,1.235459828E-7
1.771202334E0,1.223895720E-7
1.792040008E0,1.212660212E-7
1.812877683E0,1.201711554E-7
1.833715357E0,1.190777295E-7
1.854553032E0,1.180023027E-7
1.875390706E0,1.169294758E-7
1.896228381E0,1.158357459E-7
1.917066055E0,1.147267944E-7
1.937903730E0,1.136001469E-7
1.958741404E0,1.124781340E-7
1.979579079E0,1.113537759E-7
2.000416753E0,1.102212208E-7
2.021254428E0,1.091107190E-7
2.042092103E0,1.079805241E-7
2.062929777E0,1.068238134E-7
2.083767452E0,1.056710794E-7
2.104605126E0,1.045035232E-7
2.125442801E0,1.033336224E-7
2.146280475E0,1.021658137E-7
2.167118150E0,1.009977262E-7
2.187955824E0,9.982681239E-8
2.208793499E0,9.864261842E-8
2.229631173E0,9.747245318E-8
2.250468848E0,9.630998935E-8
2.271306522E0,9.514101086E-8
2.292144197E0,9.396925696E-8
2.312981871E0,9.278596848E-8
2.333819546E0,9.159687452E-8
2.354657220E0,9.039232329E-8
2.375494895E0,8.918125728E-8
2.396332569E0,8.797535677E-8
2.417170244E0,8.675640233E-8
2.438007918E0,8.553506046E-8
2.458845593E0,8.430319137E-8
2.479683267E0,8.305632329E-8
2.500520942E0,8.181628125E-8
2.521358616E0,8.057076757E-8
2.542196291E0,7.932478791E-8
2.563033965E0,7.808328261E-8
2.583871640E0,7.683317307E-8
2.604709314E0,7.558420938E-8
2.625546989E0,7.435032911E-8
2.646384663E0,7.314987481E-8
2.667222338E0,7.197449951E-8
2.688060013E0,7.082159553E-8
2.708897687E0,6.970015777E-8
2.729735362E0,6.857248006E-8
2.750573036E0,6.744061067E-8
2.771410711E0,6.631872026E-8
2.792248385E0,6.519152053E-8
2.813086060E0,6.407436923E-8
2.833923734E0,6.297622368E-8
2.854761409E0,6.190200499E-8
2.875599083E0,6.084956732E-8
2.896436758E0,5.982514639E-8
2.917274432E0,5.883403683E-8
2.938112107E0,5.785620828E-8
2.958949781E0,5.690218177E-8
2.979787456E0,5.595909184E-8
3.000625130E0,5.502107044E-8
3.021462805E0,5.410183636E-8
3.042300479E0,5.317823400E-8
3.063138154E0,5.224707996E-8
3.083975828E0,5.130972944E-8
3.104813503E0,5.037605784E-8
3.125651177E0,4.943175955E-8
3.146488852E0,4.847479741E-8
3.167326526E0,4.753537979E-8
3.188164201E0,4.656204092E-8
3.209001875E0,4.555888646E-8
3.229839550E0,4.455690717E-8
3.250677224E0,4.353773802E-8
3.271514899E0,4.252890363E-8
3.292352573E0,4.152114944E-8
3.313190248E0,4.052514552E-8
3.334027922E0,3.954371621E-8
3.354865597E0,3.852422651E-8
3.375703272E0,3.750485231E-8
3.396540946E0,3.650560077E-8
3.417378621E0,3.548850200E-8
3.438216295E0,3.449408768E-8
3.459053970E0,3.354728393E-8
3.479891644E0,3.259431585E-8
3.500729319E0,3.165027497E-8
3.521566993E0,3.073472491E-8
3.542404668E0,2.980823487E-8
3.563242342E0,2.889851915E-8
3.584080017E0,2.800898218E-8
3.604917691E0,2.711557732E-8
3.625755366E0,2.623997424E-8
3.646593040E0,2.538602674E-8
3.667430715E0,2.454299142E-8
3.688268389E0,2.369946099E-8
3.709106064E0,2.287295698E-8
3.729943738E0,2.205987372E-8
3.750781413E0,2.125123984E-8
3.771619087E0,2.047653250E-8
3.792456762E0,1.971728434E-8
3.813294436E0,1.896437470E-8
3.834132111E0,1.823002042E-8
3.854969785E0,1.749819975E-8
3.875807460E0,1.676461735E-8
3.896645134E0,1.603233271E-8
3.917482809E0,1.529916010E-8
3.938320483E0,1.456933976E-8
3.959158158E0,1.385842736E-8
3.979995832E0,1.314685599E-8
4.000833507E0,1.241483462E-8
4.021671181E0,1.168511489E-8
4.042508856E0,1.094753162E-8
4.063346531E0,1.019683408E-8
4.084184205E0,9.452108378E-9
4.105021880E0,8.695297578E-9
4.125859554E0,7.922869053E-9
4.146697229E0,7.142548585E-9
4.167534903E0,6.335942249E-9
4.188372578E0,5.516905236E-9
4.209210252E0,4.698941789E-9
4.230047927E0,3.860295372E-9
4.250885601E0,3.023569321E-9
4.271723276E0,2.201120005E-9
4.292560950E0,1.354220874E-9
4.313398625E0,5.062614144E-10
4.334236299E0,-3.274538664E-10
4.355073974E0,-1.187954593E-9
4.375911648E0,-2.051222037E-9
4.396749323E0,-2.906490993E-9
4.417586997E0,-3.791449711E-9
4.438424672E0,-4.687233073E-9
4.459262346E0,-5.578199962E-9
4.480100021E0,-6.470953432E-9
4.500937695E0,-7.343233041E-9
4.521775370E0,-8.190524974E-9
4.542613044E0,-9.028640334E-9
4.563450719E0,-9.845185172E-9
4.584288393E0,-1.064537009E-8
4.605126068E0,-1.145905666E-8
4.625963742E0,-1.224904410E-8
4.646801417E0,-1.299520362E-8
4.667639091E0,-1.374100934E-8
4.688476766E0,-1.447420530E-8
4.709314441E0,-1.517945520E-8
4.730152115E0,-1.589103404E-8
4.750989790E0,-1.662690978E-8
4.771827464E0,-1.735685833E-8
4.792665139E0,-1.807429249E-8
4.813502813E0,-1.879464704E-8
4.834340488E0,-1.947718336E-8
4.855178162E0,-2.013399890E-8
4.876015837E0,-2.078377456E-8
4.896853511E0,-2.140856922E-8
4.917691186E0,-2.204269449E-8
4.938528860E0,-2.267556597E-8
4.959366535E0,-2.330303537E-8
4.980204209E0,-2.393690315E-8
5.001041884E0,-2.455006687E-8
5.021879558E0,-2.515652449E-8
5.042717233E0,-2.575428438E-8
5.063554907E0,-2.633721038E-8
5.084392582E0,-2.692501849E-8
5.105230256E0,-2.752391344E-8
5.126067931E0,-2.814561322E-8
