"event","experiment time","system time","system time text"
"START",0.000000000E0,1717600633.769,"2024-06-05 17:17:13.769 UTC+02:00"
"PAUSE",1.285929975E2,1717600762.362,"2024-06-05 17:19:22.362 UTC+02:00"
