"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717601641685866E9,"2024-06-05 17:34:01.686 UTC+02:00"
"PAUSE",1.112770530001726E2,1.717601752962408E9,"2024-06-05 17:35:52.962 UTC+02:00"
