relative_time,DecibelSource,PitchSensor
0,25.024271199844325,0.0
66,23.72912002970107,0.0
133,23.59835482339888,0.0
200,25.276299008713387,0.0
266,26.148972160331347,0.0
333,26.364878963533656,0.0
400,25.403294747908735,0.0
466,25.07855871695831,0.0
533,21.73186268412274,0.0
600,20.170333392987803,0.0
666,20.827853703164504,0.0
733,21.931245983544617,0.0
800,21.43014800254095,0.0
866,21.46128035678238,0.0
933,23.673559210260187,0.0
1000,22.20108088040055,0.0
1066,22.7415784926368,0.0
1133,23.138672203691534,0.0
1200,25.599066250361126,0.0
1266,27.11807229041191,0.0
1333,22.71841606536499,0.0
1400,29.258275746247424,0.0
1466,45.32932645120624,0.0
1533,35.986810989071635,
1600,46.34457116816942,162.62369791666669
1666,43.82647303154711,163.89973958333331
1733,49.293933782286594,163.89973958333331
1800,43.25474612795331,
1866,48.72243705788598,176.640625
1933,50.09540125223773,
2000,42.492717530731014,204.75446428571428
2066,36.02602520420256,204.75446428571428
2133,32.68343913951065,103.232421875
2200,48.78073482580565,
2266,40.581222157829146,164.375
2333,31.04487111312395,164.375
2400,31.476763242410986,
2466,49.50904952114685,517.578125
2533,42.85467290460058,
2600,29.965116721541783,97.53013392857143
2666,33.64363354615731,97.53013392857143
2733,46.88953462637418,
2800,45.36709914228673,251.04166666666666
2866,49.3930454825947,191.126953125
2933,44.73749657013478,191.126953125
3000,47.34391737018545,167.65625
3066,42.644163871985356,
3133,41.05544245746573,194.73958333333331
3200,42.488067041287195,135.03255208333331
3266,40.054808099794016,135.03255208333331
3333,39.9532800907741,179.0625
3400,52.97861141989544,221.09561011904762
3466,46.04312471248501,
3533,42.185092471989314,
3600,28.40106094456758,235.01302083333331
3666,28.280150642239768,233.61328125
3733,28.597385661971472,0.0
3800,29.079485216122723,0.0
3866,27.916906490201182,0.0
3933,35.393270635393755,0.0
4000,24.29752280002408,0.0
4066,49.504476156176494,0.0
4133,47.97869732706836,
4200,49.750731952031025,
4266,48.23800153749878,188.046875
4333,54.05349775769685,190.72265625
4400,50.959778860413024,196.12174479166666
4466,43.536854687035074,196.12174479166666
4533,42.26264711895694,204.71261160714286
4600,38.16903839375661,136.640625
4666,28.543060418010807,
4733,27.596678446896306,0.0
4800,55.04832284308979,0.0
4866,49.11775306187111,
4933,42.780444365328805,381.640625
5000,46.483892882737464,209.16015625
5066,39.28651846653695,209.16015625
5134,35.589484459780394,
5200,54.87534294157119,38.50325520833333
5266,49.17726014244606,
5333,54.14389999542843,86.54910714285714
5400,44.93722868961196,86.54910714285714
5466,38.46460825129333,
5533,53.45014774625993,386.71875
5600,46.40918492887728,
5666,50.55091510573004,
5733,55.02085559226046,179.19642857142856
5800,53.242289370404364,178.62165178571428
5866,50.11270097231747,181.1573547979798
5934,44.29510040813138,
6000,35.77491799837225,
6066,35.85799009013001,356.89453125
6133,52.03310354983348,327.265625
6200,48.91230722978062,172.1875
6266,50.37534062151215,176.41493055555554
6333,53.36109355062358,176.41493055555554
6400,45.81141498992039,160.88541666666669
6466,39.498289589353135,151.15885416666669
6533,32.15637563435062,90.16536458333334
6600,33.059958827708044,90.16536458333334
6666,29.232440186302764,
6733,24.533183400470374,0.0
6800,24.814426285023053,0.0
6866,25.563025007672874,0.0
6933,26.384892569546373,0.0
7000,25.634810853944106,0.0
7066,26.37489729512511,0.0
7133,34.08748606184244,
7200,40.51036695141213,
7266,39.161379831071756,134.55859375
7333,48.73035629764635,167.99479166666669
7400,44.113671357427336,189.5791480654762
7466,42.26367875856486,214.66666666666669
7533,36.7797175281074,214.66666666666669
7600,47.34671841823417,
7666,42.98372686265604,219.84375
7733,33.00812794118117,162.34375
7800,47.72277688159586,162.34375
7866,48.83922501065424,162.93526785714286
7933,31.43014800254095,112.17857142857143
8000,31.082266563749283,
8066,33.73279893277496,0.0
8133,39.51774508081725,0.0
8200,46.04906131081834,
8266,48.816014645407094,156.84244791666669
8333,49.140097703303134,114.853515625
8400,44.06965750758948,
8466,43.30068635954389,
8533,41.64620489079711,983.69140625
8600,46.401931367234816,
8666,46.00330230580766,186.13932291666669
8733,45.30161263362409,186.13932291666669
8800,34.99549625905149,193.90625
8866,30.409976924234904,190.703125
8933,31.341771075767664,0.0
9000,29.804578922761,0.0
9066,27.17670503002262,0.0
9133,28.790958795000726,0.0
9200,44.662297917058346,
9266,46.13376634694834,148.828125
9334,46.19072450582415,148.828125
9400,43.97435934653543,164.75260416666669
9467,37.80677274433368,
9533,30.54613054556888,172.8125
9600,31.458177144918274,0.0
9667,28.1888541459401,0.0
9733,28.90421018800914,0.0
9800,33.69586890736344,0.0
9867,50.4252038543526,
9933,49.246668759866736,178.69140625
10000,38.18687663441514,178.69140625
10067,31.048284036536554,180.3125
10133,31.309766916056173,0.0
10200,30.696680969115956,0.0
10267,41.28915978453837,0.0
10333,47.022667834513314,
10400,45.91109147766183,167.44791666666666
10467,41.432022250495976,176.92336309523807
10533,50.76239819775025,
10600,41.89714842323681,
10667,47.35718633508221,291.484375
10733,42.60453017607087,
10800,41.54454406139564,112.86458333333334
10867,37.65594055319445,112.86458333333334
10933,27.56636108245848,109.4765625
11000,27.11807229041191,0.0
11067,27.752462597402364,0.0
11133,24.487063199050798,0.0
11200,25.71708831808688,0.0
11267,26.78518379040114,0.0
11333,25.2244423350632,0.0
11400,25.13217600067939,0.0
11467,23.76576957056512,0.0
11533,23.117538610557542,0.0
11600,23.944516808262165,0.0
11667,37.90003520390489,0.0
11733,44.77598716094118,
11800,47.21522088521033,
11867,39.86861270290045,186.91592261904762
11933,43.96181905200037,
12000,52.85833999197589,1518.4375
12067,42.77815426570865,1518.4375
12133,46.20219364868873,
12200,50.73094864515746,228.046875
12267,49.293167267534955,
12334,45.09498225929598,250.859375
12400,52.517014744215885,250.859375
12467,50.45975885763283,
12533,49.716746967894146,431.796875
12600,45.15926803224201,
12667,35.959369062691735,130.625
12733,30.629578340845104,130.625
12800,37.937205568135234,
12867,51.759580549888966,542.65625
12933,46.63700925389648,375.234375
13000,41.42139080132135,375.234375
13067,54.86542403302214,
13134,53.707276857398355,207.10565476190476
13200,45.617451892415424,207.48482142857142
13267,42.21961651505041,163.046875
13334,42.90546554280307,163.046875
13400,50.12010012948472,199.1015625
13467,40.28977705208778,
13533,40.41866202721293,430.703125
13600,27.9309160017658,430.703125
13667,40.823544513309685,
13733,52.047411222360935,190.02170138888889
13800,45.285310606354116,197.1845703125
13867,30.330214446829107,
13934,45.64985454981382,
14000,44.38431585614494,325.390625
14067,44.917537827721475,352.28125
14134,48.927844713471856,
14200,47.79177866307255,171.08901515151516
14267,51.21540147845998,171.08901515151516
14333,50.652360268173204,
14400,42.58421757901637,117.66741071428572
14467,29.29929560084588,146.69401041666669
14534,40.13132276046004,146.69401041666669
14600,40.3462845662532,
14667,49.412778247290554,388.4375
14733,43.76722913865785,434.84375
14800,34.34249452396475,387.109375
14867,29.614210940664485,387.109375
14933,28.208579894397,0.0
15000,29.29418925714293,0.0
15067,27.98650645445269,0.0
15134,23.873898263387293,0.0
15200,32.21935599828005,0.0
15267,47.50053034106733,
15334,50.16582106848613,154.82855902777777
15401,46.63361647534007,150.18353174603175
15467,43.3219599532464,150.18353174603175
15534,37.130703258556395,140.03515625
15601,34.98861688992884,148.828125
15667,31.65541076722373,
15734,27.435097647284298,0.0
15801,26.875289612146346,0.0
15867,28.43855422623161,0.0
15934,26.989700043360187,0.0
16001,35.15343893088381,0.0
16067,46.1623388022161,0.0
16134,35.76226137449605,
16200,27.101173651118163,391.09375
16267,50.090087272783165,
16333,53.26221126477371,
16400,42.074189168168125,148.58723958333334
16467,42.070146586829004,
16533,33.43802333161655,176.953125
16600,30.4493154614916,0.0
16667,42.40998286215317,0.0
