"event","experiment time","system time","system time text"
"START",0.000000000E0,1717595040.990,"2024-06-05 15:44:00.990 UTC+02:00"
"PAUSE",2.359928195E2,1717595276.982,"2024-06-05 15:47:56.982 UTC+02:00"
