"event","experiment time","system time","system time text"
"START",0.000000000E0,1717585316.629,"2024-06-05 13:01:56.629 UTC+02:00"
"PAUSE",2.642183314E2,1717585580.847,"2024-06-05 13:06:20.847 UTC+02:00"
