"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717591122154923E9,"2024-06-05 14:38:42.155 UTC+02:00"
"PAUSE",2.577227619583718E2,1.717591379872938E9,"2024-06-05 14:42:59.873 UTC+02:00"
