relative_time,PitchSensor,DecibelSource
0,0.0,22.32996110392154
22,0.0,21.335389083702175
88,0.0,21.2057393120585
155,0.0,22.227164711475833
222,0.0,20.791812460476248
288,0.0,23.05351369446624
355,0.0,26.180480967120925
423,0.0,21.105897102992486
489,0.0,19.084850188786497
555,0.0,27.589118923979736
622,0.0,28.45098040014257
689,0.0,34.56973013635818
755,0.0,30.128372247051725
825,0.0,24.29752280002408
889,0.0,22.944662261615928
955,0.0,22.671717284030137
1023,0.0,24.857214264815802
1089,0.0,24.50249108319361
1155,0.0,23.424226808222063
1223,0.0,25.78639209968072
1289,0.0,25.365584425715298
1354,0.0,26.127838567197355
1422,0.0,25.888317255942074
1488,0.0,24.99687082618404
1554,0.0,26.63700925389648
1623,0.0,26.334684555795867
1688,0.0,26.989700043360187
1754,0.0,28.169038393756605
1821,0.0,32.08441356438567
1888,,48.369567370595504
1954,,46.091673743020195
2021,103.0859375,40.66027594948862
2088,,44.82158695411276
2155,154.94791666666669,50.83545617155376
2221,154.94791666666669,46.52961515557108
2288,102.552734375,45.9474603049009
2354,100.01953125,38.6840930331496
2421,104.140625,34.73924693416157
2488,69.08761160714286,49.67510535425538
2554,69.08761160714286,38.20464190577684
2621,,34.629966120280564
2688,121.3671875,47.10540447933297
2754,98.51996527777777,45.269850685599955
2821,98.51996527777777,42.0289680852953
2888,96.30636160714285,42.60643706735025
2954,,51.7862304007778
3021,204.22526041666669,50.30389202049651
3088,105.22383432539684,46.911168710877476
3154,105.22383432539684,46.16338954857248
3221,94.48949032738096,37.68712080377664
3288,96.13541666666666,35.6643749219507
3354,79.11838107638889,42.68671559746992
3421,,37.13994267660644
3488,,29.206450014067876
3554,0.0,31.065308538223814
3621,0.0,27.067177823367587
3688,0.0,22.78753600952829
3754,0.0,25.13217600067939
3821,0.0,24.1161970596323
3888,0.0,22.50420002308894
3954,0.0,25.987905067631154
4021,0.0,24.60897842756548
4088,0.0,26.473829701146197
4154,0.0,35.16138576717074
4221,,52.9210537161741
4288,144.140625,40.678888066853986
4354,144.140625,37.52125307297898
4421,,51.2326674568785
4488,142.61284722222223,48.29303772831025
4554,135.08897569444446,48.1659919678776
4621,131.572265625,41.744087320731225
4688,131.572265625,46.9477186584108
4754,110.97735969387757,38.34929096460576
4821,114.21875,47.17470781461881
4888,99.609375,39.42900541140294
4959,109.0625,36.239725120169965
5021,109.0625,35.46542663478131
5088,,45.21647949497911
5154,93.228125,46.813317059691656
5221,98.28125,44.65234094988014
5288,98.28125,29.684829485539353
5354,,48.984234834308495
5421,108.62109375,47.66390536891315
5488,97.92317708333334,44.27161402925965
5554,63.24311755952381,34.289442900355745
5621,63.24311755952381,35.25563058270067
5688,,40.096633166793794
5754,255.625,36.50404669868032
5821,248.06640625,42.460305511905844
5888,248.06640625,35.55336327995266
5954,,47.50323220964841
6021,92.92024739583333,44.4070447487986
6088,86.66875,41.802692776688744
6154,,45.51876763132973
6221,,37.662640906519954
6288,177.8125,46.94526229121203
6354,91.17921401515152,44.56608927140913
6421,,34.39016728387513
6488,298.44642857142856,39.451237701221196
6554,298.44642857142856,32.48463717551032
6621,,45.86193335698542
6688,101.7421875,41.128060172668846
6754,82.45572916666666,30.519239160461066
6821,82.45572916666666,47.87262056515856
