"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717602169665809E9,"2024-06-05 17:42:49.666 UTC+02:00"
"PAUSE",2.454859349166509E2,1.717602415150616E9,"2024-06-05 17:46:55.151 UTC+02:00"
