"event","experiment time","system time","system time text"
"START",0.000000000E0,1717751891.247,"2024-06-07 11:18:11.247 UTC+02:00"
"PAUSE",1.431706455E2,1717752034.418,"2024-06-07 11:20:34.418 UTC+02:00"
